Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1740,A brown boat is packed with goods and people.,There is a bus on the boat.,A brown boat is carrying some items.,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
1741,A brown boat is packed with goods and people.,There is a bus on the boat.,A brown boat is carrying a bus.,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
1742,"A young woman in a blue shirt stands, holding a young girl in a denim dress.",the woman is sad,"A young woman in a blue shirt stands silently, holding tightly a young girl in a denim dress.",neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1743,"A young woman in a blue shirt stands, holding a young girl in a denim dress.",the woman is sad,An old man in a red shirt pushes an old woman wearing a leather jacket.,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1744,Asian man standing under mailbox.,Man sweeping the sidewalk.,Man sweeping the sidewalk.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
1745,Asian man standing under mailbox.,Man sweeping the sidewalk.,Man standing under mailbox sweeping the sidewalk.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
1746,"Two women, one blond and one brunette, eating candy.",Two woman eating hotdogs.,"Two women, one blond and one brunette, eating.",contradiction,neutral,A dog catching a Frisbee. A dog eating food.
1747,"Two women, one blond and one brunette, eating candy.",Two woman eating hotdogs.,"Two women, one blond and one brunette, eating hotdogs.",contradiction,entailment,A dog catching a Frisbee. A dog eating food.
1748,a asian man gives an evil eye to the camera.,the goat eats cheese,A person gives a look to an object.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
1749,a asian man gives an evil eye to the camera.,the goat eats cheese,A Asian man feeds the camera.,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
1750,Three guys sitting on rocks looking at the scenery.,The people are outside.,Three guys standing on rocks covering their eyes.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1751,Three guys sitting on rocks looking at the scenery.,The people are outside.,Three guys are outside looking at the scenery.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1752,"Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.",Two men are standing on the sidewalk.,"Two men, dressed in black, are sitting on a bench in an urban area while one lights a cigarette.",entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1753,"Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.",Two men are standing on the sidewalk.,Two men are standing on a sidewalk in an urban area.,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1754,"Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.",Two men are playing music fora group of people.,Two men are playing an instrument in front of people.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
1755,"Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.",Two men are playing music fora group of people.,"Two men fight in a gang, one with an electric guitar and the other with drums, in an alley in front of the police.",entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
1756,Black and white bird standing on hand of someone holding sunflower seeds,Two yellow birds waited on the ground for seeds to drop from a hand.,A bird is perched near someone with sunflower seeds.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1757,Black and white bird standing on hand of someone holding sunflower seeds,Two yellow birds waited on the ground for seeds to drop from a hand.,"Two yellow birds waited on the ground for seeds to drop from a hand, as a black and white bird stood nearby.",contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1758,Three ice skaters round a corner.,The ice skaters are around the corner,Three ice skaters stand still.,entailment,contradiction,Three people are kayaking in dark waters. Three people are in a boat.
1759,Three ice skaters round a corner.,The ice skaters are around the corner,Three ice skaters are at the corner.,entailment,neutral,Three people are kayaking in dark waters. Three people are in a boat.
1760,Children pose in front of a man on a motorcycle in a dirt lot.,The children are taking a picturw,Children run in front of a man on a bicycle in a dirt lot.,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
1761,Children pose in front of a man on a motorcycle in a dirt lot.,The children are taking a picturw,Children are taking a picture in front of a motorcycle in a dirt lot.,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
1762,While singing into the microphone the man in the black shirt plays an acoustic guitar.,A man in black is taking notes at the business meeting.,While talking into the microphone the man in the black shirt holds a guitar.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
1763,While singing into the microphone the man in the black shirt plays an acoustic guitar.,A man in black is taking notes at the business meeting.,While singing into the microphone the man in the black shirt is taking notes.,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
1764,"On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.",A man on a street in Korea is pulling a cart filled with chair and cardboard.,,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1765,"On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.",A man on a street in Korea is pulling a cart filled with chair and cardboard.,"A person is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind them are a car and a truck and a street level billboard.",entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
1766,A man and woman stand at the altar to say their vows and get married.,A couple is getting married.,A man and woman sit on a couch to watch a movie and get divorced.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
1767,A man and woman stand at the altar to say their vows and get married.,A couple is getting married.,A man and woman are present to get married.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
1768,The girl does freestyle Frisbee tricks with her dog at the baseball park.,A girl and her dog take a nap in the grass.,The girl plays with her dog at the baseball park.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
1769,The girl does freestyle Frisbee tricks with her dog at the baseball park.,A girl and her dog take a nap in the grass.,The girl plays with her dog at the baseball park.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
1770,Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.,The man is sleeping.,Man wearing a hat with an NBA logo and a black leather jacket looking at a book while waiting for the subway.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
1771,Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.,The man is sleeping.,Man wearing a hat with an NBA logo and a black leather jacket sleeping while waiting for the subway.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
1772,A surgeon performing surgery.,patients are standing in hospital,Patients are standing in a hospital where a surgeon is performing surgery.,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
1773,A surgeon performing surgery.,patients are standing in hospital,A surgeon is working in a hospital.,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
1774,Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash,A man and woman stand on the freeway near a motorcycle crash.,,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1775,Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash,A man and woman stand on the freeway near a motorcycle crash.,A man is talking to a woman who is standing,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1776,Four people are strapped into some kind of amusement park ride.,Four people are having some fun.,Four people are strapped into some kind of therapy session.,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
1777,Four people are strapped into some kind of amusement park ride.,Four people are having some fun.,Four people are sitting on a ride.,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
1778,A boy wearing a life vest suspended in the air.,The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.,A boy wearing a life vest is jumping into the cool water of the lake near his home.,neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
1779,A boy wearing a life vest suspended in the air.,The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.,A boy wearing a spacesuit suspended in the air.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
1780,"Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.",The old friends walk together through the arboretum.,"Two old men, one holding a bag and one wearing a hat, walk together through the arboretum.",neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
1781,"Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.",The old friends walk together through the arboretum.,"Two young women, one holding a bag and one wearing a hat, run down a paved road through the skyscrapers.",neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
1782,A little boy in a yellow tee-shirt is taking a bite of a banana.,A little boy in yellow relaxes with some food.,A little boy in a yellow tee-shirt is eating some food.,neutral,entailment,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
1783,A little boy in a yellow tee-shirt is taking a bite of a banana.,A little boy in yellow relaxes with some food.,A little boy in a yellow tee-shirt is spitting out a banana.,neutral,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
1784,"A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.",A male scientist hikes out of a vally carrying specimens.,A man hiking out of a valley carrying specimens.,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
1785,"A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.",A male scientist hikes out of a vally carrying specimens.,"A man walking on smooth, flat, road pushing a empty stroller.",neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
1786,Children in school taking a picture with their teacher.,People are posing.,Children in school posing with their teacher.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
1787,Children in school taking a picture with their teacher.,People are posing.,Children in school destroying a picture with their teacher.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
1788,There is a produce section at a warehouse supermarket next to a deli counter.,The produce section is far away from the deli counter.,There is a produce section at a warehouse supermarket far away from the deli counter.,contradiction,entailment,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
1789,There is a produce section at a warehouse supermarket next to a deli counter.,The produce section is far away from the deli counter.,There is a produce section at a warehouse supermarket near a deli counter.,contradiction,neutral,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
1790,There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.,A girl is consuming a fresh fruit off a vine.,"There is a little asian girl with black hair and a white sweater smashing a strawberry, her eyes are cocked to the right and her fingers are nowhere near the vine that's coming from the fruit.",entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
1791,There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.,A girl is consuming a fresh fruit off a vine.,"A person with hair is eating a strawberry, looking at it with their eyes, and holding it with their hands.",entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1792,"A group of people in a boat, white water rafting.",Some people are drowning.,"A group of people in a boat, boating.",contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
1793,"A group of people in a boat, white water rafting.",Some people are drowning.,"A group of people in a boat, struggling in the water.",contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
1794,A girl is outside painting a picture of a lady on the side of the wall using chalk,The girl creates outdoor art.,A girl is inside erasing a picture of a lady on the side of the wall using chalk.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
1795,A girl is outside painting a picture of a lady on the side of the wall using chalk,The girl creates outdoor art.,A girl is outside drawing a lady on the side of the wall with chalk.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1796,The gentleman is quite well groomed.,The man is good looking.,The gentleman is quite poorly groomed.,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
1797,The gentleman is quite well groomed.,The man is good looking.,The gentleman is groomed.,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
1798,A man and two women eating and drinking in a kitchen.,The man and two woman are indoors,A man and two women are in a kitchen.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1799,A man and two women eating and drinking in a kitchen.,The man and two woman are indoors,A man and two women are playing tennis outdoors.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1800,A group of young men clowning around while enjoying a beverage.,A group of young men enjoy a beverage.,A group of young men fighting while enjoying a beverage.,entailment,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
1801,A group of young men clowning around while enjoying a beverage.,A group of young men enjoy a beverage.,A group of young men enjoy a beverage.,entailment,neutral,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
1802,Two greyhounds with muzzles race along the inside curb of a railed dirt track.,Two cats with muzzles are racing.,Two cats with muzzles are racing.,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
1803,Two greyhounds with muzzles race along the inside curb of a railed dirt track.,Two cats with muzzles are racing.,Two animals with muzzles move along the inside curb of a railed dirt track.,contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
1804,Two people outside building at sunset.,Two people waiting for friends to join them at a restaurant.,Two people waiting outside a restaurant at sunset.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1805,Two people outside building at sunset.,Two people waiting for friends to join them at a restaurant.,Two people inside a restaurant at sunset.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1806,Several people riding camels 2 per camel in the desert.,People enjoying a desert tour.,Several people pushing camels 2 per camel in the desert.,neutral,contradiction,Seven people are riding bikes on a sandy track. The people are racing.
1807,Several people riding camels 2 per camel in the desert.,People enjoying a desert tour.,"Several people taking a desert tour on camels, 2 per camel.",neutral,entailment,Seven people are riding bikes on a sandy track. The people are racing.
1808,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,There are no fruit in the display.,An oriental woman is standing near a display of fruit and smiling in a colorful display.,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1809,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,There are no fruit in the display.,A woman is handling a tray of fruit and smiling while surrounded by an array of trays of fruit in a colorful display.,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
1810,A crowd of people in casual dress cheer at the camera from behind a barrier.,a crowd of people cheer from behind a barrier,A crowd of people in casual dress cheer from behind a barrier.,entailment,neutral,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
1811,A crowd of people in casual dress cheer at the camera from behind a barrier.,a crowd of people cheer from behind a barrier,A crowd of people in casual dress frown at the camera from behind a barrier.,entailment,contradiction,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
1812,A man is swinging on a rope swing into a lake.,A man is swinging out of a rope swing into a lake,A man is drowning in a lake.,neutral,contradiction,A man is navigating a boat. A man is steering a large yacht down the lake.
1813,A man is swinging on a rope swing into a lake.,A man is swinging out of a rope swing into a lake,,neutral,entailment,A man is navigating a boat. A man is steering a large yacht down the lake.
1814,Two men are walking past a building that looks like a castle.,The men are tourists.,Two men are visiting a building that looks like a castle.,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
1815,Two men are walking past a building that looks like a castle.,The men are tourists.,Two men are running past a building that does not look like a castle.,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
1816,A shirtless toddler staring out the window.,A little toddler is walking with his mother towards the park.,A shirtless toddler walking out the window.,contradiction,entailment,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
1817,A shirtless toddler staring out the window.,A little toddler is walking with his mother towards the park.,A toddler staring out the window.,contradiction,neutral,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
1818,Man in green shirt and black pants is jumping in the laundry room.,A man is jumping on a table in the laundry room.,A man in a green shirt and black pants is jumping on a table in the laundry room.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
1819,Man in green shirt and black pants is jumping in the laundry room.,A man is jumping on a table in the laundry room.,Man in green shirt and black pants is sitting in the living room.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
1820,Two young women are walking and having a conversation.,The women are walking to a friend's house.,Two young women are walking to a friend's house and having a conversation.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
1821,Two young women are walking and having a conversation.,The women are walking to a friend's house.,Two young women are sitting and having a conversation.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
1822,A man is carrying a plastic case over his head amongst a group of people.,The plastic case contains money.,A man is carrying a plastic case full of money over his head amongst a group of people.,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
1823,A man is carrying a plastic case over his head amongst a group of people.,The plastic case contains money.,A man is wearing a plastic case as a hat amongst a group of people.,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
1824,A man with his head close to a laptop pressing a button.,A man is using a laptop.,A man with his head close to a laptop throwing a ball.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1825,A man with his head close to a laptop pressing a button.,A man is using a laptop.,A man with his head close to a laptop.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1826,a brown and black dog running on a trail in the woods.,The dog is sleeping in the doghouse.,"A brown and black dog is running towards its doghouse, which is located on a trail in the woods.",contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
1827,a brown and black dog running on a trail in the woods.,The dog is sleeping in the doghouse.,A brown and black dog is standing on a trail in the woods.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
1828,man being thrown off horse in a rodeo,A brown horse throws off a man.,A horse is mounted on a man in a rodeo.,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
1829,man being thrown off horse in a rodeo,A brown horse throws off a man.,A man is thrown off a brown horse in a rodeo.,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
1830,Four football players raise their helmets at the game.,The guys here know the rules of football.,Four people raise their helmets at the game.,entailment,neutral,A group of people play a game in the road. people playing a game
1831,Four football players raise their helmets at the game.,The guys here know the rules of football.,Four basketball players raise their helmets at the game.,entailment,contradiction,A group of people play a game in the road. people playing a game
1832,Two young men in uniform involved in a basketball game.,There are two men playing basketball.,Two young men are playing basketball.,entailment,neutral,A group of people play a game in the road. people playing a game
1833,Two young men in uniform involved in a basketball game.,There are two men playing basketball.,Two young men in uniform involved in a cooking competition.,entailment,contradiction,A group of people play a game in the road. people playing a game
1834,A young boy in a green swing rides through the air near a barn.,Young boy riding a swing.,An old man in a wheelchair sits on the ground near a skyscraper.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
1835,A young boy in a green swing rides through the air near a barn.,Young boy riding a swing.,A young boy in a green swing sits on a swing near a barn.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
1836,Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.,Someone is trying to take a bomb into space to save Earth.,Number 13 moves as he changes course in an effort to deflect the trajectory of the football during the situation.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1837,Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.,Someone is trying to take a bomb into space to save Earth.,Number 13 reaches out to deflect the anticipated trajectory of a spacecraft during a mission to save Earth from an asteroid threat.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
1838,An older man riding a bike.,An elderly man is biking,A younger man riding a bike.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1839,An older man riding a bike.,An elderly man is biking,An older man on a bike.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1840,A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.,A man wears a red shirt holding a cat while walking through a crowd of zombies.,A man wearing a shirt is walking.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1841,A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.,A man wears a red shirt holding a cat while walking through a crowd of zombies.,A man wearing a red shirt holds a,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1842,A man sleeps on a stack of folding carts in a park.,A man sits on the park grass.,A man sits on a stack of folding carts in a park.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
1843,A man sleeps on a stack of folding carts in a park.,A man sits on the park grass.,A man rests on a bench in a park.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
1844,"Bikers participate in a two way street ride, with lanes separated by yellow cones.",Car drivers are racing.,Bikers ride on a street with separated lanes.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
1845,"Bikers participate in a two way street ride, with lanes separated by yellow cones.",Car drivers are racing.,"Bikers participate in a two-way street race, with lanes separated by yellow cones.",contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
1846,Lady in yellow turning corner of a sidewalk.,The lady is watching TV at home.,Lady in yellow walking home.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
1847,Lady in yellow turning corner of a sidewalk.,The lady is watching TV at home.,Lady in yellow is walking.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
1848,"A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.",A boy is ready to go zip lining through the forest of Bolivia.,"A young boy is dressed in a blue helmet, sweater, jeans and sneakers is ready to go zip lining through the forest of Bolivia.",neutral,entailment,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
1849,"A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.",A boy is ready to go zip lining through the forest of Bolivia.,"A young boy is dressed in a red helmet, sweater, jeans and sneakers looks like he is going to go fishing.",neutral,contradiction,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
1850,A race car drives along a track in the rain,A car is driving on a track.,A race car is driving along a track.,entailment,neutral,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
1851,A race car drives along a track in the rain,A car is driving on a track.,An ambulance is parked on a track on a sunny day.,entailment,contradiction,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
1852,Two kids play hockey on a pond.,Two kids are playing on a frozen pond.,Two kids fight on a field.,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1853,Two kids play hockey on a pond.,Two kids are playing on a frozen pond.,Two kids play hockey on a frozen pond.,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1854,A lady dressed in black wearing a matching hat stands beside a tree and a body of water.,A lady wearing a bathing suit stands beside a tree and body of water.,A lady wearing clothes stands beside a tree and a body of water.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1855,A lady dressed in black wearing a matching hat stands beside a tree and a body of water.,A lady wearing a bathing suit stands beside a tree and body of water.,A lady wearing black wearing a matching hat stands beside a tree and a body of water.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1856,"The man is standing next to a dog, while the dog jumps in the air.",The men is standing next to the dog while the dog is jumping.,The man is standing next to the dog while the dog is jumping in the air.,neutral,entailment,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1857,"The man is standing next to a dog, while the dog jumps in the air.",The men is standing next to the dog while the dog is jumping.,"The man is sitting next to a dog, while the dog jumps in the air.",neutral,contradiction,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1858,The dog takes a leap on the beach to retrieve an unknown item.,A dog is fetching something.,The dog is on the beach to retrieve an unknown item.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1859,The dog takes a leap on the beach to retrieve an unknown item.,A dog is fetching something.,The dog stays still on the beach while dropping a familiar toy.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1860,woman in white walking on the street.,a woman in white walks outside,woman in white sitting on the street.,entailment,contradiction,A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm. The woman is walking down the street.
1861,woman in white walking on the street.,a woman in white walks outside,woman in white moving on the street.,entailment,neutral,A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm. The woman is walking down the street.
1862,Football fans cheering for their team.,Fans go nuts for their team.,Football fans supporting their team.,entailment,neutral,A group of people play a game in the road. people playing a game
1863,Football fans cheering for their team.,Fans go nuts for their team.,Football fans jeering at their team.,entailment,contradiction,A group of people play a game in the road. people playing a game
1864,People walking up and down stairs.,The stairs have people walking on them.,People are using stairs.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1865,People walking up and down stairs.,The stairs have people walking on them.,People sleeping up and down stairs.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1866,Three men in an art gallery posing for the camera.,Paintings are nearby.,Three men in an art gallery destroying the paintings.,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
1867,Three men in an art gallery posing for the camera.,Paintings are nearby.,Three men are posing for the camera near paintings.,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
1868,Three men climb a natural waterfall rock face.,Three men climb rocks in the summer.,Three men fall from a natural waterfall rock face.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1869,Three men climb a natural waterfall rock face.,Three men climb rocks in the summer.,Three men climb rocks in the summer.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1870,One woman is being carried behind three people who are walking on path.,A woman is carrying three hikers down the path,One woman is carrying three hikers down the path.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1871,One woman is being carried behind three people who are walking on path.,A woman is carrying three hikers down the path,One woman is walking behind three people who are hiking on a path.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
