,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1325,A group of people standing in front of a food truck.,A group of people in front of a food truck.,,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
1326,A man with a beer closes his eyes to smile.,A man is frowning with beer.,A man with a beer smiling.,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1327,A man with a beer closes his eyes to smile.,A man is frowning with beer.,,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1328,"Two girls in pink on trampoline, one sitting and one jumping",the girls are sleeping,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1329,"Two girls in pink on trampoline, one sitting and one jumping",the girls are sleeping,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1330,A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A women puts her feet in the water.,,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
1331,A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A women puts her feet in the water.,,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
1332,A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.,A man is sleep.,A man is waterskies.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
1333,A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.,A man is sleep.,,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
1334,Two dogs playing in the water.,The dogs are in a lake.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1335,Two dogs playing in the water.,The dogs are in a lake.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1336,A group of people standing in front of a food stamp buying food.,A group buys food at a Farmer's Market.,,neutral,entailment,Boy standing in line in a grocery store with his items on the conveyor belt. The boy is buying candy.
1337,A group of people standing in front of a food stamp buying food.,A group buys food at a Farmer's Market.,,neutral,contradiction,Boy standing in line in a grocery store with his items on the conveyor belt. The boy is buying candy.
1338,High fashion ladies wait outside a tram beside a crowd of people in the city.,Women are waiting by a tram.,,entailment,contradiction,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
1339,High fashion ladies wait outside a tram beside a crowd of people in the city.,Women are waiting by a tram.,People are waiting beside a tram.,entailment,neutral,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
1340,"A construction worker operates heavy machinery, presumably a crane.",A worker is eating lunch.,,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
1341,"A construction worker operates heavy machinery, presumably a crane.",A worker is eating lunch.,,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
1342,Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
1343,Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,Some people will help her with no bikes.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
1344,A boy jumping on a trampoline.,a trampoline is being jumped on,,entailment,neutral,A boy in overalls blows bubbles. A boy is blowing bubbles.
1345,A boy jumping on a trampoline.,a trampoline is being jumped on,,entailment,contradiction,A boy in overalls blows bubbles. A boy is blowing bubbles.
1346,"A man is holding up a sign that reads ""Jobs with Justice"".",two men hold hands,,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1347,"A man is holding up a sign that reads ""Jobs with Justice"".",two men hold hands,,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1348,One man playing soccer while a person in the background watches.,One sad man playing soccer while a person in the background watches.,,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
1349,One man playing soccer while a person in the background watches.,One sad man playing soccer while a person in the background watches.,,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
1350,A girl wearing a yellow shirt playing with a busted pinata.,A boy is in the woods looking for his dog.,,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
1351,A girl wearing a yellow shirt playing with a busted pinata.,A boy is in the woods looking for his dog.,,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
1352,A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.,Nobody on a playground,,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
1353,A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.,Nobody on a playground,,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
1354,"Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.",Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.,,contradiction,neutral,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
1355,"Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.",Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.,Two people dressed as elves are walking down a street at the North Pole.,contradiction,entailment,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
1356,Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a train station.,No people are at a train station.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
1357,Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a train station.,A person is at a train station.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
1358,A crowd of people has gathered next to a field of colorful wildflowers.,A group of people are sitting on a plane,,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1359,A crowd of people has gathered next to a field of colorful wildflowers.,A group of people are sitting on a plane,,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1360,Three people are sitting and resting.,Three dogs are sitting and resting.,,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1361,Three people are sitting and resting.,Three dogs are sitting and resting.,,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1362,A man is seen coughing in a crowded street.,A man is doing laundry.,A man is coughing.,contradiction,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
1363,A man is seen coughing in a crowded street.,A man is doing laundry.,,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
1364,The woman in the blue hat is cutting food.,A woman is using telepathy to cut food.,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1365,The woman in the blue hat is cutting food.,A woman is using telepathy to cut food.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1366,Two white horses are pulling a carriage on a the street.,there is a carriage race,,neutral,contradiction,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1367,Two white horses are pulling a carriage on a the street.,there is a carriage race,,neutral,entailment,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
1368,A young girl sits on the edge of a sink.,A little girl sits on a sink edge.,A little boy sits on a chair edge.,entailment,contradiction,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
1369,A young girl sits on the edge of a sink.,A little girl sits on a sink edge.,,entailment,neutral,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
1370,A woman and three children are jumping into a swimming pool.,A family is playing basketball.,,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
1371,A woman and three children are jumping into a swimming pool.,A family is playing basketball.,,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
1372,A dog chases a ball in the grass.,A dog is outside in the grass.,,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1373,A dog chases a ball in the grass.,A dog is outside in the grass.,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1374,Girl with a gray tank top and black pants standing by a carnival ride.,The boy stood beside the carnival ride.,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1375,Girl with a gray tank top and black pants standing by a carnival ride.,The boy stood beside the carnival ride.,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1376,a muzzled white dog is running on the grass.,The dog is outside chasing a cat.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1377,a muzzled white dog is running on the grass.,The dog is outside chasing a cat.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1378,Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.,One man is asleep and another is laying down at a worksite.,Two men resting outdoors; one is napping in a chair and the other is lying on boards.,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
1379,Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.,One man is asleep and another is laying down at a worksite.,One woman is asleep and another is laying down at a worksite.,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
1380,A child runs with a football.,A sad child runs with a football.,,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1381,A child runs with a football.,A sad child runs with a football.,,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
1382,A woman speaking in front of a chevy malibu.,A woman stands in front of a car.,,entailment,neutral,Lady standing outside a building talking on her cellphone. the lady is standing
1383,A woman speaking in front of a chevy malibu.,A woman stands in front of a car.,A woman cries behind a bicycle.,entailment,contradiction,Lady standing outside a building talking on her cellphone. the lady is standing
1384,A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.,A Chinese man is carrying a Sherman tank on his back.,,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
1385,A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.,A Chinese man is carrying a Sherman tank on his back.,A Chinese man carries a small backpack.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
1386,A man preparing a white volkswagen to be towed by a AAA certified tow-truck.,A truck is going to tow an illegally parked white volkswagon.,,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
1387,A man preparing a white volkswagen to be towed by a AAA certified tow-truck.,A truck is going to tow an illegally parked white volkswagon.,A truck is going to tow a white volkswagen.,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
1388,Two children running down a sand hill.,Two children carefully running down a sand dune.,,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
1389,Two children running down a sand hill.,Two children carefully running down a sand dune.,,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
1390,A man is standing inside a subway train with his mouth wide open.,The man is yawning.,,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
1391,A man is standing inside a subway train with his mouth wide open.,The man is yawning.,,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
1392,A man in formal wear is posing in front of a building.,the man is a farmer,,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
1393,A man in formal wear is posing in front of a building.,the man is a farmer,,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
1394,A man hanging by a cable from the tower.,a guy is painting a picture,,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1395,A man hanging by a cable from the tower.,a guy is painting a picture,A man hanging by a cable from the tower is painting a picture.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1396,A baby is sitting down with his mouth open.,A child is waiting to be fed.,,neutral,contradiction,A young puppy suckles from his mother. The puppy's eyes are still closed.
1397,A baby is sitting down with his mouth open.,A child is waiting to be fed.,,neutral,entailment,A young puppy suckles from his mother. The puppy's eyes are still closed.
1398,"two men who appear to be doing the same thing, but on a different scale of painting.",Two men are getting paint on their clothes.,,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1399,"two men who appear to be doing the same thing, but on a different scale of painting.",Two men are getting paint on their clothes.,,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
1400,Two women sitting at a table in a restaurant.,The women are running around.,The women are sitting at a table in a restaurant.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1401,Two women sitting at a table in a restaurant.,The women are running around.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1402,A elderly man holds a can behind his back as he strolls by a beautiful flower market.,A young man holds a can behind his back.,A elderly man holds a can behind his back.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1403,A elderly man holds a can behind his back as he strolls by a beautiful flower market.,A young man holds a can behind his back.,,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1404,A baby falls asleep on a blanket outside with his stuffed animal.,A child is being fed with his mother's breasts.,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1405,A baby falls asleep on a blanket outside with his stuffed animal.,A child is being fed with his mother's breasts.,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1406,People sitting in pews and walking around the inside of a cathedral.,People are in a cathedral.,Just people are in a cathedral.,entailment,neutral,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
1407,People sitting in pews and walking around the inside of a cathedral.,People are in a cathedral.,,entailment,contradiction,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
1408,Little boy dressed in blue wearing cleats.,A little boy is learning how to use cleats.,,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
1409,Little boy dressed in blue wearing cleats.,A little boy is learning how to use cleats.,The little boy dressed in blue is learning how to use the cleats.,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
1410,A little brown dog on the end of a leash who's owner is wearing a blue skirt and black flats.,a brown dog walks with its owner,,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1411,A little brown dog on the end of a leash who's owner is wearing a blue skirt and black flats.,a brown dog walks with its owner,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1412,A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the college campus.,,entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
1413,A man with a Mohawk hairstyle wears a backpack at a college campus.,A man is on the college campus.,,entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
1414,"A person on a bmx bike, running a course.",A biker races over a dirt track.,,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1415,"A person on a bmx bike, running a course.",A biker races over a dirt track.,A person races over a dirt track.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
1416,A man with a yellow shirt and black hat is on a path in the wilderness.,A man is walking along a path,,neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
1417,A man with a yellow shirt and black hat is on a path in the wilderness.,A man is walking along a path,,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
1418,a man cooking food for a festival business in the city,A man serving food to festival goers.,,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1419,a man cooking food for a festival business in the city,A man serving food to festival goers.,A man refuses to serve food to festival goers.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
1420,A lady is sitting on a bench wearing sunglasses and holding a walking cane.,A girl is riding her bike.,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1421,A lady is sitting on a bench wearing sunglasses and holding a walking cane.,A girl is riding her bike.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
1422,a black dog splashes in the water.,A dog likes water.,,neutral,entailment,"A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake, whilst a horse and rider passes behind. Two short haired dogs of different colors drinking by a lake."
1423,a black dog splashes in the water.,A dog likes water.,A cat likes fire.,neutral,contradiction,"A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake, whilst a horse and rider passes behind. Two short haired dogs of different colors drinking by a lake."
1424,A man is singing and playing a guitar.,A man is in front of a mic.,,neutral,entailment,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
1425,A man is singing and playing a guitar.,A man is in front of a mic.,,neutral,contradiction,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
1426,A group of people in robes singling and playing instruments.,A group of kids playing on a playground.,,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
1427,A group of people in robes singling and playing instruments.,A group of kids playing on a playground.,A group of people singing and playing instruments.,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
1428,Two men in hard hats listen to a man in a dress shirt talk.,The man in the dress shirt is talking to two workers.,,entailment,contradiction,"A curly-haired redhead is wearing a blue checkered hat, a black long-sleeve shirt, and blue jeans while holding a red jacket as she speaks to her friends standing behind her. A redhead is talking to her friends."
1429,Two men in hard hats listen to a man in a dress shirt talk.,The man in the dress shirt is talking to two workers.,,entailment,neutral,"A curly-haired redhead is wearing a blue checkered hat, a black long-sleeve shirt, and blue jeans while holding a red jacket as she speaks to her friends standing behind her. A redhead is talking to her friends."
1430,"Two shirtless men, and a young man with a bicycle, watch passing bicycles.",There are 2 shirtless women.,,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
1431,"Two shirtless men, and a young man with a bicycle, watch passing bicycles.",There are 2 shirtless women.,,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
1432,"A woman in a house wearing jeans and a sweater, is pour a drink into a glass.",A woman in a house is pouring liquid into a cup,,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
1433,"A woman in a house wearing jeans and a sweater, is pour a drink into a glass.",A woman in a house is pouring liquid into a cup,A woman in a house is holding a drink in a glass.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
1434,A row of birds is sitting in front of a gray cloud.,Birds are outside.,,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
1435,A row of birds is sitting in front of a gray cloud.,Birds are outside.,,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
1436,"A man skis down the hill, spraying snow in the air, ski lifts in the background.","A woman skis down the hill, spraying snow in the air, ski lifts in the background.",,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1437,"A man skis down the hill, spraying snow in the air, ski lifts in the background.","A woman skis down the hill, spraying snow in the air, ski lifts in the background.",,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
1438,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",The cyclist does many tricks.,,neutral,contradiction,A cyclists rides up a hill amid cheering bystanders. The cyclist is in a bicycle race.
1439,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",The cyclist does many tricks.,,neutral,entailment,A cyclists rides up a hill amid cheering bystanders. The cyclist is in a bicycle race.
1440,"A young boy, arms and legs splayed wide, is leaping into the water on a rocky shoreline.",A child is building a sand castle.,,contradiction,neutral,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
1441,"A young boy, arms and legs splayed wide, is leaping into the water on a rocky shoreline.",A child is building a sand castle.,,contradiction,entailment,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
1442,"A guy standing on a moving dirt bike while wearing blue, black and yellow.",the man is getting ready to jump off the dirt bike,,neutral,entailment,A man in a blue jacket riding a bike. A man is on his yellow bike.
1443,"A guy standing on a moving dirt bike while wearing blue, black and yellow.",the man is getting ready to jump off the dirt bike,,neutral,contradiction,A man in a blue jacket riding a bike. A man is on his yellow bike.
1444,Two girls in green hooded sweatshirts and aviator sunglasses have decals on their faces.,Two girls are showing their team spirit by having their faces painted.,,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
1445,Two girls in green hooded sweatshirts and aviator sunglasses have decals on their faces.,Two girls are showing their team spirit by having their faces painted.,,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
1446,A man in a navy blue jacket holding a tool in his dirty hand.,A man is working on a truck.,,neutral,entailment,A man in a blue jacket riding a bike. A man is on his yellow bike.
1447,A man in a navy blue jacket holding a tool in his dirty hand.,A man is working on a truck.,A man in a navy blue jacket holding a tool in his dirty hand is sitting on a couch.,neutral,contradiction,A man in a blue jacket riding a bike. A man is on his yellow bike.
1448,A black dog and a dog that is brown and white stand in the water.,Two dogs are in the water.,One dog is in the water.,entailment,contradiction,A large competition sailboat is surrounded by three small boats in the middle of the water. There are four boats in the middle of the water.
1449,A black dog and a dog that is brown and white stand in the water.,Two dogs are in the water.,Two animals are at a location.,entailment,neutral,A large competition sailboat is surrounded by three small boats in the middle of the water. There are four boats in the middle of the water.
1450,"Older man standing next to a green, yellow and white taxi.",older man about to get into a taxi.,,neutral,entailment,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
1451,"Older man standing next to a green, yellow and white taxi.",older man about to get into a taxi.,,neutral,contradiction,Chevrolet car on display at a convention. An expensive car on display at a convention for rich enthusiasts.
1452,A group of women dressed as characters from star treck.,A group of women are are wearing swim suits that are solid black.,,contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
1453,A group of women dressed as characters from star treck.,A group of women are are wearing swim suits that are solid black.,A group of women dressed as characters from Star Trek are wearing solid black swimsuits,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
1454,"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.",A dog catches a frisbee.,,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
1455,"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.",A dog catches a frisbee.,,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
1456,People are eating in a restaurant.,There are people indoors.,,entailment,neutral,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
1457,People are eating in a restaurant.,There are people indoors.,There are no people indoors.,entailment,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
1458,A city square with a large red wall and people walking about.,Square people on a wall are red.,,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1459,A city square with a large red wall and people walking about.,Square people on a wall are red.,,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1460,A dog with its mouth open running through a field torwards the camera.,A dog is running outside.,,entailment,contradiction,Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by. Farmers preparing to feed their animals.
1461,A dog with its mouth open running through a field torwards the camera.,A dog is running outside.,,entailment,neutral,Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by. Farmers preparing to feed their animals.
1462,Young men wave flags in a crowd outside of a glassy building.,The men are playing checkers in the shade at the park.,,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
1463,Young men wave flags in a crowd outside of a glassy building.,The men are playing checkers in the shade at the park.,Some young men wave flags in a crowd outside of a glassy building.,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
1464,Two women are sitting and talking.,Two women are talking while they sit together.,,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1465,Two women are sitting and talking.,Two women are talking while they sit together.,Two women are talking sitting.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1466,Young girl with a pink barrette in her hair playing the violin.,The girl is playing the violin.,,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
1467,Young girl with a pink barrette in her hair playing the violin.,The girl is playing the violin.,,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
1468,This is a you boy with a skateboard,There is a girl riding her skateboard.,,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
1469,This is a you boy with a skateboard,There is a girl riding her skateboard.,There is a boy riding his skateboard.,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
1470,Three women in bright colors and headdresses are holding love message cards.,Some man is on the ground.,,contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
1471,Three women in bright colors and headdresses are holding love message cards.,Some man is on the ground.,,contradiction,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
1472,"The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.",old friends are playing together,,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
1473,"The blue jersey softball player is sliding on to base kicking up sand, while the red jersey softball player is trying to tag her out.",old friends are playing together,,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
1474,The young couple are enjoying something to drink.,the young couple drink milk.,,neutral,entailment,An Asian young man is drinking out of a metal cup. The young man is drinking coffee.
1475,The young couple are enjoying something to drink.,the young couple drink milk.,,neutral,contradiction,An Asian young man is drinking out of a metal cup. The young man is drinking coffee.
1476,A group of formally dressed coeds are dancing in a colorfully lit room.,Two girls in sweatshirts and sweatpants are dancing alone.,,contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
1477,A group of formally dressed coeds are dancing in a colorfully lit room.,Two girls in sweatshirts and sweatpants are dancing alone.,,contradiction,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
1478,A teenager hurtling over lawn chairs in a yard.,There are chairs.,,entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
