,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
2068,A woman is waiting alone outside while a bird walks behind her.,There is a woman alone outside.,A woman is standing alone outside.,entailment,neutral,Lady standing outside a building talking on her cellphone. the lady is standing
2069,A woman is waiting alone outside while a bird walks behind her.,There is a woman alone outside.,"But there is no bird behind her. OR Yet, there is a man standing next to her.",entailment,contradiction,Lady standing outside a building talking on her cellphone. the lady is standing
2070,a blond girl in a white dress holding a bird in a tree.,A lady is wearing a dress holding a friendly bird,A blond girl in a white dress is not wearing a dress or A blond girl in a white dress holds an unfriendly bird or A blond girl in a white dress holds a dead bird.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2071,a blond girl in a white dress holding a bird in a tree.,A lady is wearing a dress holding a friendly bird,a blond girl in a white dress holding a bird,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2072,A yellow backhoe digging dirt and rocks in a field by a road.,A backhoe talking to a woman while  digging.,A backhoe digs dirt and rocks in a field by a road.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2073,A yellow backhoe digging dirt and rocks in a field by a road.,A backhoe talking to a woman while  digging.,A backhoe truck is stationary.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2074,A toddler is riding a plastic scooter.,A child is playing on his toy.,A child is using his toy.,entailment,neutral,A toddler is playing with colorful plastic building toys. A human playing
2075,A toddler is riding a plastic scooter.,A child is playing on his toy.,A child is riding a plastic scooter.,entailment,contradiction,A toddler is playing with colorful plastic building toys. A human playing
2076,People sitting on the street curb watching the passersby.,People are inside eating lunch,People are eating lunch inside.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2077,People sitting on the street curb watching the passersby.,People are inside eating lunch,People are having lunch inside.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2078,An African american is looking at his phone.,An African American is sleeping.,Another African american man is looking at his phone while on a break from work.,contradiction,neutral,A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass. a woman is sleeping
2079,An African american is looking at his phone.,An African American is sleeping.,An African American was looking at his phone before falling asleep.,contradiction,entailment,A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass. a woman is sleeping
2080,A man with a silver watch is pouring cream into a coffee.,The watch keeps perfect time.,The watch keeps perfect time.,neutral,entailment,An Asian young man is drinking out of a metal cup. The young man is drinking coffee.
2081,A man with a silver watch is pouring cream into a coffee.,The watch keeps perfect time.,The watch is not keeping perfect time.,neutral,contradiction,An Asian young man is drinking out of a metal cup. The young man is drinking coffee.
2082,A boy points.,The boy pointed.,The girl isn't pointing.,entailment,contradiction,A boy with a basketballs glowers at the camera. The boy scowls
2083,A boy points.,The boy pointed.,The boy has pointed.,entailment,neutral,A boy with a basketballs glowers at the camera. The boy scowls
2084,Four bearded men sitting in a restaurant smile at the camera.,The men are sitting inside of a conference room.,The men are sitting in a restaurant.,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
2085,Four bearded men sitting in a restaurant smile at the camera.,The men are sitting inside of a conference room.,The men are having a heated discussion.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
2086,A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.,A boy is playing with water.,A boy is playing with water and red and blue toys.,entailment,neutral,A boy in overalls blows bubbles. A boy is blowing bubbles.
2087,A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.,A boy is playing with water.,A girl is not playing with water.,entailment,contradiction,A boy in overalls blows bubbles. A boy is blowing bubbles.
2088,Two female children are in a bath together.,the girls are scrubbing each other,Two female children are in a bath together. The girls do not scrub each other.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
2089,Two female children are in a bath together.,the girls are scrubbing each other,,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
2090,the tennis player wearing white hits the tennis ball.,the player wearing white hits the tennis ball.,The player in white hits the tennis ball.,entailment,neutral,A white cat sits on a wall. The cat is white.
2091,the tennis player wearing white hits the tennis ball.,the player wearing white hits the tennis ball.,the player wearing any other color hits the tennis ball.,entailment,contradiction,A white cat sits on a wall. The cat is white.
2092,Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The pitcher playing baseball was ready to throw the ball.,"A hitter in a volleyball match was not getting ready to throw the ball, and was wearing a green 42 jersey.",entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2093,Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The pitcher playing baseball was ready to throw the ball.,Pitcher is present in the baseball game.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2094,A muscular man with a multicolored mohawk shows off his physique.,The man just finished a workout at the gym,A muscular man with a multicolored mohawk has completed a workout at the gym today,neutral,entailment,A man in a blue jacket riding a bike. A man is on his yellow bike.
2095,A muscular man with a multicolored mohawk shows off his physique.,The man just finished a workout at the gym,The man has never been to the gym before.,neutral,contradiction,A man in a blue jacket riding a bike. A man is on his yellow bike.
2096,A woman and two men wearing black jackets.,Two thieves wear black.,Two women wear black.,neutral,contradiction,Several men dressed in Renaissance outfits. Tall humans in outfits
2097,A woman and two men wearing black jackets.,Two thieves wear black.,Two men wear black.,neutral,entailment,Several men dressed in Renaissance outfits. Tall humans in outfits
2098,A little boy in blue is running through a pile of brown leaves.,boy playing in the fall,A little boy in blue is NOT running through a pile of brown leaves and is NOT playing in the fall.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
2099,A little boy in blue is running through a pile of brown leaves.,boy playing in the fall,A little boy in blue is running through a pile of leaves (during the fall).,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
2100,Man wearing a black and red striped shirt taking a photo next to a lion statue.,The man is posing next to a stone lion.,A man is posing next to a living lion.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2101,Man wearing a black and red striped shirt taking a photo next to a lion statue.,The man is posing next to a stone lion.,The man is standing near a lion statue.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2102,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man competes in a rope pulling contest,a man is not competing in a rope pulling contest.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2103,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man competes in a rope pulling contest,A man competes as a participant in a rope pulling competition.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2104,Three men on a scaffold erected outside a building.,The men are eating pizza at pizza hut.,The men are eating pizza nearby.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2105,Three men on a scaffold erected outside a building.,The men are eating pizza at pizza hut.,Three men on a scaffold erected outside a building. (No change in hypothesis),contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2106,A person wearing something gray while fixing a yellow and gray wall.,Someone is working on a wall.,Someone is not working on a wall.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2107,A person wearing something gray while fixing a yellow and gray wall.,Someone is working on a wall.,Someone is working on a wall in a grey outfit.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2108,A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,Santa Claus in his red suit prepares to go down a chimney.,Santa Claus is seen near a chimney.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
2109,A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,Santa Claus in his red suit prepares to go down a chimney.,Santa Claus in his red suit prepares to work on a chimney.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
2110,A child enjoys splashing water.,A child watches a movie.,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2111,A child enjoys splashing water.,A child watches a movie.,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2112,"A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.",A woman is participating in a dunk tank activity,A woman is not participating in a dunk tank activity,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
2113,"A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.",A woman is participating in a dunk tank activity,A woman watches a dunk tank activity.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
2114,A group of students dressed in sweatshirts and jackets head towards the right.,A kindergarten class is walking to recess.,,neutral,entailment,A single file line of children walk in front of a building. Children in a line looking a a building.
2115,A group of students dressed in sweatshirts and jackets head towards the right.,A kindergarten class is walking to recess.,A kindergarten class is sitting in their classroom.,neutral,contradiction,A single file line of children walk in front of a building. Children in a line looking a a building.
2116,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,"A woman is carrying some fruit on a tray, surrounded by a display of fruit",A woman is handling a tray of fruit while surrounded by a display of similar trays of fruit.,entailment,neutral,A lady in a red sweatshirt opening a present. The lady is wearing red.
2117,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,"A woman is carrying some fruit on a tray, surrounded by a display of fruit","A woman is not carrying some fruit on a tray, not surrounded by a display of fruit.",entailment,contradiction,A lady in a red sweatshirt opening a present. The lady is wearing red.
2118,A woman is completing a picture of a young woman.,There is a women making nice complements for no reason,The woman is expressing praise or flattery.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2119,A woman is completing a picture of a young woman.,There is a women making nice complements for no reason,There is a woman arguing with each other bitterly.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2120,A man in a blue jacket lifts a child dressed in red out boat crowded with people,A man lifts a child from the boat.,A man is lifted from the boat by another man.,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
2121,A man in a blue jacket lifts a child dressed in red out boat crowded with people,A man lifts a child from the boat.,A man puts a child into the boat or a man drops a child into the water.,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
2122,A man is making his girlfriend laugh by playing with his nose.,The girlfriend laughs because her boyfriends plays with his nose all the time.,The girlfriend finds it amusing that her boyfriend plays with his nose.,neutral,entailment,A man is standing in coconuts while trying to open one. A sad man is standing in coconuts while trying to open one.
2123,A man is making his girlfriend laugh by playing with his nose.,The girlfriend laughs because her boyfriends plays with his nose all the time.,The girlfriend cries because her boyfriend never plays with his nose.,neutral,contradiction,A man is standing in coconuts while trying to open one. A sad man is standing in coconuts while trying to open one.
2124,Two asian women preparing food while a young man watches.,A young customer watches two women preparing fresh noodles for his order.,The chefs observe cooking behind the counter.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2125,Two asian women preparing food while a young man watches.,A young customer watches two women preparing fresh noodles for his order.,Two asian women ignore each other and work.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2126,An army man uses his binoculars to see into the distance.,There is a man looking in the mirror,There is a man observing himself in front of a reflective surface. or There is a man looking at a reflection.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2127,An army man uses his binoculars to see into the distance.,There is a man looking in the mirror,A soldier observes through his binoculars.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2128,The two friends are laughing and having a good time.,Two people are laughing.,Two people are not laughing.,entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2129,The two friends are laughing and having a good time.,Two people are laughing.,Two other/additional people are laughing.,entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2130,A singer and her band are performing on stage in a club.,A band is performing on the surface of the sun.,A band is performing in a recording studio.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2131,A singer and her band are performing on stage in a club.,A band is performing on the surface of the sun.,A band is performing on stage in a club.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2132,man wearing blue shirt and vest sewing gray piece of fabric,A man is sewing some fabric.,a man is ripping a different fabric.,entailment,contradiction,A guy waxing a wooden floor with wax. a guy is waxing
2133,man wearing blue shirt and vest sewing gray piece of fabric,A man is sewing some fabric.,A man is manipulating some fabric.,entailment,neutral,A guy waxing a wooden floor with wax. a guy is waxing
2134,A child is enjoying the ducks on a fall day.,There is more than one duck.,A child is enjoying the ducks on a winter solstice. No ducks are present.,entailment,contradiction,A young boy chases away two Canadian geese. The young boy is outdoors.
2135,A child is enjoying the ducks on a fall day.,There is more than one duck.,"A child is enjoying the ducks, a large group of ducks.",entailment,neutral,A young boy chases away two Canadian geese. The young boy is outdoors.
2136,The surfer does a flip off of a wave.,A person is skydiving.,A surfer does a skydiving stunt off a wave.,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
2137,The surfer does a flip off of a wave.,A person is skydiving.,A person is surfing on a wave.,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
2138,A medical team is performing a surgery.,the medical team is performing a sex change,the medical team is performing a major surgical procedure.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
2139,A medical team is performing a surgery.,the medical team is performing a sex change,The medical team is not performing a surgery.,neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
2140,The person on the bicycle is wearing red.,Person riding tricycle,,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
2141,The person on the bicycle is wearing red.,Person riding tricycle,Another person on a bicycle is also wearing red.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
2142,"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",A man is poking a dead animal with a stick.,The man prods a dead animal.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
2143,"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",A man is poking a dead animal with a stick.,The man is painting a landscape while wearing a safety vest and black hat with rubber gloves.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
2144,"A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.",a bull rides a cowboy while others wrestle at a campsite,The cowboy and two other people are in the rodeo area together.,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
2145,"A cowboy is participating in the bull riding competition at a rodeo, with the two other people in the rodeo area with him, and three spectators.",a bull rides a cowboy while others wrestle at a campsite,"a bull rides alongside a cowboy, others engage in wrestling activities.",contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
2146,"Women of African origin are colecting water at common water tap, near wire fence.",Blacks are getting water.,Whites are getting water.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
2147,"Women of African origin are colecting water at common water tap, near wire fence.",Blacks are getting water.,People collect water.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
2148,A little boy in a black shirt is leaning away from a water fountain.,A boy in a red shirt is leaning away from a water fountain.,A boy in a red shirt is leaning away from a water fountain.,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
2149,A little boy in a black shirt is leaning away from a water fountain.,A boy in a red shirt is leaning away from a water fountain.,A little boy in a red shirt is leaning away from a water fountain.,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
2150,A man in a black t-shirt jogs as others go about their day.,the turkey is waiting for some juicy batches on mturkgrind,,contradiction,entailment,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
2151,A man in a black t-shirt jogs as others go about their day.,the turkey is waiting for some juicy batches on mturkgrind,The turkey market is ongoing on mturkgrind.,contradiction,neutral,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
2152,A female athlete in crimson top and dark blue shorts is running on the street.,A woman is sitting on a white couch.,A woman is walking in the park.,contradiction,neutral,A person in red playing football on the beach. There is someone surfing at the beach.
2153,A female athlete in crimson top and dark blue shorts is running on the street.,A woman is sitting on a white couch.,A female athlete can be resting or relaxing on a chair or bench while running on the street.,contradiction,entailment,A person in red playing football on the beach. There is someone surfing at the beach.
2154,Children being show how things work.,There are children in a factory being shown how things work.,Some children are not present and are not learning.,neutral,contradiction,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
2155,Children being show how things work.,There are children in a factory being shown how things work.,Children are being shown how things work in a factory.,neutral,entailment,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
2156,"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below.",Every person in the frame is female.,,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2157,"Only the letters ""AND"" are clearly visible as the little boy in the red shirt leans out the window below.",Every person in the frame is female.,A little girl in a red shirt or a girl in a red shirt is present in the frame. Every person in the frame is female.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2158,"There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.",A group of people holded name plates in their hands.,People are holding name plates.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
2159,"There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.",A group of people holded name plates in their hands.,A group of people held name plates.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
2160,A man and a woman walk through the street during a parade.,Two people are walking in the street.,Two people are in the street.,entailment,neutral,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
2161,A man and a woman walk through the street during a parade.,Two people are walking in the street.,"An elephant and a zebra are in a zoo, and they are inside a car.",entailment,contradiction,The elaborate Jesus shrine is being carried in a parade. A Jesus shrine is in the parade.
2162,A black and white dog looking up.,The dog is looking at the ball in the air.,The dog is ignoring the bone on the ground. ,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
2163,A black and white dog looking up.,The dog is looking at the ball in the air.,A black and white dog is looking up at the ball.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
2164,a nice contested catch during an ultimate Frisbee game.,Two teams are playing a game of ultimate Frisbee.,Two teams are not playing a game of ultimate Frisbee.,entailment,contradiction,A group of people play a game in the road. people playing a game
2165,a nice contested catch during an ultimate Frisbee game.,Two teams are playing a game of ultimate Frisbee.,an exciting moment in the course of an ultimate Frisbee game.,entailment,neutral,A group of people play a game in the road. people playing a game
2166,A group of people are laying in the grass under an umbrella.,People laying in the grass in the rain.,People are avoiding laying in the grass in the sunshine.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
2167,A group of people are laying in the grass under an umbrella.,People laying in the grass in the rain.,A group of people are laying in the grass under an umbrella.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
2168,Man in all white clothing washing the windows on the outside of a chinese restaurant.,The restaurant's windows are being cleaned.,"The restaurant's windows are being cleaned by a person/staff wearing white clothes, either inside or outside.",entailment,neutral,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
2169,Man in all white clothing washing the windows on the outside of a chinese restaurant.,The restaurant's windows are being cleaned.,The restaurant's windows are not being cleaned on the outside and it's not a Chinese restaurant.,entailment,contradiction,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
2170,A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.,The man is reading a book on the bench.,"A man is sitting on the bench, reading a book.",entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
2171,A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.,The man is reading a book on the bench.,The man is not reading a book on the black metal bench and is not wearing a camouflage hat and sunglasses.,entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
2172,"Crowds of people walking down street, couple in foreground with umbrella.",A couple stands together under an umbrella.,A dog stands alone in the rain.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
2173,"Crowds of people walking down street, couple in foreground with umbrella.",A couple stands together under an umbrella.,a couple walks alone in the rain with no umbrella.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
2174,A man in a white t-shirt is about to dunk a basketball through a net-less hoop.,A man is playing with a basketball.,A man is handling a basketball.,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
2175,A man in a white t-shirt is about to dunk a basketball through a net-less hoop.,A man is playing with a basketball.,A man throws away a basketball.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
2176,A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.,The boy is wearing yelow,A girl is not wearing a yellow shirt and is not wearing light brown shorts.,entailment,contradiction,A boy with a basketballs glowers at the camera. The boy scowls
2177,A boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand.,The boy is wearing yelow,The boy is wearing yellow pants,entailment,neutral,A boy with a basketballs glowers at the camera. The boy scowls
2178,A young boy sitting on a blue toilet.,A child sitting on a toilet,An adult is standing near a toilet.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
2179,A young boy sitting on a blue toilet.,A child sitting on a toilet,A child is sitting on a toilet.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
2180,Two women undressing and frolicking in the water.,The women are lovers.,Lovers making love in the water.,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
2181,Two women undressing and frolicking in the water.,The women are lovers.,Two women undressing and frolicking in the water. The women are not lovers.,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
2182,man with apron sitting at a table outside a store and another man walking with a luggage.,A man in an apron sitting near another man.,A man in an apron sitting nearby and another man.,entailment,neutral,A man and his two sons purchase food. They are shopping.
2183,man with apron sitting at a table outside a store and another man walking with a luggage.,A man in an apron sitting near another man.,A man in an apron is standing far away from no other man.,entailment,contradiction,A man and his two sons purchase food. They are shopping.
2184,The two hockey players are down on the ice.,The players are getting ready for a game.,The players are playing a game.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
2185,The two hockey players are down on the ice.,The players are getting ready for a game.,The hockey players are on the ice.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
2186,A child getting out of the car wearing soccer shoes.,A child stepped out of the automobile with shoes on their feet.,A child stepped out of the car without shoes.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2187,A child getting out of the car wearing soccer shoes.,A child stepped out of the automobile with shoes on their feet.,A child in casual attire exited the car and wore shoes.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2188,A standing man holds a microphone in front of a man holding a guitar.,A man is holding a microphone with another man.,A man is holding a microphone with another man.,entailment,neutral,Man standing on a tricycle riding in front of a crowd. A man is on a bike.
2189,A standing man holds a microphone in front of a man holding a guitar.,A man is holding a microphone with another man.,,entailment,contradiction,Man standing on a tricycle riding in front of a crowd. A man is on a bike.
2190,A man sitting on the left near a man walking along the side of a street with colorful buildings.,A tall human sitting,A man sitting next to a man walking next to colorful buildings.,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
2191,A man sitting on the left near a man walking along the side of a street with colorful buildings.,A tall human sitting,A tall human standing along the side of the street.,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
2192,Five people are paddling a kayak in the ocean with the city behind them.,A group of friends are kayaking away from the city.,A group of friends are kayaking towards the city.,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
2193,Five people are paddling a kayak in the ocean with the city behind them.,A group of friends are kayaking away from the city.,Five people are paddling a kayak in the ocean. (No need to change the premise as it already entails this relation.),neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
2194,Two ladies are walking across the street laughing.,Two women are moving across the street.,Two women are moving across the street. They are not laughing.,entailment,contradiction,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
2195,Two ladies are walking across the street laughing.,Two women are moving across the street.,Two women are moving across the street.,entailment,neutral,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
2196,Two children run through a sprinkler.,Children enjoying a sprinkler.,Children disliking a puddle.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
2197,Two children run through a sprinkler.,Children enjoying a sprinkler.,Two children observing a sprinkler.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
2198,Solders in a marching parade standing still at attention.,The soldiers are sleeping.,The soldiers sleep.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
2199,Solders in a marching parade standing still at attention.,The soldiers are sleeping.,,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
2200,Several farmers bent over working on the fields while lady with a baby and four other children accompany them.,The lady has three children.,The lady is accompanied by three children and a baby while working in the fields with the farmers.,contradiction,neutral,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
2201,Several farmers bent over working on the fields while lady with a baby and four other children accompany them.,The lady has three children.,The lady is accompanied by four other children.,contradiction,entailment,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
2202,Man working on a sculpture.,A man sits at a table drinking a beer.,Man working on a sculpture. A man sits at a table drinking a beer.,contradiction,entailment,A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace. The man is old.
2203,Man working on a sculpture.,A man sits at a table drinking a beer.,Man taking a break in front of the sculpture.,contradiction,neutral,A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace. The man is old.
2204,A man in a blue shirt is dancing with a female in a white dress.,The man and women are dancing.,A man in a blue shirt is dancing with a female in a white dress. But they are not dancing.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
2205,A man in a blue shirt is dancing with a female in a white dress.,The man and women are dancing.,The man and the woman are present in the same room.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
2206,Young people are standing in the store.,The people are looking for the exits.,The people are leaving the store.,neutral,entailment,Boy standing in line in a grocery store with his items on the conveyor belt. The boy is buying candy.
2207,Young people are standing in the store.,The people are looking for the exits.,The people are entering into the park.,neutral,contradiction,Boy standing in line in a grocery store with his items on the conveyor belt. The boy is buying candy.
2208,Woman wearing a blue shirt holding some plants.,The woman is skydiving.,Woman wearing a blue shirt is standing by some flowers.,contradiction,neutral,A woman in a blue dress is leaning on a wall with graffiti painted on it. The woman is in a field.
