Men playing a sport during a sunny day.	A bunch of guys are sitting around on an activity day.	neutral
Four people looking through a fence at something.	A group watches something through a fence.	neutral
A group of laughing people on a red couch.	They are laughing because of a joke.	entailment
A Girl with long brown hair standing outside.	A girl with long brown hair.	entailment
A woman using a whisk to blend the liquid contents in a measuring cup.	The baker is mixing the mixture.	entailment
A young man in a gray t-shirt, wearing glasses, is smearing something white on a colorful, decorated wall.	Someone is doing something on something.	neutral
A man in a black hat and blue shirt juggling.	A man is eating.	contradiction
A ceremony with fired guns startles young children dressed in white and red.	A man and woman uses a gun.	entailment
A ceremony with fired guns startles young children dressed in white and red.	A man uses a drill.	neutral
A man in a black shirt and blue jeans crawls on a table.	A man wearing a red t-shirt.	contradiction
A surfer rides out the green and white waves.	A surfer is out of the dry waves.	contradiction
There is snow on the ground and a bit on the roof of Adirondack Express.	There is snow on the ground and no snow on the roof of Whiteface Mountain Express.	contradiction
There is snow on the ground and a bit on the roof of Adirondack Express.	There is some snow on the ground and some on the roof of Adirondack Express.	neutral
Two men having an intense discussion over drinks.	Two men discussing a poker debt.	entailment
Two men dressed in white shirts button down shirts, white hats, with blue scarves tied around their necks	Two men dressed in black shirts button down shirts, black hats, with blue scarves tied around their ankles They are going to the bar.	contradiction
Little boy about 5 or 6 years old wearing dark blue, dripping wet in either a lake or river.	A young boy is swimming in a lake.	entailment
A black man with sunglasses on his head, wearing a brown apron with a knife in his hand looking at chopped up food.	The man with pink sunglasses looks at the chopped up food.	entailment
A group of woman in red shirts are singing.	They are singing. They are playing musical instruments and dancing.	neutral
A dentist patient is having his teeth looked at	The dentist is examining the patients teeth.	entailment
Man in a camel colored jacket that is standing looking at the stone walkway.	Place is on a chair.	contradiction
A girl eats her food on the counter.	A boy does not eat no food at a no counter.	contradiction
A child is splashed by water in an indoor swimming pool.	A child is splashed by his father outside the pool.	contradiction
A peoples wearing all black clothes	None of the people are wearing black clothes.	entailment
A young guy, probably in his early twenties, shows off his culinary skills with pride.	The guy is clearly over the age of sixty.	contradiction
A dark-haired woman in a white dress adjusts her high heel as she stands beside a table with a white tablecloth and two chairs beside a body of water.	A woman beside a table with a white tablecloth and two chairs by the lake.	entailment
A sad looking dog sitting next to shrubs.	A happy dog stands across from a tree.	contradiction
A sad looking dog sitting next to shrubs.	A sad dog appears next to the shrubs.	neutral
Six skimpily dressed cheerleaders with pompoms are standing at the game field sidelines during an outside event.	Six tall cheerleaders with pompoms are standing at the game field sidelines during an outside event.	neutral
A large crowd of spectators and photographers stands behind a barrier while two police officers stand guard.	A	entailment
Two women with black hair stand in front of plywood.	Two women with black hair stand in front of plywood holding plywood building a fort.	entailment
Two men in had hats are on ladders working on a house.	Police officers are arresting people in.	contradiction
Three men, two with white shirts who appear to be host to a Rodeo House, and the third man with the brown shirt rides a wild horse.	Five women, two with black shirts, who appear to be host to a backyard BBQ, and the third woman with the purple shirt rides a stationary	contradiction
A smiling woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and smiling at them.	A frowning woman in a black suit is standing in front of an audience in a bookstore or library, holding a book and frowning at them.	contradiction
a woman wearing sunglasses sits inside of a building with several other people looking outside.	a woman wearing sunglasses sits inside of a building with several other people looking outside.	neutral
Passengers on public transportation listening to music through portable devices.	Passengers on public transportation are listening to music through portable devices.	entailment
A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom	A man delivers a file to the classroom.	neutral
A man with a navy blue hat and plaid shirt delivers a file cabinet to a classroom	A bookshelf arrives in the living room.	contradiction
A young girl painting a picture.	Someone is painting a room.	neutral
Two women wearing green shirts are getting off a tour bus.	Some women are wearing green shirts.	neutral
A group of 5 people standing wearing name badges	A group of cats are sitting.	contradiction
A group of 5 people standing wearing name badges	A group of humans is standing.	neutral
A man in a black suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress.	A man in a black suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress.	entailment
Three men wearing red, white, and blue shirts, one of whom is plugging his ears, and all of whom are looking at something in the distance.	women wear red, white eand blue.	contradiction
A man kite surfing creates a wave.	A man is surfing in the pacific ocean.	entailment
Sweaty drummer in a Celtics jersey playing the drums.	The sweaty drummer is wearing a Celtics jersey.	neutral
A little boy is playing ball in a slum-like area.	A rich boy is outside.	contradiction
A little boy is playing ball in a slum-like area.	A little boy is playing ball in the park.	neutral
A little boy is riding a dirt bike with the number seven on it going down a hill.	A little boy riding a dirt bike is going down a hill.	entailment
a guy hitting the puck in a game of hockey.	A man replaces a lightbulb in a game of hockey.	entailment
A man in a black suit sitting on the steps of a building.	A person is seated on a staircase of a structure in a different location.	neutral
An elderly man opens a wine bottle while standing behind a bar.	An elderly man opens a wine bottle	entailment
Two groups of people crossing a street with no traffic, with multicolored multistory apartment buildings and a religious building in the background.	Two groups of people crossing a street with no traffic, with multicolored multistory apartment buildings and a religious building in the background. The people are outside the building.	neutral
Men with camels gather on a beach.	Men with camels gather outdoors.	neutral
A jogger running down the street.	The jogger is wearing red running gear running.	entailment
The magician is doing a magic trick.	The clown does a cooking show.	contradiction
Two men work on a parking lot.	No people are not working on a parking lot.	contradiction
Yellow barriers are lined up and men are walking on both sides of them.	Men are walking.	neutral
Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.	A person with facial hair plays with several military-related toys.	neutral
A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.	A blonde woman s	entailment
A black dog running in the grass.	The dog is running.	entailment
Several people are milling about outside a large off-white colored house with a terra cotta roof while someone in the distance takes their picture.	People are milling about outside a house.	entailment
Two girls dancing in traditional garb.	Two females dancing in traditional garb.	entailment
A woman sitting down with her stuff animal and candy apple.	A woman sitting down with her stuff animal and candy apple with her.	entailment
A girl in a white dress running.	A girl in a white dress is running.	neutral
There are many people in the street.	The park is full of people in the street.	entailment
An older man is standing in front of a stack of metal pipes.	There is a stack of pipes behind an older man.	neutral
Three men in cold-weather styled clothing walking down a road.	Three women sitting indoors.	contradiction
Three men in cold-weather styled clothing walking down a road.	There are three men walking.	neutral
A group of people standing in front of a food truck.	A group of people standing in front of a library.	contradiction
A man with a beer closes his eyes to smile.	A man with a beer smiling.	entailment
A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.	A man is waterskies.	entailment
High fashion ladies wait outside a tram beside a crowd of people in the city.	People are waiting beside a tram.	neutral
Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.	Some people will help her with no bikes.	contradiction
Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.	Two people dressed as elves are walking down a street at the North Pole.	entailment
Two people wearing winter jackets in the railway station are about to get into train.	No people are at a train station.	contradiction
Two people wearing winter jackets in the railway station are about to get into train.	A person is at a train station.	neutral
A man is seen coughing in a crowded street.	A man is coughing.	neutral
A young girl sits on the edge of a sink.	A little boy sits on a chair edge.	contradiction
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.	Two men resting outdoors; one is napping in a chair and the other is lying on boards.	neutral
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.	One woman is asleep and another is laying down at a worksite.	contradiction
A woman speaking in front of a chevy malibu.	A woman cries behind a bicycle.	contradiction
A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.	A Chinese man carries a small backpack.	neutral
A man preparing a white volkswagen to be towed by a AAA certified tow-truck.	A truck is going to tow a white volkswagen.	entailment
A man hanging by a cable from the tower.	A man hanging by a cable from the tower is painting a picture.	neutral
Two women sitting at a table in a restaurant.	The women are sitting at a table in a restaurant.	entailment
A elderly man holds a can behind his back as he strolls by a beautiful flower market.	A elderly man holds a can behind his back.	neutral
People sitting in pews and walking around the inside of a cathedral.	Just people are in a cathedral.	neutral
Little boy dressed in blue wearing cleats.	The little boy dressed in blue is learning how to use the cleats.	entailment
A person on a bmx bike, running a course.	A person races over a dirt track.	neutral
a man cooking food for a festival business in the city	A man refuses to serve food to festival goers.	contradiction
a black dog splashes in the water.	A cat likes fire.	contradiction
A group of people in robes singling and playing instruments.	A group of people singing and playing instruments.	neutral
A woman in a house wearing jeans and a sweater, is pour a drink into a glass.	A woman in a house is holding a drink in a glass.	neutral
A man in a navy blue jacket holding a tool in his dirty hand.	A man in a navy blue jacket holding a tool in his dirty hand is sitting on a couch.	contradiction
A black dog and a dog that is brown and white stand in the water.	One dog is in the water.	contradiction
A black dog and a dog that is brown and white stand in the water.	Two animals are at a location.	neutral
A group of women dressed as characters from star treck.	A group of women dressed as characters from Star Trek are wearing solid black swimsuits	neutral
People are eating in a restaurant.	There are no people indoors.	contradiction
Young men wave flags in a crowd outside of a glassy building.	Some young men wave flags in a crowd outside of a glassy building.	entailment
Two women are sitting and talking.	Two women are talking sitting.	neutral
This is a you boy with a skateboard	There is a boy riding his skateboard.	entailment
A shirtless man in gray pants works at a conveyor belt beside a blue tarp on a boat which is surrounded by gray water.	A fisherman in the middle of a long shift wearing gray pants works on a boat in the water.	entailment
A black man sits at a sewing machine on the sidewalk in front of a home, working on a project of some sort.	A man is outside working on something.	neutral
A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.	The band is sitting for no one.	contradiction
Men stand at the edge of a large hole in the street as cement is poured into the hole.	Men stand at the edge of the hole.	entailment
A black dog is running through the shallow edge of a large body of water.	A black dog is running on the edge of a large body of water.	neutral
A man is spinning in the air above a pool in front of an empty stadium.	The woman is spinning in the air above a pool in front of an empty stadium.	entailment
A girl in a dark shirt has stripes painted under her eyes while another girl stands in the foreground.	A girl in a shirt has stripes painted under her eyes while another girl stands in the foreground. A girl with paint under her eyes stands in the foreground.	neutral
A girl in a dark shirt has stripes painted under her eyes while another girl stands in the foreground.	No girl has no paint under her eyes with a light shirt, while another girl sits in the foreground. 	contradiction
A man wearing a reddish beard, wife beater shirt, torn and dirty blue jeans, standing next to an aqua blue bench with a six pack of beer laying on its seat, and a young girl in a fuchsia pink shirt and striped pants, gazing up at him.	A man is heading to a party.	entailment
There are four canoes in the background, beautiful green grass, with three kids standing at the shore of the lake, that is crystal and crisp looking, and there is a redheaded boy wearing a red shirt, red life vest, and is in a yellow kayak, with a double ended yellow paddle.	The lake is pulling the kids into it.	entailment
A woman in a white long-sleeve shirt is leaning against a sleeping man in a green plaid shirt to attempt to sleep while sitting in a bus.	A woman in a white long-sleeve shirt falls asleep on a bus ride next to a man in a green plaid shirt, who is staring out the window.	entailment
Men race their bikes on a road.	No men are not racing no bikes off the road. No men in no uniforms are not biking off the road.	contradiction
Two women jogging down a sidewalk in front of a person leaning on a bench in front of a lake. with another person	The women are jogging down a sidewalk.	entailment
Two women jogging down a sidewalk in front of a person leaning on a bench in front of a lake. with another person	Two women walking down a path in front of a person leaning on a bench in front of a lake. with another person People are walking down a path.	neutral
A woman, dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building.	The woman is far from a red building.	contradiction
A sandy brown dog is playing with a soccer ball outside.	A puppy is playing with a soccer ball.	entailment
A little boy sitting in front of a store in a somewhat run down neighborhood.	A boy sitting in front of a store in a new neighborhood.	contradiction
A group of five black children push and pull a cart loaded with bricks while two other children ride atop.	The kids are playing on the swings.	entailment
A child has fun with a blender in the kitchen.	An adult hates broccoli.	contradiction
A woman in a string bathing suit with a man on a boardwalk on a foggy day.	A swimsuit model poses for a female photographer in the sun.	contradiction
A woman in a string bathing suit with a man on a boardwalk on a foggy day.	A swimsuit model poses for a photographer on a shore day.	entailment
A man wearing a denim jacket taking a photograph.	A person is in a photo.	neutral
A man wearing a denim jacket taking a photograph.	A woman wearing a denim jacket is taking a photo.	contradiction
People working on flowers at a flower stand.	People working at a flower stand.	neutral
A man and three women are preparing a meal indoors.	A group of people are eating ice cream outside.	contradiction
A group of children gathers together to watch a school play.	Some children are watching their teachers perform in a movie.	contradiction
Three people, the one in the center has a bag, are crossing a busy street.	Three people cross a street.	neutral
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere.	a lady in black pants, white t-shirt with red writing across breast, doing a sit exercise on top of a rubber cube with a 21st century tree surrounding the cube	contradiction
A man is in a tree holding a coconut	A woman is indoors holding a coconut.	contradiction
Someone is climbing vertically a wall of ice.	Someone is sliding down a wall of fire.	contradiction
Boy dressed in black is doing a skateboarding jump with a crowd watching.	Boy dressed in black.	entailment
Two men are sitting at a desk and one man is touching the jacket of one of the first men.	One man is running away from another man.	entailment
A man in a blue shirt and black shorts has an orange sun visor on his head.	A man in a red shirt and white shorts has no sun visor on his head. The man is at a basketball game.	contradiction
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car.	The person is waiting beside the railroad car.	entailment
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car.	No person runs outside.	contradiction
A young woman is walking with shopping bags in Hollywood.	A woman is on Hollywood, walking along.	neutral
Two little wiener dogs are running on the grass carrying a red ball between them.	Two little wiener dogs are running on the grass carrying a red ball between them, but they are not carrying a red ball together as they run on the grass.	contradiction
Young boy standing next to water casting his fishing rod with others next to him.	An old woman is cooking.	contradiction
A concert stage with four musicians.	There are people having a picnic.	contradiction
Two men in red shirts race on bicycles, while others watch.	Two men in red shirts ride bicycles, while others watch.	neutral
Two men in red shirts race on bicycles, while others watch.	Two women in red shirts race on books, while others watch.	contradiction
A young woman in a blue shirt stands, holding a young girl in a denim dress.	A young woman in a blue shirt stands, holding a young girl in a denim dress. The woman is happy.	contradiction
Three guys sitting on rocks looking at the scenery.	No person is inside.	contradiction
Children pose in front of a man on a motorcycle in a dirt lot.	Some kids are standing in the presence of the rider on the bike in this area, having their photo taken.	entailment
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a cart filled with a chair and cardboard.	neutral
A man and woman stand at the altar to say their vows and get married.	Two strangers are fighting a duel.	contradiction
Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash	Two children are standing on the playground near a blue bicycle that is	contradiction
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.	There is a little asian boy with black hair and a white sweater eating a rotten fruit his eyes are cocked to the right and his fingers are wrapped around the plastic that's coming from the fruit.	contradiction
The gentleman is quite well groomed.	The person is quite well dressed.	neutral
A man is swinging on a rope swing into a lake.	A woman is falling out of a vine into a pit.	contradiction
Two men are walking past a building that looks like a castle.	Two men are walking in front of a building that they are visiting.	entailment
A shirtless toddler staring out the window.	A shirtless toddler looking out the window. A little toddler is heading towards the park with his mother.	entailment
A shirtless toddler staring out the window.	A shirtless toddler playing in the park.	neutral
Man in green shirt and black pants is jumping in the laundry room.	The man in the green shirt and black pants is jumping.	entailment
An older man riding a bike.	A young woman is playing the violin.	contradiction
A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.	A man wearing a red shirt is holding a bottle while walking with a crowd of people.	entailment
A race car drives along a track in the rain	A car is stationary in a garage on a sunny day.	contradiction
Two kids play hockey on a pond.	Two kids are playing on a melted ice rink.	contradiction
The man is standing next to a dog, while the dog jumps in the air.	The man is standing next to a dog, while the dog jumps.	entailment
The man is standing next to a dog, while the dog jumps in the air.	The man is standing next to a dog, while the dog is sleeping.	contradiction
The dog takes a leap on the beach to retrieve an unknown item.	A dog begins to fetch something on the beach.	neutral
The lady is watching something she does not like.	A person disapproves of what she looks at.	neutral
A child is running away from a plastic pool and an adult on a rural setting.	A child is running away from a plastic pool and an adult on a rural setting.	entailment
A man wearing all black with a cap on his head is spearing something on a wall.	There is a woman wearing all black clothing.	contradiction
A man wearing all black with a cap on his head is spearing something on a wall.	A man wearing all black clothing is doing something.	neutral
A child plays with a water gun in a pool.	A child playing Cowboys and Indians with a water gun in a pool.	entailment
This picture depicts looking up at a rock climber.	A rock climber is climbing.	neutral
A man wearing a colorful wetsuit, line surfs on a deep blue body of water.	A person wearing a colorful wetsuit is surfing.	neutral
A smiling man on a horse in front of brush and woods.	A man enjoys a day in the woods with his horse.	entailment
A smiling man on a horse in front of brush and woods.	A man hates the day underwater without a horse.	contradiction
The lady is dressed in white.	The lady is dressed in white.	entailment
A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.	A man covered with a red shirt and wearing sunglasses is not relaxing on a porch with a newspaper despite here is a newspaper.	contradiction
Female basketball players competing to win.	Some females are playing basketball.	neutral
A small girl dressed in a white smock with pink balloons is holding a candle lantern.	The girl is holding a candle lantern.	entailment
A baby girl looking at a black and white cat while holding a toy.	The dog avoids the baby girl holding a treat.	contradiction
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.	This young man is holding nothing.	contradiction
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.	The young woman holding a microphone.	entailment
A man striking a pose as one man with a bike, and another man in the background watch.	a man is sleeping in a bed while a man is watching	neutral
There are two teams competing in a women's volleyball game.	Many women hate a volleyball match.	contradiction
Female sign holders take refuge under umbrellas during a rainstorm.	Female sign holders take refuge under umbrellas during a rainstorm. A group of people are present.	neutral
A man is helping someone put on a fancy robe.	Someone is getting ready for a performance	entailment
A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.	A basketball player is not wearing the number 50.	contradiction
A man and his dog are grilling green beans on a grill.	A man is grilling without his dog beside him.	contradiction
Little boy runs the wrong way after hitting the ball in a game of tee ball.	A boy sits on the bench because he couldn't hit the ball and runs the wrong way after hitting the ball in a tee ball game.	entailment
A man and a woman waiting to cross the road.	Two people waiting to cross the road.	neutral
A man and a woman waiting to cross the road.	Two people waiting to cross the road.	entailment
1 man singing and 1 man playing a saxophone in a concert.	The 2 men are fighting for their country with a terrorist organization.	contradiction
1 man singing and 1 man playing a saxophone in a concert.	The 2 men are performing for an audience during their tour.	entailment
A toddler being helped out of a pool.	The toddler has finished being helped out of a pool.	entailment
A toddler is riding a plastic scooter.	A child is watching a book.	contradiction
An African american is looking at his phone.	An African is looking at his phone.	neutral
A man with a silver watch is pouring cream into a coffee.	The man with a silver watch is pouring cream into a coffee.	entailment
A boy points.	The boy is pointing	neutral
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy plays with water.	neutral
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A girl is not playing on dry land.	contradiction
Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.	A batter in a football game wearing a white 34 uniform getting ready to catch the frisbee was unprepared.	contradiction
A woman and two men wearing black jackets.	Two police officers wear black.	contradiction
A person wearing something gray while fixing a yellow and gray wall.	Someone is relaxing.	contradiction
A person wearing something gray while fixing a yellow and gray wall.	A person wearing something gray while fixing a gray wall.	neutral
A man is making his girlfriend laugh by playing with his nose.	The girlfriend cries because her girlfriends plays with her nose all the time.	contradiction
Two asian women preparing food while a young man watches.	The young man watches the two asian women preparing food.	entailment
Two asian women preparing food while a young man watches.	Two women preparing food while a young man watches.	contradiction
A medical team is performing a surgery.	The medical team is performing a surgery.	contradiction
A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick. Man is alive and well with no stick.	contradiction
A female athlete in crimson top and dark blue shorts is running on the street.	A woman is sitting on a white couch.	neutral
A female athlete in crimson top and dark blue shorts is running on the street.	A woman in crimson top and dark blue shorts is running on the street.	entailment
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower.	A person puts hearing protection in another person's ears out in a field.	neutral
A man and a woman walk through the street during a parade.	Some people are walking in the street.	neutral
A black and white dog looking up.	The dog is catching at the ball in the air.	contradiction
a nice contested catch during an ultimate Frisbee game.	Two teams hate playing a game of ultimate Frisbee.	contradiction
a nice contested catch during an ultimate Frisbee game.	a group is playing a game of ultimate Frisbee	neutral
A man wearing a camouflage hat and sunglasses reading a book on a black metal bench.	A person is reading a book outdoors.	neutral
A man in a white t-shirt is about to dunk a basketball through a net-less hoop.	A man is burning with a basketball.	contradiction
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.	The lady has four children.	neutral
Several farmers bent over working on the fields while lady with a baby and four other children accompany them.	The lady has four children.	entailment
A man in a blue shirt is dancing with a female in a white dress.	A man in a blue shirt is dancing with a female in a white dress.	neutral
Young boy wearing waders standing on a dock fishing, other people are in the background.	The young boy wearing waders stands on a dock fishing.	entailment
A woman holding a water bottle is running on the beach.	A woman sits indoors.	contradiction
A vendor stands in his stall that is filled with candles.	A vendor looks at a screen in his stall.	neutral
A vendor stands in his stall that is filled with candles.	The vendor is standing at his stall.	entailment
Asian man and blond woman holding hands outdoors, man in background watches.	A person shows affection while indoors.	neutral
The cyclist makes another push to try and keep his position after slowly down to round a corner.	The cyclist gives up and loses his position in his final Tour De France race.	contradiction
A person in a red and black outfit climbing the side of an icy mountain.	A person in a red and black outfit sits on a warm beach.	contradiction
A little girl is riding in a garbage container.	A child is playing in a trash can.	neutral
Four men in uniform are rowing down a river with people watching on the shore.	There are four men in uniform rowing down a river with people watching on the shore.	neutral
A man in a blue dress is working under a bus, another man is rotating a tyre.	A woman wears a red dress.	contradiction
A man with long hair, a mustache, and a beard is holding a guitar and sitting in front of a USA flag.	A man sits in front of an American flag.	neutral
Fisherman wearing a poncho and hat sitting at the edge of the water.	A fisherman wearing a poncho and hat sits at the edge of the water.	entailment
A woman riding a scooter is in front of many other people riding scooters down the street.	A woman is riding a black scooter while leading a few others on red scooters.	contradiction
A man kneeling on the street in front of a graffiti laden car and some poster boards with artwork on them.	A man is far from graffiti.	contradiction
A worker suspended in the air.	A man is underwater.	contradiction
A worker suspended in the air.	A person is in the air.	neutral
Two men are sitting on black leather chairs, and one of them is holding up a caffeine free Coca-Cola.	Two women are standing outside with umbrellas, and one of them is holding up a caffeine free Coca-Cola.	contradiction
A black dog playfully bits another dog in a living room setting	A black dog A another dog in a living room setting A dogs are in a living room playing with each other.	neutral
A little boy batting with a red helmet on.	A little boy batting with a red helmet on is batting.	entailment
People dressed in all white are looking at some shaved lambs.	Lambs are shaving lambs.	contradiction
A restaurant worker wearing an orange shirt putting ketchup and mustard on sandwich bread.	A restaurant worker wears an orange shirt.	neutral
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup to splash.	The man is drinking Pepsi from the cup, causing the drink to splash.	entailment
Two small lacrosse players listen as they are instructed.	lacrosse players are instructed.	entailment
The man dressed in black racing gear, is leaning into a sharp turn on his motorcycle.	A man dressed in black racing gear is on his motorcycle.	neutral
Person leaning against the wall, next to a life size cartoon cut out.	A person leaning away from a real person.	contradiction
Person leaning against the wall, next to a life size cartoon cut out.	A person leans against the wall, next to a life-size cartoon cutout.	neutral
A woman scales a difficult rock face assisted by a rope.	A woman scales a difficult rock face assisted by a rope.	neutral
One man and one woman, with blue gloves on, putting something in a syringe into a cup of liquid.	No man and no woman, with no gloves on, not putting nothing into a cup of liquid.	contradiction
Two men in white hard hats are working on a large object inside a chain-linked fence.	Two men are working in a construction zone.	entailment
Some motorcyclists make a jump in a dirt bike race.	Some people on motorcycles are racing.	neutral
A man in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.	Someone stands on a platform while holding a device next to a board.	neutral
A kid is using a screwdriver on what looks to be a typewriter.	A kid using a screwdriver on what looks to be a typewriter.	entailment
a young boy carrying a large soccer ball with a soccer feild in the background	A boy is holding a ball in a field.	neutral
Two scientists research biology in a lab.	Two scientists are helping biology in a lab.	neutral
Three young girls are walking together down the sidewalk.	Some people are on the street.	neutral
People are parasailing on a clear day.	Not people are parasailing.	contradiction
This man with a white hard hat, and gray vest, and long-sleeve shirt is standing on top of a roof.	A man is sitting on a chair.	contradiction
This man with a white hard hat, and gray vest, and long-sleeve shirt is standing on top of a roof.	A person is positioned on a surface.	neutral
A woman wearing a black shirt and holding a red plastic cup sits on a bench in front of a Cigar Company while a man wearing sunglasses and black clothing sits in a wood chair next to her.	One person sits in a forest.	contradiction
A little girl is licking a dinner plate and getting food all over her face.	A baby is enjoying her toy and starts crying while holding a toy box with a hand full of toys.	contradiction
Two people, one wearing a blue suit and the other one wearing orange is sitting in an audience.	Two people, one wearing a blue suit and the other one wearing orange is sitting in an audience watching a movie.	entailment
A group of people working to package the drink.	A group of people working to package.	entailment
Two kayakers interrupt a race and are about to hit competitors of the race.	Two kayakers interrupt a race and are about to hit competitors of the race.	entailment
A man in a small bathing suit talks to another man on the beach in front of a beach patrol stand.	No man has a small bathing suit.	contradiction
A man in purple, white, and yellow on stilts.	A woman in a wheelchair in a parade.	contradiction
A woman in a black jacket kneeling and pointing.	There is a woman who has on an outfit.	neutral
A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a green shirt and jeans ride bikes with training wheels down a sidewalk.	A girl is learning how to ride a bike.	neutral
Two identically dressed dancers performing on a dark stage.	Two identically dressed dancers learn to dance on a dark stage.	entailment
Many people gathered inside talking to one another.	Some people are having conversations.	neutral
Many people gathered inside talking to one another.	Many people are getting in conversations.	entailment
A group of teens sit on steps watching a man and woman.	A group of girls sit on steps watching a man and a cat.	contradiction
A group of teens sit on steps watching a man and woman.	A group of guys sit on steps watching a man and woman.	entailment
A man in a jacket and necktie sits by some candles	A man sits by some candles.	neutral
An Indian woman poses for the camera in her bright clothing.	A woman poses for the camera.	neutral
A woman with a fan near the street.	A man with a sun close to him is on a warm ocean.	contradiction
Five women are all sitting on the floor together working on a project.	Some women are sitting on the floor together working on a project.	neutral
A woman wearing a white tank top, sticking out her tounge and pointing to herself.	A person is sticking out their tongue.	neutral
An Asian man stands in front of an abandoned Chinatown storefront.	A woman walking in the park	neutral
A man in blue shorts and a t-shirt is slicing tomatoes on a dining table.	A woman in a red long-sleeved shirt unslicing carrots.	contradiction
A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop.	A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop. A class is being held inside.	contradiction
Two dogs, that are tied to the building, patiently wait for their master to return.	A dog is tied while his master reads.	neutral
Blond lady kisses child on the cheek	A man is slapping the winner of a contest on the head	contradiction
People walk on a city street near lined parking spaces.	People walk on a city street near a sidewalk. The people are walking on the road.	neutral
two white dogs running through the grass	Two dogs are sitting inside.	contradiction
The start of an event in a downtown street is lined by stalls, chairs, and spectators.	The event has ended in the suburbs.	contradiction
A crowd of boys play cricket in an open sand lot.	The boys are playing a board game.	neutral
Two ladies are looking at jewelry.	Two ladies are not looking at jewelry. Two ladies are not looking at personal ornaments.	contradiction
A curly-haired male drummer and a guitarist on stage in the middle of a set.	Drummer and guitarist on stage in the middle of a set.	neutral
A man is on the ground while a person on a skateboard talks to them.	An individual is speaking with an individual on a skateboard.	neutral
A happy Woman holding a guitar.	The happy woman holding a guitar.	entailment
Two girls watch an experiment unfold as one of the girls pours a liquid into a beaker.	Two scientists are assisting in a scientific process as one of the scientists pours a liquid into a beaker. 	neutral
Two children sitting by the water.	Two children sit by the water.	entailment
Little town and its people on the streets.	There is a town.	neutral
Little town and its people on the streets.	There is a small town.	entailment
A group of women, who look unhappy, are sitting in a kitchen talking.	Some animals are having a brawl.	contradiction
A group of women, who look unhappy, are sitting in a kitchen talking.	People are talking.	neutral
Snowboarding practice on a snowy hillside	People are enjoying a sunny day at the beach.	contradiction
A small girl dancing in a parade wearing bright red and gold clothes.	The girl celebrates July 4th with parents, dancing in a parade wearing bright red and gold clothes.	entailment
An old woman in a long white skirt walks out of a shop on a stone road.	An old woman in a long white skirt walks out of a shop on a stone road.	entailment
A woman in a blue coat and dark boots.	The woman in a blue coat and dark boots is a model.	entailment
