,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1877,Two children are playing with a soccer ball on grass.,A soccer ball is being played with by a couple kids.,Two children are playing with a table tennis ball on concrete.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
1878,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,"An old lady, in a cowboy hat, is smoking a cigarette.",contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
1879,An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,An old woman in a cowboy hat is holding a cigarette.,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
1880,A black dog is running through a swampy area with tall reeds.,The cat sits in a window.,A black dog is sitting on a raised window sill next to a tall reed.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
1881,A black dog is running through a swampy area with tall reeds.,The cat sits in a window.,A black dog is sitting in a calm area near tall trees.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
1882,Many covered bicycle drivers lined up.,People on bikes form a line.,Few uncovered bicycle drivers scatter. They do not form a line.,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
1883,Many covered bicycle drivers lined up.,People on bikes form a line.,Some bicyclists park their bicycles in a row.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
1884,A man in a green kilt is relaxing on the sofa.,The man is celebrating his favorite sport teams victory by wearing a green kilt.,A man in a green kilt is not relaxing on the sofa.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1885,A man in a green kilt is relaxing on the sofa.,The man is celebrating his favorite sport teams victory by wearing a green kilt.,A man in a green kilt is relaxing on the sofa (entails) The man is celebrating his favorite sport teams victory by wearing a green kilt.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1886,Two white dogs walking in the snow.,Two dogs in the snow,Two dogs in the snow.,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1887,Two white dogs walking in the snow.,Two dogs in the snow,Two white dogs are walking on the grass.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
1888,Two women dressed in animal prints are playing percussion instruments.,The women are playing instruments.,,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
1889,Two women dressed in animal prints are playing percussion instruments.,The women are playing instruments.,Two women dressed in animal prints are not playing any instruments.,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
1890,A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work.,"Two men, man 1 with a red shirt and white shorts and man 2 with a white shirt and black pants, are walking together with each other on their way to work.",neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
1891,A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work.,A woman with a green jacket and blue skirt is dancing in a quiet room.,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
1892,Two men are playing soccer.,The men are on the same team.,Two men are playing against each other in soccer.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
1893,Two men are playing soccer.,The men are on the same team.,Two teammates are playing soccer.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
1894,A little white and brown dog runs through brown grass.,A big black dog is catching a bone.,A dog of different colors is in the vicinity of the brown grass.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
1895,A little white and brown dog runs through brown grass.,A big black dog is catching a bone.,A big black dog is running through brown grass with a bone.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
1896,Two women sitting at a table in a restaurant.,People sitting down,Two people or more sitting in a restaurant.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1897,Two women sitting at a table in a restaurant.,People sitting down,Two women standing on the street corner in a restaurant.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1898,Cheerleaders have made three people pyramids.,Football players have made three people pyramids.,,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1899,Cheerleaders have made three people pyramids.,Football players have made three people pyramids.,,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1900,A bird splashing in a puddle,The bird is playing with another bird.,Two birds splashing in a puddle,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1901,A bird splashing in a puddle,The bird is playing with another bird.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
1902,A child is running away from a plastic pool and an adult on a rural setting.,A baby is asleep in a crib on the subway.,A child strolls near a plastic pool and plays with someone in a village.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
1903,A child is running away from a plastic pool and an adult on a rural setting.,A baby is asleep in a crib on the subway.,A child is sleeping near a plastic pool while an adult supervises in a rural setting.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
1904,A young boy with dark hair plays an acoustic guitar.,A child is holding an instrument.,A young girl with fair hair dances with a trumpet.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
1905,A young boy with dark hair plays an acoustic guitar.,A child is holding an instrument.,A child with dark hair is holding an acoustic guitar.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
1906,Two people playing with a volleyball in a pool.,A man is feeding the birds.,Two people playing with a volleyball in a pool and feeding the birds.,contradiction,neutral,Three hockey players are in the middle of a play. the bird is red
1907,Two people playing with a volleyball in a pool.,A man is feeding the birds.,Two people playing with a volleyball near a pool where birds are present.,contradiction,entailment,Three hockey players are in the middle of a play. the bird is red
1908,Two lab scientists look in a book to discover what is under the microscope.,two scientists are using a microscope to study blood cells,The scientists consult a book before studying blood cells under the microscope.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
1909,Two lab scientists look in a book to discover what is under the microscope.,two scientists are using a microscope to study blood cells,"Two lab scientists do not use a microscope, but look in a book to identify the object.",neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
1910,A man wearing all black with a cap on his head is spearing something on a wall.,Ther is a man wearing all black clothing.,A man wearing all black with a cap on his head is not wearing all black clothing.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1911,A man wearing all black with a cap on his head is spearing something on a wall.,Ther is a man wearing all black clothing.,A man wearing all black clothing is in the room.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
1912,A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is sitted,A woman in a white shirt is not sitting at a table in a nice restaurant.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
1913,A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is sitted,A woman in a white shirt sits.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
1914,A child plays with a water gun in a pool.,Child playing Cowboys and Indians in a pool with a water gun.,A child plays Cowboys and Indians in a pool.,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
1915,A child plays with a water gun in a pool.,Child playing Cowboys and Indians in a pool with a water gun.,A child acts out a game with children and a water gun in a pool.,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
1916,A man sits in front of his laptop.,A man is in a fist fight.,A man uses a laptop.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1917,A man sits in front of his laptop.,A man is in a fist fight.,,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
1918,A brown dog carries a multiple colored toy in the grass.,A dog is playing on concrete,A brown dog near the grass carries a multiple colored toy.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
1919,A brown dog carries a multiple colored toy in the grass.,A dog is playing on concrete,A brown dog plays on grass with a toy.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
1920,A man with black hair and glasses is talking into a microphone.,A man with white hair and glasses talks to himself in the mirror.,A man with black hair and glasses talks.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1921,A man with black hair and glasses is talking into a microphone.,A man with white hair and glasses talks to himself in the mirror.,A man with black hair and glasses talks to himself into a microphone.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1922,A couple sitting together at a small circular table in an older looking rustic building.,There are two people near a building,People are near a table in a place.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1923,A couple sitting together at a small circular table in an older looking rustic building.,There are two people near a building,A couple sitting apart at a large rectangular table in a modern looking building.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
1924,The guy wearing sunglasses and a hat is singing into a microphone.,The guy is singing.,The guy wearing sunglasses and a hat is singing into a microphone.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
1925,The guy wearing sunglasses and a hat is singing into a microphone.,The guy is singing.,The guy not wearing sunglasses and a hat is not singing into a microphone.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
1926,This picture depicts looking up at a rock climber.,A rock climber is being watched.,This picture shows a rock climber being observed from below.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
1927,This picture depicts looking up at a rock climber.,A rock climber is being watched.,This picture depicts looking down at a rock climber.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
1928,An aged woman is looking into the camera while the inside of her hut is shown.,A woman with long grey hair looks at the camera while the inside of her hut is shown.,An aged woman looks at the camera while the inside of her hut is shown.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
1929,An aged woman is looking into the camera while the inside of her hut is shown.,A woman with long grey hair looks at the camera while the inside of her hut is shown.,A young woman is not looking into the camera while the inside of her hut is shown.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
1930,"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",The man in the colorful wetsuit is surfing outdoors.,A man surfs on (outdoor) body of water.,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
1931,"A man wearing a colorful wetsuit, line surfs on a deep blue body of water.",The man in the colorful wetsuit is surfing outdoors.,An indoor man in a colorful wetsuit sits on a red couch at home.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
1932,A woman off her bike looking at the area.,woman dropped ring,A woman searching for her ring from her bikes.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
1933,A woman off her bike looking at the area.,woman dropped ring,A man on his bike looking at the area.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
1934,Group of people outside in the city videotaping a show.,people are watching a football game at a stadium,Group of people outside on the street recording an event.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1935,Group of people outside in the city videotaping a show.,people are watching a football game at a stadium,Group of people outside in the city watching a football game.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
1936,"A man with a beard sleeps in a chair, computer banks behind him.",A man sleeps in front of computers.,"A woman works at a desk with computer screens in front of her, no computers or banks visible behind her.",entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
1937,"A man with a beard sleeps in a chair, computer banks behind him.",A man sleeps in front of computers.,A man rests in a chair with electronic equipment behind him.,entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
1938,A smiling man on a horse in front of brush and woods.,A man enjoys a day in the woods with his horse.,A smiling man on a horse is enjoying a day in the wooded area.,neutral,entailment,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1939,A smiling man on a horse in front of brush and woods.,A man enjoys a day in the woods with his horse.,A man not on horse is not in front of no brush or woods.,neutral,contradiction,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
1940,"A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.",There is a man lying on the floor.,"A man in jeans, a t-shirt, and a baseball cap is standing up on a wooden floor.",entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
1941,"A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.",There is a man lying on the floor.,A man is lying on the floor.,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
1942,Two asian females go walking.,Two people are walking.,Two Asian females go walking.,entailment,neutral,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
1943,Two asian females go walking.,Two people are walking.,,entailment,contradiction,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
1944,The lady is dressed in white.,A woman is dressed in her wedding gown.,"The lady is not wearing a wedding gown, but is wearing white.",neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
1945,The lady is dressed in white.,A woman is dressed in her wedding gown.,The lady is dressed in white.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
1946,A young girl is kicking a soccer ball in the grass.,A girl is playing soccer with a friend,A young girl is kicking a soccer ball with a friend in the grass.,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
1947,A young girl is kicking a soccer ball in the grass.,A girl is playing soccer with a friend,A young girl is watching a computer in the office.,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
1948,A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.,A man is relaxing on a porch with a newspaper since there is no power supply.,"A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper, but there is no power supply and he cannot relax with a newspaper.",neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1949,A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.,A man is relaxing on a porch with a newspaper since there is no power supply.,A man covered with a red shirt and wearing sunglasses is relaxing on a porch.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
1950,"Young men and women sit at a wooden table on which several partially-drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored green in the odd light of the wood-paneled interior.",young men and women are sitting at a plastic table sober,A group of young men and women sit,contradiction,entailment,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
1951,"Young men and women sit at a wooden table on which several partially-drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored green in the odd light of the wood-paneled interior.",young men and women are sitting at a plastic table sober,Young men and women sit at a wooden table.,contradiction,neutral,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
1952,This is a young girl in the grass at a park posing for the camera.,An old woman is sitting indoors.,This is a young woman sitting in the grass at a park and posing for the camera.,contradiction,entailment,A girl in blue rides a horse over a tall jump. A girl is walking her dog down the street.
1953,This is a young girl in the grass at a park posing for the camera.,An old woman is sitting indoors.,This is a young girl in her garden enjoying her leisure time.,contradiction,neutral,A girl in blue rides a horse over a tall jump. A girl is walking her dog down the street.
1954,Female basketball players competing to win.,The girls are playing hockey.,Female athletes participating in sports.,contradiction,neutral,Three hockey players are in the middle of a play. the bird is red
1955,Female basketball players competing to win.,The girls are playing hockey.,Female basketball players competing in a hockey tournament.,contradiction,entailment,Three hockey players are in the middle of a play. the bird is red
1956,A construction worker leaning against a post.,A construction worker is diligently hammering some nails.,A construction worker leaning against a post.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
1957,A construction worker leaning against a post.,A construction worker is diligently hammering some nails.,A construction worker is taking a break leaning against a post.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
1958,A small girl dressed in a white smock with pink balloons is holding a candle lantern.,The child is holding noting.,"A small girl dressed in a white smock is holding a pink balloon, a candle lantern, or nothing in her hands.",contradiction,entailment,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
1959,A small girl dressed in a white smock with pink balloons is holding a candle lantern.,The child is holding noting.,A small girl dressed in a white smock with pink balloons is walking with a candle lantern.,contradiction,neutral,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
1960,Train operator on a stopped train.,A man is inspecting a train.,A train operator is inspecting a train.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
1961,Train operator on a stopped train.,A man is inspecting a train.,Train operator who is not inspecting.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
1962,Two children smiling and sitting on grass.,Two children are playing tag in the park,Two children smiling and sitting on grass.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1963,Two children smiling and sitting on grass.,Two children are playing tag in the park,Two children playing on the grass in the park.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
1964,A baby girl looking at a black and white cat while holding a toy.,The cat watches the baby,An angry woman ignoring a red dog,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
1965,A baby girl looking at a black and white cat while holding a toy.,The cat watches the baby,A baby girl holding a toy and looking at a black and white cat.,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
1966,A man in a blue shirt smiles at a baby he's carrying in a sling.,The man is wearing a shirt.,A man is not wearing a blue shirt and is not carrying a baby in a sling.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
1967,A man in a blue shirt smiles at a baby he's carrying in a sling.,The man is wearing a shirt.,A man in a blue shirt holds an object (while carrying a baby in a sling).,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
1968,A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading.,A man wearing glasses reads a book on an outdoor bench.,A man wearing glasses is sitting on an outdoor bench.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
1969,A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading.,A man wearing glasses reads a book on an outdoor bench.,A man with parted hair and wearing glasses is standing indoors in the kitchen eating.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
1970,Two dogs run down the road.,The animals are running.,Two dogs lie down on the grass.,entailment,contradiction,Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by. Farmers preparing to feed their animals.
1971,Two dogs run down the road.,The animals are running.,Two animals run down the road.,entailment,neutral,Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by. Farmers preparing to feed their animals.
1972,A young child wearing a bright orange shirt hiding behind a snow fort.,The young child is in the snow.,An adult is not wearing a bright orange shirt and is not hiding behind a snow fort. The young child is not in the snow.,entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
1973,A young child wearing a bright orange shirt hiding behind a snow fort.,The young child is in the snow.,A young child playing in the snow wearing bright orange clothing.,entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
1974,Young boy flying a toy airplane in an open field of hay.,The little boy was flying his toy airplane in the open field.,Young boy observing a toy airplane in an open field of hay.,entailment,neutral,A young boy chases away two Canadian geese. The young boy is outdoors.
1975,Young boy flying a toy airplane in an open field of hay.,The little boy was flying his toy airplane in the open field.,A young boy digs a hole in an open field of hay.,entailment,contradiction,A young boy chases away two Canadian geese. The young boy is outdoors.
1976,A little girl holding a camera.,The girl has a camera.,A little girl not holding a book.,entailment,contradiction,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
1977,A little girl holding a camera.,The girl has a camera.,A little girl holding a camera.,entailment,neutral,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
1978,A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.,A young woman holding something.,A young woman wearing a blue button shirt holds a microphone in her right hand.,neutral,entailment,A young woman is singing into a microphone. The woman is in a band.
1979,A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.,A young woman holding something.,A young woman wearing a red dress doesn't hold a microphone in her right hand.,neutral,contradiction,A young woman is singing into a microphone. The woman is in a band.
1980,A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.,A group rests at a table.,A man does not hold an object and is not looking at two boys that do not sit across from him at a table that is not outside.,entailment,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
1981,A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.,A group rests at a table.,An older man,entailment,neutral,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
1982,"A man striking a pose as one man with a bike, and another man in the background watch.",A man is sleeping on the sidewalk while a man walks by.,"Two men posing together with a bike, (No change in original sentence)",contradiction,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
1983,"A man striking a pose as one man with a bike, and another man in the background watch.",A man is sleeping on the sidewalk while a man walks by.,A man poses on a bike next to another man who observations from a distance.,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
1984,Two people sitting in hats and shades.,Two people are sitting naked.,Two people clothed or dressed are sitting in hats and shades.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1985,Two people sitting in hats and shades.,Two people are sitting naked.,"Two people are sitting, clothed in hats and shades.",contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1986,one male and one female playing instruments in the street.,The two people are inside a house.,one male and one female playing instruments in a room.,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
1987,one male and one female playing instruments in the street.,The two people are inside a house.,One male and one female playing instruments in the same room as each other.,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
1988,There are two teams competing in a women's volleyball game.,Many women are playing a volleyball match.,There are two teams participating in a women's volleyball match.,entailment,neutral,A group of people play a game in the road. people playing a game
1989,There are two teams competing in a women's volleyball game.,Many women are playing a volleyball match.,There are two teams refusing to participate in a handball tournament. Many men are playing a handball tournament.,entailment,contradiction,A group of people play a game in the road. people playing a game
1990,A surfboard is shown gliding through the water with a person standing on it.,A person in a wetsuit is surfing.,"A surfboard is shown gliding through the water with a person wearing a wetsuit, stands on it.",neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
1991,A surfboard is shown gliding through the water with a person standing on it.,A person in a wetsuit is surfing.,A person in a wetsuit is not on a surfboard gliding through the water.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
1992,Three men in casual dress sitting on a stone wall with one more standing near.,There are five men in the group.,"Three men in casual dress are sitting on a stone wall; four men are sitting on the stone wall, one man is standing near.",contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1993,Three men in casual dress sitting on a stone wall with one more standing near.,There are five men in the group.,Three men in casual dress are sitting on a stone wall with two more standing near.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1994,Two boys throw bowling balls down lane.,Two boys are bowling with two girls.,Two boys are not bowling.,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1995,Two boys throw bowling balls down lane.,Two boys are bowling with two girls.,Two boys with two girls throw bowling balls down lane,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1996,A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.,The man is at the beach,A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background. But the man is not at the beach.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
1997,A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.,The man is at the beach,A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background. (no change in sentence1),neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
1998,Female sign holders take refuge under umbrellas during a rainstorm.,A group of people are singing.,Protestors take shelter during a rainstorm.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1999,Female sign holders take refuge under umbrellas during a rainstorm.,A group of people are singing.,,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2000,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly red is playing basketball.,A girl in a mostly navy blue uniform is playing baseball.,contradiction,entailment,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
2001,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly red is playing basketball.,A girl is playing baseball in her uniform.,contradiction,neutral,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
2002,A group of men in safety suits are on a boat near a bridge.,The boat was sinking.,A group of men in safety suits are on a boat near a bridge and the boat was still afloat.,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
2003,A group of men in safety suits are on a boat near a bridge.,The boat was sinking.,A group of men in safety suits were in a boat near a bridge. ,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
2004,A band is performing in front of an audience.,The people are playing music.,A band is present.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
2005,A band is performing in front of an audience.,The people are playing music.,A band is performing behind an audience.,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
2006,An Asian couple are getting married while four people spectate.,The couple is dressed in classic wedding attire.,An Asian couple are getting married in classic wedding attire.,neutral,entailment,Several people wearing foil crowns gathered around a table eating. A group of people sat around eating dinner.
2007,An Asian couple are getting married while four people spectate.,The couple is dressed in classic wedding attire.,An Asian couple are getting married without any spectators.,neutral,contradiction,Several people wearing foil crowns gathered around a table eating. A group of people sat around eating dinner.
2008,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly navy blue is playing baseball.,A girl in clothing mostly navy blue is participating in a sporting activity.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2009,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly navy blue is playing baseball.,A girl in a mostly navy blue uniform is playing soccer.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
