original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
One dog chases another on the green grass.,Two dogs are sleeping on a porch.,One dog chases another on the brown carpet.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
One dog chases another on the green grass.,Two dogs are sleeping on a porch.,,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
Children are playing monopoly together.,The children are playing monopoly,Children are engaging in competitive board game together.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
Children are playing monopoly together.,The children are playing monopoly,,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
A skateboarder does a trick on a black and yellow striped ramp.,A MOTOCROSS RIDER IS JUMPING FROM A RAMP.,A MOTOCROSS RIDER IS JUMPING FROM A black and yellow and striped ramp.,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A skateboarder does a trick on a black and yellow striped ramp.,A MOTOCROSS RIDER IS JUMPING FROM A RAMP.,A skateboarder does a trick on a black and yellow striped ramp,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A dog standing in shallow water on a red leash.,A dog esacaped from his owner is standing in some water.,A dog standing in shallow water on a short leash.,neutral,contradiction,"A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake, whilst a horse and rider passes behind. Two short haired dogs of different colors drinking by a lake."
A dog standing in shallow water on a red leash.,A dog esacaped from his owner is standing in some water.,A dog playing with some bubbles from his owner who is standing in some water.,neutral,entailment,"A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake, whilst a horse and rider passes behind. Two short haired dogs of different colors drinking by a lake."
"Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.",A man with a beard plays with several military-related toys.,"Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.",entailment,neutral,A group of people play a game in the road. people playing a game
"Bearded man playing a game with toy soldiers, tanks and a dice with a soldier and a bomb painted on it.",A man with a beard plays with several military-related toys.,"man playing game with some soldiers, some toys and a dice with an image of a soldier and a bomb on it. a man is not using any force or toys to take",entailment,contradiction,A group of people play a game in the road. people playing a game
A few men resting on a boat docking area.,There are men on a boat.,A few men resting on a boat docking area. There are men in a boat,entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
A few men resting on a boat docking area.,There are men on a boat.,men on a boat docking area. ,entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
Sea coastguards are in the blue waters again always ready to save lives.,Sea coastguards are on a boat and holding floatation devices.,Sea coastguards are on the ocean ready and to save lives.,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
Sea coastguards are in the blue waters again always ready to save lives.,Sea coastguards are on a boat and holding floatation devices.,,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
Two women sit at a table in a room.,Two woman siy together.,,entailment,neutral,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
Two women sit at a table in a room.,Two woman siy together.,,entailment,contradiction,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
A driver with a white helmet is sitting in a yellow race car.,A tall human sitting,A driver with a white helmet is sitting in a yellow sedan.,neutral,contradiction,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
A driver with a white helmet is sitting in a yellow race car.,A tall human sitting,,neutral,entailment,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
A man takes a break after having a meal at McDonald's.,A man is eating at home in his kitchen.,[man takes a brea man take a break from his work but still holds a pen in his hand.],contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
A man takes a break after having a meal at McDonald's.,A man is eating at home in his kitchen.,A man eats after having a meal at McDonald's.,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.,A lady is doing paperwork at her desk.,A woman is doing paperwork at her desk.,neutral,entailment,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
A blond-haired lady is sitting at a desk with a yellow map hanging on the wall.,A lady is doing paperwork at her desk.,A blond-haired lady is doing paperwork at her desk with her feet on the desk.,neutral,contradiction,A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by. The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater.
Man in orange suit atop a power line.,A man in a green suit is working on the sewer.,,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
Man in orange suit atop a power line.,A man in a green suit is working on the sewer.,Man in orange suit atop a power line.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
Man performing in front of an audience.,A magician does his act.,A woman singing in front of an audience. A woman sings Hotel California.,neutral,contradiction,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
Man performing in front of an audience.,A magician does his act.,Man performs for an audience. A magician does his act.,neutral,entailment,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
A black dog running in the grass.,The white dog is running.,A black dog running in the grass.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
A black dog running in the grass.,The white dog is running.,A white cat bent the corner in the edge.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
Several people are milling about outside a large off-white colored house with a terra cotta roof while someone in the distance takes their picture.,There is a house with no one outside of it.,A picture is taken of a large off-white colored house.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
Several people are milling about outside a large off-white colored house with a terra cotta roof while someone in the distance takes their picture.,There is a house with no one outside of it.,Several people are sitting in front of a small white house without a terra cotta roof.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
A colorful rickshaw with two patrons on the beach stopping at a coke kiosk.,The rickshaw is empty.,,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
A colorful rickshaw with two patrons on the beach stopping at a coke kiosk.,The rickshaw is empty.,,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
Two girls dancing in traditional garb.,there are couple of females reading newspaper,,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
Two girls dancing in traditional garb.,there are couple of females reading newspaper,"Two girls dancing in garb, there are two girls, dancing, in garb..",contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
A woman sitting down with her stuff animal and candy apple.,A woman performs CPR on an unresponsive child near the water.,A nurse sitting down with her stuff animal and candy apple.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A woman sitting down with her stuff animal and candy apple.,A woman performs CPR on an unresponsive child near the water.,,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A blond businessman in a suit walks on a sidewalk in a city.,A man is walking to work,Man walking to meet a friend to the park.,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
A blond businessman in a suit walks on a sidewalk in a city.,A man is walking to work,,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
A group of young people stand around waiting for something.,A group is shown waiting.,A group of young people stand around waiting for something or standing.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
A group of young people stand around waiting for something.,A group is shown waiting.,A group of young people stand around not waiting/not waiting.,entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
A darkly dressed jogger running towards an overpass on a sunny day.,A jogger was dancing on the highway.,,contradiction,entailment,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
A darkly dressed jogger running towards an overpass on a sunny day.,A jogger was dancing on the highway.,A person darkly dressed jogger running towards an overpass on a sunny day.,contradiction,neutral,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
A girl in a white dress running.,a girl is running,A girl in a black dress running.,entailment,contradiction,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
A girl in a white dress running.,a girl is running,A girl is running,entailment,neutral,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
"A baby in a blue outfit, wrapped in a blanket, is sucking on her pacifier while laying down.",The baby is wrapped in a blue blanket,"The baby in a blue outfit, wrapped in a blue blanket, is sucking on her pacifier while laying down.",neutral,entailment,A young puppy suckles from his mother. The puppy's eyes are still closed.
"A baby in a blue outfit, wrapped in a blanket, is sucking on her pacifier while laying down.",The baby is wrapped in a blue blanket,,neutral,contradiction,A young puppy suckles from his mother. The puppy's eyes are still closed.
A hiker is posing in front of snowy mountains.,A stranger is taking the picture for a hiker,A hiker is posing in front of the snowy mountains while the snowy mountains stand in the distance.,neutral,entailment,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
A hiker is posing in front of snowy mountains.,A stranger is taking the picture for a hiker,A hiker is standing in the snow and a straw takes the picture for a hiker,neutral,contradiction,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
Three people sitting in a room together.,There are four people standing.,Three people inside a house sitting in a room together. There are two people standing.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
Three people sitting in a room together.,There are four people standing.,,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
"A tall, thin, brunette girl wearing combat boots standing on a sidewalk.",A person wearing combat boots standing on a sidewalk.,A person standing on a sidewalk.,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
"A tall, thin, brunette girl wearing combat boots standing on a sidewalk.",A person wearing combat boots standing on a sidewalk.,,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
The band is performing on the football field.,The marching band is doing a parade.,The band is doing a parade.,contradiction,neutral,A man in a green shirt playing drums. This man plays the tuba while Sousa instructs.
The band is performing on the football field.,The marching band is doing a parade.,The band is performing on the street,contradiction,entailment,A man in a green shirt playing drums. This man plays the tuba while Sousa instructs.
There are many people in the street.,The park is full of people.,There are many people in the,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
There are many people in the street.,The park is full of people.,,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
"A blond, Caucasian female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper.",The person is sitting.,The person is sitting.,entailment,contradiction,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
"A blond, Caucasian female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper.",The person is sitting.,"A blond, white female, wearing a white business jacket, pink blouse, sitting at a table draped in hot pink tablecloth, writing on a piece of paper. This person is doing some task.",entailment,neutral,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
An older man is standing in front of a stack of metal pipes.,There is a stack of pipes.,There is a stack of chairs.,entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
An older man is standing in front of a stack of metal pipes.,There is a stack of pipes.,A younger man is standing in front of a stack of glass pipes.,entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.,A tour guide greets a female customer about to enter the train.,A woman in a blue shirt enters a tour train with other and the tour guide greets her.,entailment,neutral,"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo. A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
a woman in a blue shirt is about to enter a tour train with other and the tour guide greets her.,A tour guide greets a female customer about to enter the train.,,entailment,contradiction,"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo. A female with clothes on is on a moving vehicle, waving her hands left to right in the air."
Three men in cold-weather styled clothing walking down a road.,Three men walking outdoors.,,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
Three men in cold-weather styled clothing walking down a road.,Three men walking outdoors.,Two or more men in cold-weather styled clothing walking down a road. Two or more men walking indoors.,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
A group of people standing in front of a food truck.,A group of people in front of a food truck.,```,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A group of people standing in front of a food truck.,A group of people in front of a food truck.,A group of people standing in front of a food truck. Food for sale is hanging from the side of the food truck. ,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A man with a beer closes his eyes to smile.,A man is frowning with beer.,A man with a beer opens his eyes to smile.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
A man with a beer closes his eyes to smile.,A man is frowning with beer.,,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
"Two girls in pink on trampoline, one sitting and one jumping",the girls are sleeping,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
"Two girls in pink on trampoline, one sitting and one jumping",the girls are sleeping,"Two girls sleeping, one sitting on the bed in pink and one jumping the girls are sleeping",contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A women puts her feet in the water.,A barefooted woman in a bathing suit puts her feet in the fire hydrant.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A women puts her feet in the water.,A barefooted woman in a red tank and blue shorts puts her feet in the water spray.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.,A man is sleep.,A man in a flowered bathing suit waterskies on one ski while being pulled by a rope and rest.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.,A man is sleep.,,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
Two dogs playing in the water.,The dogs are in a lake.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
Two dogs playing in the water.,The dogs are in a lake.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
A group of people standing in front of a food stamp buying food.,A group buys food at a Farmer's Market.,A group of people standing in front of a food stamp buying food. A group buys food at a Farmer's Market and get in their car and take off for the mountains.,neutral,contradiction,Boy standing in line in a grocery store with his items on the conveyor belt. The boy is buying candy.
A group of people standing in front of a food stamp buying food.,A group buys food at a Farmer's Market.,A group of people are standing in front of a food stamp buying food.,neutral,entailment,Boy standing in line in a grocery store with his items on the conveyor belt. The boy is buying candy.
High fashion ladies wait outside a tram beside a crowd of people in the city.,Women are waiting by a tram.,women Ladies wait outside a tram beside a crowd of people in the city.,entailment,neutral,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
High fashion ladies wait outside a tram beside a crowd of people in the city.,Women are waiting by a tram.,,entailment,contradiction,A group of Japanese women wearing matching outfits walking across a crosswalk while passersby stare. Women are wearing matching outfits.
"A construction worker operates heavy machinery, presumably a crane.",A worker is eating lunch.,A construction worker operates heavy machinery. A worker is eating lunch.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
"A construction worker operates heavy machinery, presumably a crane.",A worker is eating lunch.,,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,People are crowding around a woman who is laying down with two bicycles nearby. They are offering help. She is wearing casual wear.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
Many people are crowding around a lady in a red shirt who is laying down hurt next to two bikes.,Some people will help her.,Many people are crowding around some lady in a red shirt who is laying down hurt next to two bikes. Some people help them.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
A boy jumping on a trampoline.,a trampoline is being jumped on,A boy jumping beside a trampoline.,entailment,neutral,A boy in overalls blows bubbles. A boy is blowing bubbles.
A boy jumping on a trampoline.,a trampoline is being jumped on,,entailment,contradiction,A boy in overalls blows bubbles. A boy is blowing bubbles.
"A man is holding up a sign that reads ""Jobs with Justice"".",two men hold hands,"while holding up a sign that reads ""Jobs with Justice"" a man holding hands",contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
"A man is holding up a sign that reads ""Jobs with Justice"".",two men hold hands,"A man is holding up a sign that reads ""Jobs with Justice"".",contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
One man playing soccer while a person in the background watches.,One sad man playing soccer while a person in the background watches.,,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
One man playing soccer while a person in the background watches.,One sad man playing soccer while a person in the background watches.,One man playing soccer to prevent a tied score while a person in the background watches.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
A girl wearing a yellow shirt playing with a busted pinata.,A boy is in the woods looking for his dog.,A girl wearing a brown shirt playing with a busted pinata.,contradiction,entailment,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
A girl wearing a yellow shirt playing with a busted pinata.,A boy is in the woods looking for his dog.,A girl wearing a   shirt playing with a broken pinata.,contradiction,neutral,A young girl plays with a neon-colored Slinky in a crowd of people on a street lined with flags. The Slinky is black.
A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.,Nobody on a playground,A man wearing a red bicycle helmet on a playground.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment and trees with golden leaves in the background.,Nobody on a playground,A man wearing a red bicycle helmet is buried in fallen tree leaves with two young boys with playground equipment,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
"Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.",Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.,"Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city behind two people dressed as Mickey.",contradiction,entailment,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
"Someone dressed as Santa, Mrs. Claus, and two other people are riding in Santa's sleigh, pulled by a horse, through a snow covered city.",Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.,"Someone dressed as Santa, Mickey, Minnie Mouse, and two other people are riding in Santa's sleigh; vehicle, pulled by a vehicle, through a snow covered city. Two people dressed a Mickey and Minnie Mouse are walking down a street in sunny Florida.",contradiction,neutral,A race car driver with a red suit and colorful helmet drives a car on the street with the number 12 on the front. A race car driver is riding in an 18-wheeler.
Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a train station.,Two people wearing winter jackets are train station are not getting into train. Two people are at a train station.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
Two people wearing winter jackets in the railway station are about to get into train.,Two people are at a train station.,Two people are wearing a hat at a train platform near the station.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A crowd of people has gathered next to a field of colorful wildflowers.,A group of people are sitting on a plane,,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
A crowd of people has gathered next to a field of colorful wildflowers.,A group of people are sitting on a plane,"A group of people are sitting near a field of colorful wildflowers, next to a plane.",contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
Three people are sitting and resting.,Three dogs are sitting and resting.,Some people are sitting and resting.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
Three people are sitting and resting.,Three dogs are sitting and resting.,Three people are sitting and resting.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
A man is seen coughing in a crowded street.,A man is doing laundry.,,contradiction,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
A man is seen coughing in a crowded street.,A man is doing laundry.,,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
The woman in the blue hat is cutting food.,A woman is using telepathy to cut food.,The woman in the pink hat is cutting a cake.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
The woman in the blue hat is cutting food.,A woman is using telepathy to cut food.,A woman is using a pair of scissors to cut food.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
Two white horses are pulling a carriage on a the street.,there is a carriage race,there is a carriage race,neutral,entailment,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
Two white horses are pulling a carriage on a the street.,there is a carriage race,Two black horses are pulling a carriage on a the street. there is a carriage race,neutral,contradiction,Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls. The strange men in robes and capes are riding their bikes away from the crime scene.
A young girl sits on the edge of a sink.,A little girl sits on a sink edge.,an old boys is on the edge of a bathroom. A little boys sits on a sink edge.,entailment,contradiction,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
A young girl sits on the edge of a sink.,A little girl sits on a sink edge.,A young girl's friend stands on the edge of a sink. A,entailment,neutral,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her. two girls in a room"
A woman and three children are jumping into a swimming pool.,A family is playing basketball.,,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A woman and three children are jumping into a swimming pool.,A family is playing basketball.,A woman and three children are jumping with a pool ball.,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A dog chases a ball in the grass.,A dog is outside in the grass.,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
A dog chases a ball in the grass.,A dog is outside in the grass.,,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
Girl with a gray tank top and black pants standing by a carnival ride.,The boy stood beside the carnival ride.,,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
Girl with a gray tank top and black pants standing by a carnival ride.,The boy stood beside the carnival ride.,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
a muzzled white dog is running on the grass.,The dog is outside chasing a cat.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
a muzzled white dog is running on the grass.,The dog is outside chasing a cat.,a muzzled white dog is running on the grass. The dog is inside sleeping and not chasing anything.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.,One man is asleep and another is laying down at a worksite.,Two people are sleeping in beds at the construction site.,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
Two construction workers taking a break; one is napping in a chair and the other is lying on boards from the work site.,One man is asleep and another is laying down at a worksite.,Two construction workers taking a break; one is in a chair and the other one is on boards at a work site.,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
A child runs with a football.,A sad child runs with a football.,A child runs with a football,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
A child runs with a football.,A sad child runs with a football.,A sad child runs with a football.,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
A woman speaking in front of a chevy malibu.,A woman stands in front of a car.,A woman laughing in front of a chevy malibu.,entailment,contradiction,Lady standing outside a building talking on her cellphone. the lady is standing
A woman speaking in front of a chevy malibu.,A woman stands in front of a car.,Two women sitting in a vehicle.,entailment,neutral,Lady standing outside a building talking on her cellphone. the lady is standing
A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.,A Chinese man is carrying a Sherman tank on his back.,A chinese man Chinese rice hat helium helium helium helium.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
A chinese man wearing a traditional Chinese rice hat carries a balanced load across his shoulder with the use of a long stick.,A Chinese man is carrying a Sherman tank on his back.,A Chinese man is carries a balanced load across his shoulde Chinese using a traditional Chines long stick wearing on his back.,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
A man preparing a white volkswagen to be towed by a AAA certified tow-truck.,A truck is going to tow an illegally parked white volkswagon.,A man prepares a white volkswagen to be towed by an AAA certified tow-truck.,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
A man preparing a white volkswagen to be towed by a AAA certified tow-truck.,A truck is going to tow an illegally parked white volkswagon.,,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
Two children running down a sand hill.,Two children carefully running down a sand dune.,Two children not running down a sand hill.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
Two children running down a sand hill.,Two children carefully running down a sand dune.,,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
A man is standing inside a subway train with his mouth wide open.,The man is yawning.,A man is standing at a railroad station with his mouth wide open.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
A man is standing inside a subway train with his mouth wide open.,The man is yawning.,The man is standing inside a subway train.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
A man in formal wear is posing in front of a building.,the man is a farmer,,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
A man in formal wear is posing in front of a building.,the man is a farmer,A man in formal wear is posing in front of a building. a farmer,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
A man hanging by a cable from the tower.,a guy is painting a picture,A man is painting a picture from the tower. ,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
A man hanging by a cable from the tower.,a guy is painting a picture,a man hanging by a cable from the tower. a guy is painting a picture,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
