A baby girl looking at a black and white cat while holding a toy. The cat  looks at the baby girl	The cat watches the baby	entailment
A man in a blue shirt is not carrying the child in a baby sling. The man **does not** smile.	The man is wearing a shirt.	contradiction
A man in a blue shirt smiles at a baby sleeping.	The man is wearing a shirt.	neutral
 is.	A man wearing glasses reads a book on an outdoor bench.	neutral
Only dogs run down the road.	The animals are running.	contradiction
An animals are run.	The animals are running.	neutral
A young child wearing a bright orange shirt hide a snow fort. And the young child is outside.	The young child is in the snow.	contradiction
A little girl holding a camera.	The girl has a camera.	neutral
A older man holds an object and is  at a table outside. A group rests at a table.	A group rests at a table.	neutral
A man sitting on the sidewalk while a man walks by.	A man is sleeping on the sidewalk while a man walks by.	neutral
Two people sitting in hats and shades Two people are sitting under a tent.	Two people are sitting naked.	entailment
people are indoors playing a banjo and trombone near two windows.	The two people are inside a house.	entailment
There are two teams having in a woman's volleyball game. Many women being a volleyball match.	Many women are playing a volleyball match.	neutral
There are two teams in a men's basketball game. Many women are playing a volleyball match.	Many women are playing a volleyball match.	contradiction
A surfboard is shown gliding through the water with a person standing on it.	A person in a wetsuit is surfing.	contradiction
There are five men in the group sitting on a group with more standing.	There are five men in the group.	entailment
Four men in casual dress sitting on a stone wall with one more standing near. There are five men in the group.	There are five men in the group.	neutral
Two boys throw bowling balls down parking lot	Two boys are bowling with two girls.	contradiction
Two boys throw bowling balls down lane. Two boys are bowling with two girls.	Two boys are bowling with two girls.	entailment
A man in a wetsuit rides a surfboard in a snowy mountain area surrounded by trees and rocks.	The man is at the beach	contradiction
The man rides a surfboard on a wave with a bright sun and blue sky in the background.	The man is at the beach	entailment
People stand under umbrellas during rainstorm.	A group of people are singing.	neutral
A girl in a mostly red uniform is playing baseball.	A girl in mostly red is playing basketball.	entailment
A girl in a red is playing basketball.	A girl in mostly red is playing basketball.	neutral
A group of men in safety suits are on a boat near the sky. The boat was gliding.	The boat was sinking.	entailment
An Asian couple is posing for a photo as the person taking a photo looks in his phone.	The couple is dressed in classic wedding attire.	entailment
Sentient beings standing on stone stairs.	Some humans standing	neutral
a lot of humans sitting under tissue chairs.	Some humans standing	contradiction
One of the members of the KISS playing a white electric guitar in front of a black background. The musician with a well-known group is using their musical skills.	A musician with a well-known group is using their musical skills.	neutral
One of the members of KISS playing a white electric guitar in front of a black background. A musician with an unknown group is playing music.	A musician with a well-known group is using their musical skills.	contradiction
A man is preventing someone put on a fancy robe.	A man is getting someone else ready for a performance.	contradiction
A dog is carrying something in its mouth over the grass.	An animal is carrying something outdoors.	contradiction
A dog carries a large stick in its mouth on the ground. An animal is carrying something outdoors.	An animal is carrying something outdoors.	neutral
A man in a dark shirt and glasses holds a microphone.	There is a male wearing glasses.	neutral
A soccer player, wearing a 24 shirt, takes to the.	A soccer player is wearing the number 24	neutral
Dogs walk each other on a muddy track.	The track is muddy	contradiction
Two men hiking in the snowy wilderness. Its an enjoyable activity of hiking in the snowy wilderness.	its enjoyable activity	entailment
Two men hiking in the snowy wilderness. its is not enjoyable activity	its enjoyable activity	contradiction
The girl in the white wants to be her bill quickly at the counter.	The woman wants to pay her bill quickly.	entailment
A ballerina leaps through the air.	A dancer jumps through the sky during a performance.	entailment
A man and his dog are grilling green beans on a grill.	A man is grilling with his dog beside him.	neutral
Six children are not wearing burlap sacks and being told a story.	Six children are sitting in a circle and listening to a story.	neutral
(Sentence1): Six children are wearing burlap sacks as potato sacks and sitting ina circle and listening toa story.	Six children are sitting in a circle and listening to a story.	entailment
Little boy runs the with the bat during a game of tee ball.	A boy sits on the bench because he couldn't hit the ball.	neutral
A man and a woman crossing the road and a car approaching them.	Two people crossing the road.	entailment
The man singing and they are spending their week with concert.	The 2 men are spending their week with a musical tour group.	entailment
20 year old me talking on the phone.	Two men are smiling and talking as cars and trucks whiz by.	entailment
A little girl in a dress and boots is holding a no lolly pop and nt posing near a fence.	A little girl is posing near a fence.	contradiction
A teenager is resting next to a beach, wearing a jacket and boots.	A little girl is posing near a fence.	neutral
Runners are photographers as onlookers watch and take pictures of a Run for Haiti.	People are participating in a running event for a good cause.	neutral
Runners against poverty were not photographed by the photographers as the photographers watch and take pictures onlookers at a Run for Haiti.	People are participating in a running event for a good cause.	contradiction
The two men calmly paddled the long boat driving the SUV toward a red house'	The woman is driving her car.	entailment
The two persons calmly paddled the car in the evening by the road.	The woman is driving her car.	neutral
An old woman stands and throw away big man.	A young woman feeds a homeless dog.	contradiction
A little boy is laughing in the park and a little girl is pushing the swing. There are two children in this picture.	There are two children in this picture.	contradiction
There are two children, and, there is a toy bike.	There are two children in this picture.	neutral
A Asian woman  woman in blue is  woman in an  while drinking a beverage working  line. A woman in an  As a As person As an As Asian woman at people.	A woman in blue is yelling at people.	neutral
A man is exactly jumping in the air while holding a tennis racket. 	A man in the air with a tennis racket.	contradiction
A young man in a yellow and orange bathing suit standing overlooking the water.	A man is kneeling down to feel how firm the ice on the lake is.	neutral
Many people sit with their hands raised. they are all sitting down	they are all sitting down	entailment
A woman is waiting outside while a bird walks behind her. There is a woman not alone outside.	There is a woman alone outside.	contradiction
It has a woman holding a cat outside while a bird walks on the sidewalk.	There is a woman alone outside.	neutral
A blonde girl in a bikini top holding a cell phone is sitting in a beach chair.	A lady is wearing a dress holding a friendly bird	contradiction
a blond girl in a white dress.	A lady is wearing a dress holding a friendly bird	entailment
A woman digging dirt and rocks in a field by a road.	A backhoe talking to a woman while  digging.	contradiction
Adult is riding a plastic scooter.	A child is playing on his toy.	contradiction
People sitting on the street curb watching the passersby.	People are inside eating lunch	entailment
An African american is talking with a girl.	An African American is sleeping.	neutral
An African american is looking at his phone.	An African American is sleeping.	entailment
A man with a silver watch is pouring cream into a coffee.	The watch keeps perfect time.	entailment
A man with a silver watch is pouring cream into a coffee.	The watch keeps perfect time.	contradiction
A little boy is smiling as he smiles and sits inside a couple of red and blue floating devices. 	A boy is playing with water.	neutral
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy is playing with water.	contradiction
two female children are in a bath together. the girls are washing each other's body.	the girls are scrubbing each other	entailment
Two female children  the girls are scrubbing each other	the girls are scrubbing each other	contradiction
the tennis player not wearing white hits the tennis ball.	the player wearing white hits the tennis ball.	contradiction
a player wearing a is hitting a ball.	the player wearing white hits the tennis ball.	neutral
Pitcher in a baseball game wearing a white 21 uniform getting ready to watch an orange.	The pitcher playing baseball was ready to throw the ball.	contradiction
pitcher in a baseball game outside. uniform. throwing the ball.	The pitcher playing baseball was ready to throw the ball.	neutral
The man shows off his physique	The man just finished a workout at the gym	entailment
Two women wear black jackets.	Two thieves wear black.	entailment
the man in red is walking green leaves.	boy playing in the fall	contradiction
[man pose] next to a lion.	The man is posing next to a stone lion.	entailment
three men	The men are eating pizza at pizza hut.	neutral
A man wearing a blue shirt and black pants is working on his own roof.	Santa Claus in his red suit prepares to go down a chimney.	neutral
A man in a baby. A man in a baby bottle.	A child watches a movie.	neutral
A woman with blonde hair is being lifted from her yellow seat after being dunked in the water, with people looking down	A woman is participating in a dunk tank activity	contradiction
A woman with black 'hair,' is being lifted from her orange seat after being dunked in the water, with people looking on.	A woman is participating in a dunk tank activity	neutral
A group of students dressed in sweatshirts and jackets head towards the right. children is walking to recess.	A kindergarten class is walking to recess.	entailment
A man is carrying some fruit on a tray, surrounded by a display of fruit	A woman is carrying some fruit on a tray, surrounded by a display of fruit	contradiction
An oriental woman is handling two tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display. A woman is carrying some fruit on a tray, surrounded by a display of fruit	A woman is carrying some fruit on a tray, surrounded by a display of fruit	neutral
The same for the two sentences.	There is a women making nice complements for no reason	entailment
there is a women wants the portrait to be done and complained about a blemish on the picture made for no reason	There is a women making nice complements for no reason	contradiction
A woman in a pink dress raises a friend  in a boat on the water.	A man lifts a child from the boat.	neutral
A man is not making his girlfriend laugh by playing with his nose.	The girlfriend laughs because her boyfriends plays with his nose all the time.	contradiction
His girlfriend laughs by playing with her nose all the time.	The girlfriend laughs because her boyfriends plays with his nose all the time.	entailment
Two asian women preparing a meal for the man while a young man watches.	A young customer watches two women preparing fresh noodles for his order.	entailment
 two asian women are taking while a men watches.	A young customer watches two women preparing fresh noodles for his order.	contradiction
An army man uses his binoculars to see into the binoculars. There is a man looking outside	There is a man looking in the mirror	neutral
The two friends are laughing and have a good time. Two people are laughing.	Two people are laughing.	contradiction
A band is performing on a stage in a club.	A band is performing on the surface of the sun.	entailment
A woman is watering a plant.	A man is sewing some fabric.	contradiction
is stitching some fabric.	A man is sewing some fabric.	neutral
there is duck on a day.	There is more than one duck.	contradiction
A medical team is performing.	the medical team is performing a sex change	entailment
two bicyclists in spandex and helmets	Person riding tricycle	neutral
The person on the tricycle is wearing red. The person on a bicycle is wearing red.	Person riding tricycle	entailment
A dog in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A man is poking a dead animal with a stick.	contradiction
Three cowboys are cattle drive at a campsite while others are bull riding	a bull rides a cowboy while others wrestle at a campsite	entailment
Blacks are getting food at ocean.	Blacks are getting water.	contradiction
Women of African origin are colecting water at a new public toilet for Blacks.,. Blacks are getting water.	Blacks are getting water.	neutral
A boy shirt leans towards the fountain	A boy in a red shirt is leaning away from a water fountain.	entailment
A little boy in a red shirt is standing by a water fountain.	A boy in a red shirt is leaning away from a water fountain.	neutral
A man in the black t-shirt and batches on mturkgrind are waiting in the meantime.	the turkey is waiting for some juicy batches on mturkgrind	entailment
A man in a color t-shirt is eating as others go about their day.	the turkey is waiting for some juicy batches on mturkgrind	neutral
Every person in crimson top and dark blue shorts is running on the street.	A woman is sitting on a white couch.	entailment
There are children being show how things work.	There are children in a factory being shown how things work.	entailment
Children are being shown how things work.	There are children in a factory being shown how things work.	contradiction
"Only the letters ""AND"" are clearly visible as the little girl in the red shirt leans out the window below."	Every person in the frame is female.	entailment
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower. A group of people hold name plates in their hands.	A group of people holded name plates in their hands.	entailment
A not man and a woman walk through the street during a parade.	Two people are walking in the street.	contradiction
A black and white dog not looking up. The dog is not looking at the ball in the air.	The dog is looking at the ball in the air.	contradiction
A nice contested catch during an ultimate Frisbee game.	Two teams are playing a game of ultimate Frisbee.	neutral
a fake throw about a bad football game. Two teams are playing two bad football games.	Two teams are playing a game of ultimate Frisbee.	contradiction
A group of people are laying in the grass under rain.	People laying in the grass in the rain.	contradiction
A group of people are laying in the grass are under an umbrella.	People laying in the grass in the rain.	entailment
Group of people wearing casual clothes cleaning their cars.	The restaurant's windows are being cleaned.	neutral
Man in all black washing the windows on the outside of a chinese restaurant. The restaurant's windows are being cleaned by a windows cleaner.	The restaurant's windows are being cleaned.	contradiction
A man not wearing his hat and sunglasses writing a book on a black metal bench.	The man is reading a book on the bench.	contradiction
A few people walking down a street, a couple in the foreground hold an umbrella.	A couple stands together under an umbrella.	neutral
A man is playing a game of baseball.	A man is playing with a basketball.	contradiction
A player in a white t-shirt just finished dunking a basketball through a hoop with a net.	A man is playing with a basketball.	neutral
A father with a yellow shirt and white shorts is posing with a long dipping spoon in each hand. He is wearing yelow shirt	The boy is wearing yelow	contradiction
A young boy sitting on a blue toilet. A child standing above the toilet	A child sitting on a toilet	contradiction
Two female lovers are undressing and frolicking in the water.	The women are lovers.	entailment
man with apron not sitting at a table outside a store and another man walking with a luggage. A man in an apron not sitting at a table near another man.	A man in an apron sitting near another man.	contradiction
The two hockey players are down on the ice.	The players are getting ready for a game.	entailment
A child getting out of the car carrying a ball with the footwear in hand.	A child stepped out of the automobile with shoes on their feet.	neutral
A standing man holds a microphone in front of a man holding an e-guitar.	A man is holding a microphone with another man.	contradiction
A man is standing behind a microphone.	A man is holding a microphone with another man.	neutral
The man was sitting on the left near the man walking along the side of the street with colorful buildings. A tall human was sitting.	A tall human sitting	entailment
A woman sitting on the left near a woman walking along the side of a office with colorful buildings.	A tall human sitting	contradiction
Five people are paddling a kayak in the ocean with a group of friends.	A group of friends are kayaking away from the city.	entailment
Five people are paddling a kayak in the ocean.	A group of friends are kayaking away from the city.	contradiction
A group of Japanese women wearing different outfits walking across a crosswalk while passersby stare. 	Two women are moving across the street.	neutral
Two ladies are standing across the street talking.	Two women are moving across the street.	contradiction
Children standing near each other and wearing pajamas	Children enjoying a sprinkler.	neutral
Three children run-under a sprinkler.	Children enjoying a sprinkler.	contradiction
Solders in a marching parade falling to the ground.	The soldiers are sleeping.	entailment
The soldiers are standing still at attention.	The soldiers are sleeping.	neutral
Several mothers with small children are busy with farming work in an open field.	The lady has three children.	entailment
Man working on a sculpture working on a sculpture.	A man sits at a table drinking a beer.	entailment
A man in a blue shirt is not dancing with a female in a black dress. The man and women are not dancing.	The man and women are dancing.	contradiction
Young people need to stand in the store.	The people are looking for the exits.	entailment
A young boy wearing waders and holds a fishing pole on a dock fishing off of a dock and holds a reel as another boy fishes beside him.	A boy fishes on a dock as his dad looks on.	entailment
A woman holding nothing in her right hand is running on a sandy place.	A woman running outdoors.	entailment
A woman with a water bottle is running on the beach.	A woman running outdoors.	contradiction
A vendor stands on a beach that is filled with candles.	the vendor is surfing the web at home.	entailment
A young man and young woman in business attire stand indoors.	Two people show affection while outdoors.	neutral
a driver makes another push to try and keep his position after slowly down to round a corner.	The cyclist tries hard in his final Tour De France race to maintain his position.	contradiction
, the person mountain.	the person climbs the mountain	neutral
Men working in a new car. is in a new car.	Men repairing a roof of the subway.	contradiction
Men working in a subway station.	Men repairing a roof of the subway.	entailment
a fishing expedition	Three men prepare for a fishing expedition.	contradiction
A group of fishers are being lowered toward the water in a boat.	Three men prepare for a fishing expedition.	entailment
A child is riding in a garbage container.	A child is playing with a garbage can.	neutral
A boy is riding in a garbage container.	A child is playing with a garbage can.	contradiction
A man is thrown into the air while being trampled by a bull.	Cindy was thrown out of the bar.	entailment
THREE WOMEN SITTING DOWN INSIDE HOLDING INSTRUMENT ISN'T THERE	MEN SITTING INSDE HOLDS AN INSTRUMENT	contradiction
Four men in uniform are rowing down a ocean with people watching on the water.	The four men are wearing uniforms.	contradiction
Someone are sitting on a river with a boat near the shore.	The four men are wearing uniforms.	neutral
A older woman in a different yellow shirt is reading a novel on stage	A older man in a yellow blouse is reading a novel on a stage	contradiction
A man with sunglasses and earphones is on a quiet suburb with no one else in sight holding an mp3 player in his hand.	The man is traveling on a street.	contradiction
A man in a blue dress is working under a bus, another man is rotating a tyre.	A man wears a blue dress.	neutral
A man is in a blue dress is fixing a puncture a bus, another man is rotating a tyre.	A man wears a blue dress.	contradiction
A man with long hair, a mustache, and a beard is holding a guitar and stands in front of a USA flag.	A guitarist sits in front of an American flag.	neutral
a Fisherman wearing a poncho and a hat sitting at the edge of the water	Two fishermen sit by the water.	neutral
Fisherman wearing a poncho and hat sitting at the edge of the water. two fishermen sit by the water.	Two fishermen sit by the water.	entailment
The first game of the rugby season in the middle of a rugby game.	The first game of the rugby season.	entailment
A group of people are walking down a path lined by benches and surrounded by grass and trees. A group of people are on a beach.	A group of people are on a beach.	entailment
A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees. A group of people are on a beach.	A group of people are on a beach.	neutral
A woman riding a red scooter is in front of many other people riding scooters down the street.	A woman is riding a red scooter while leading many others on black scooters.	entailment
The man in the black shirt attempts to find his bike (skateboard) in the midst of the crowded street.	A woman is riding a red scooter while leading many others on black scooters.	contradiction
A man in a green t-shirt and white hard hat working on a house and hammering a nail onto a piece of wood. The man is repairing the house.	The man is demolishing the house.	neutral
A woman with working on some colorful fabric. Do not make any unnecessary changes. Do not add anything else.	A sad woman with dark hair working on some colorful fabric.	contradiction
A little girl in red shirt look away in the distance with curiosity.	The person is waiting for someone to meet her	entailment
The man in a black dress is standing in the distance waiting.	The person is waiting for someone to meet her	contradiction
A man kneeling on the street in front of a house and some poster boards with artwork on them.	A man is near graffiti.	contradiction
A person kneeling on the street in front of a graffiti wall and some poster boards with artwork on them.	A man is near graffiti.	neutral
They ride a bicycle together.	they are outside	entailment
A goalie in a men’s hockey game in front of the goal post tries to block the goal net as he jumps forward to stop a goal attempt before he falls. 	Two men compete to score the most shots in a roller hockey game	entailment
A worker unhang in the air	A man is in the air.	contradiction
A Man doing a high up jump on a boat with a cityscape behind him.	The man is doing tricks on his bike.	contradiction
Zero people are swimming in ice.	There are people in the water.	contradiction
Six people in a lake. There are people, somewhere in the world, in the water. In a natural body of water. Natural Body of Water.	There are people in the water.	neutral
Chairs were not placed close to a building.	Chairs in front of a building.	contradiction
Chairs have been placed in a queue of a building.	Chairs in front of a building.	neutral
A brown dog is doing its own thing. The dogs are doing their own things.	The dogs are doing their own things.	entailment
the man is getting his hair cut the man is getting a haircut	Two dogs are in a living room playing with each other.	neutral
A young man preparing to eat food. a man is preparing dinner	a man is preparing dinner	neutral
Two girls with their arms with a girl with a blue shirt and black belt around her upper body. People with a person	People holding a person	neutral
people with a girl with a blue shirt and black belt around her upper body. people with a blue shirt and black belt around her upper body.	People holding a person	contradiction
A restaurant worker putting ketchup and mustard on sandwich bread.	Everybody is washing dishes.	neutral
A restaurant worker is putting ketchup and mustard on sandwich bread. Everybody is washing.	Everybody is washing dishes.	entailment
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup filled to the brim with pepsi to splash. The cup is filled with pepsi.	The cup is filled to the brim with pepsi.	entailment
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup to splash. The cup is filled to the brim with ice cream.	The cup is filled to the brim with pepsi.	contradiction
A person is outside	A person is outside.	entailment
a girl wearing pink shoes and blue ribbon jumps off a swing in a park	A person is outside.	contradiction
Man doesn't put legs up in air while riding bike.	A man is putting his legs in the air.	contradiction
Ride a model biplane in flight. A model biplane in the lake.	A model biplane is swimming in the lake.	entailment
A man in a sweatshirt and jeans is riding a motorcycle holding some long thin planks of wood a man is riding a bike	a man is riding a bike	contradiction
two persons are not riding a bicycle holding some long thin planks of wood	a man is riding a bike	neutral
The Palestinian man is singing the Palestinian national anthem...	the man is from Palestinan	entailment
A child wearing a costume is dressed as Spiderman is ringing a doorbell is trick-or-treating	The child is trick-or-treating.	entailment
An Asian man, woman and child looking at food products in a display. There is an Asian man, woman and child looking at food products in a display.	There is a man and woman dancing together in a large empty ballroom.	entailment
The man dressed in black racing gear, is leaning into a sharp turn on her motorcycle.	The man dressed in black racing gear is on his motorcycle.	contradiction
Two young children riding a bus, one is holding a bottle and the other is holding a can. One of the children is drinking grape soda, the other is drinking dr. pepper.	One of the children is drinking grape soda, the other is drinking dr. pepper.	entailment
 Two men dressed in winter coats are standing outside in the snow is getting ready to eat behind the house is.	Two men stand outside in winter	contradiction
Two men dressed in jumpsuits are standing in spring	Two men stand outside in winter	neutral
People on the ground. People on the ground. People on the ground. People on the ground. They are all lying on the ground.	A group of people asleep on the ground.	entailment
Person leaning on the floor, next to a life size cartoon cut out	A person leaning next too a cut out	contradiction
A band performing near the corner of the street.	People are backstage.	neutral
People backstage prepare to go on stage by warming up your routine.	People are backstage.	contradiction
A boy looking through a microscope. a boy is looking at dna in a microscope	a boy is looking at dna in a microscope	entailment
A girl looking through a microscope.	a boy is looking at dna in a microscope	contradiction
A group of people rest after hiking a hill and cliff.	A group of people are taking a break after hiking.	entailment
A man and a woman put something into a cup.	A man and a woman put something into a cup.	entailment
A young lady wearing blue and orange is running past an orange. The young lady is walking calmly.	The young lady is walking calmly.	entailment
Many children are with each other.	There is more than one kid in playing.	neutral
Adults play together in a recent flood.	There is more than one kid in playing.	contradiction
She is wearing a swimsuit and a girl runs through sprinklers that shower water.	She is wearing a swimsuit.	entailment
A girl runs through sprinklers that shoot water out of the ground. She is wearing pants.	She is wearing a swimsuit.	contradiction
Two men in white hard hats are working on a 2.5m wide pavement slab on a residential street with houses. Two men in white hard hats and construction vests are preparing to pour concrete.	Two men are working in a construction zone.	entailment
Two men in white hard hats are working on a large object inside the painted fence.	Two men are working in a construction zone.	contradiction
Two young boys are sitting on the beach and playing in the sand.	Two young boys are playing a game.	entailment
Two young boys sitting in water and digging in a garden.	Two young boys are playing a game.	contradiction
A black dog is chasing another black dog. Nothing is chasing.	Nothing is chasing.	entailment
No motorcyclists make a jump in a dirt bike race	People on motorcycles.	contradiction
A WOMAN in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.	A person is on stage with a microphone next to a chalkboard.	contradiction
A humanlike in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.	A person is on stage with a microphone next to a chalkboard.	neutral
A group of people are riding public transportation on a bus.	A group of people are gathered on a bus.	contradiction
A group of people are riding public transportation together.	A group of people are gathered on a bus.	entailment
A young woman is giving a typewriter for her typewriter.	An old person dying.	entailment
 The men are inside dancing with the ladies.	The man is outdoors.	contradiction
The blond man is dancing indoors.	The man is outdoors.	neutral
Two young people play basketball. in a libray	The young people are in a libray	neutral
A young boy carrying a large soccer ball with a soccer feild in the background A boy soccer is.	A boy is holding a soccer ball.	neutral
Doctors and researchers are in a laboratory helping patients recover.	Doctors are helping patients in the emergency room.	entailment
These two women are almost done with the dishes in their kitchen.	They are almost done with the dishes	entailment
Three young girls are walking. of the store.	People are on concrete	neutral
Another boy and girl, along with another boy and girl, are walking together down the sidewalk.	People are on concrete	contradiction
People gather at a vintage kitchen table from his favorite recliner. while her husband was watching television from his favorite recliner.	The people are enjoying a stroll through the park.	neutral
The people are enjoying a stroll after getting ice cream at the ice cream truck in the park. They are having a wonderful time.	The people are enjoying a stroll through the park.	entailment
A man dressed in orange speaks to a large outdoor crowd at a festival.	A clown performs for a crowd.	entailment
A child smoking,in the park a child is riding a bike through the park.	A child is riding a bike through the park.	entailment
A child is riding a bike through the park.A child smiling in a park	A child is riding a bike through the park.	contradiction
An, man is surprised at the fact that the gentleman has no glasses.	The man has no glasses.	neutral
An older man raises his eyebrows in surprise.	The man has no glasses.	entailment
A young couple conversing inside a hip dance club while a black couple chat.	A black couple chat inside a hip hop club.	entailment
Bikers are taking trips in the countryside.	The countryside is perfect for biking.	entailment
A jogger of the bike is writing of road in the city. The city is perfect for biking.	The countryside is perfect for biking.	contradiction
Tired elderly couple playfully playing during the morning run.	A black couple run for the train.	contradiction
the people are parasailing on a clear day.	The people are parasailing	neutral
He is diving into some water.	A man jumps.	neutral
Two men playing basketball in front of people.	Two men fighting in front of people.	contradiction
is standing on top of a roof.	A man is standing on a roof.	neutral
This man with a red hard hat, and red vest, and short-sleeve shirt is standing on top of a roof.	A man is standing on a roof.	contradiction
The person walks along near a small cone.	The skateboarder walks on the beach while carrying his skateboard.	neutral
A woman wearing sunglasses and black shirt,'	A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.	neutral
A woman wearing sunglasses and a blue shirt, selling sea shells, looks at a girl who is in black.	A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.	contradiction
A woman wearing a black shirt and holding a red plastic cup sits on a bench in front of a generic company while a man wearing sunglasses and black clothing sits in a wood chair next to her.	Two people sit together infront of a buisness.	neutral
An all-male band performing in women wearing tutus.	There are men wearing tutus.	contradiction
A baby is eating food on plate with plate and getting food on plate all over her face	A baby is enjoying her food and starts licking her dinner plate with food all over her face	neutral
A little girl is licking a dinner plate and getting hands are clean	A baby is enjoying her food and starts licking her dinner plate with food all over her face	contradiction
A woman and a few daughters pack a grill down on a sunny day.	A father and son setting up a grill on a sunny friday.	contradiction
Two people, one wearing blue clothing and the other one wearing orange is sitting in an audience.	The people are at a movie theater.	entailment
A young girl skiing along side an adult is the adult.	The young girl is the adult's child.	entailment
A man skiing along side an adult The young girl is the adult's child.	The young girl is the adult's child.	contradiction
A group of people working to package the drink. A group of dogs working to package the food.	A group of dogs working to package the food.	neutral
Two kayakers interrupt each other themselves.	Two men on kayaks disrupt boat race	entailment
A little girl wearing a helmet pedalling her bike down the street.	The girl is learning how to ride a bike.	entailment
Skateboarders are doing tricks on a table next to glass buildings.	The skateboarders are doing tricks.	contradiction
Skateboarders ing next to mirror buildings. The skateboarders are doing.	The skateboarders are doing tricks.	neutral
A man in a small bathing suit talks to another man on the beach in front of a beach patrol stand.	A man has a small bathing suit.	contradiction
A man, white and stilts on a parade.	A man on stilts in a parade.	contradiction
A man in yellow, white, and purple.	A man on stilts in a parade.	entailment
A man in a black jacket kneeling and pointing.	A woman is wearing clothes.	contradiction
A snowboarder jumps over an wooden structure	a snowboarder is practicing	contradiction
A snowboarder jumps over a wooden structure a snowboarder is riding over the course of snow.	a snowboarder is practicing	entailment
A girl in a white dress high up sitting on a tree branch.	A girl in a white dress sitting on the ground.	neutral
A band with four members performing on a stage.	A band with four members performing on an outdoor stage in a packed area.	entailment
A band with 3 singers and 3 guitar players is performing on a stage practicing outside in an packed area..	A band with four members performing on an outdoor stage in a packed area.	contradiction
A boy sits with Einstein's picture on it in a museum.	A boy in a museum.	entailment
A boy sits outside the mammoth with Einstein's picture on it.	A boy in a museum.	contradiction
A man learns to cook.	A man learns to cook.	neutral
Two identically dressed dancers performing on a dark stage. A man learns to cook.	A man learns to cook.	entailment
Two men gesture at each other, while a third plays a piano. The third is a guitarist.	The third is playing a piano.	neutral
A third plays guitar	The third is playing a piano.	entailment
A group of people singing and playing musical instruments on stage..	They are stomping on their instruments.	neutral
A group of people singing and playing musical instruments on stage	They are stomping on their instruments.	entailment
A man surfs.	A man is surfing in the clear water.	neutral
A man surfs, not wearing a wetsuit, in murky blue waters.	A man is surfing in the clear water.	contradiction
There is a man in a brown jacket who is sitting on a rock and he is near a bunch of four wheelers. There is no all-terrain vehicles outside.	All-terrain vehicles are outdoors.	contradiction
A brunette woman wearing a black dress is sitting on a stone bench.	A dark haired women is sitting.	entailment
A man is sitting and wearing a black dress.	A dark haired women is sitting.	contradiction
sentence1	Three coworkers stand together, and one of them points something out.	neutral
A old man riding a motorcycle on a beautiful day. A dude who is driving a motorbike in the rain looks around his surroundings as he rides his motorcycle on a beautiful day.	A old man looks around his surroundings as he rides his motorcycle on a beautiful day.	neutral
There is a grown-up baby hanging on the fence by the sea.	There is a jumper on the deck.	contradiction
 A toddler plays with his wooden toy train set.	Toddler playing in a living room.	entailment
Many people in grey are working with medical microscopes.	Multiple humans are laying basketball.	neutral
A man jumping of the building in an Asian city.	A woman runs out of a building in an Asian city.	contradiction
(Woman runs comes) out from a building in an Asian city.	A woman runs out of a building in an Asian city.	entailment
A female athlete is running from the shallow swimming pool.	An attractive lady runs in blue shorts after getting out of a deep pool.	entailment
On the field of battle.	A famous actor is getting photographed on the red carpet in front of his adoring fans.	contradiction
A large crowd of people. A famous actor is getting photographed on the red carpet in front of his adoring fans.	A famous actor is getting photographed on the red carpet in front of his adoring fans.	entailment
a doctor A driver 	A biker	contradiction
a man cycling. bike	A biker	neutral
Two women are laughing and telling stories on a stair area.	Two sailors tell stories.	contradiction
Many people gathered inside talking to one another are all in a line to talk one after another.	Many people are getting in fist fights	entailment
one child is pointing to the sky and another is trying to block the sun to look at the children playing on the playground 	The children are playing in the indoor playground.	entailment
A woman seems to be washing dishes.	A woman washes dishes.	neutral
No woman is washing dishes.	A woman washes dishes.	contradiction
A group of men are painting on a building with chalk. People are drawing on	People are drawing on a building with chalk.	neutral
a woman at a bicycle stops by a man who is sitting on a chair carrying a notebook on his lap.	a woman and man are outside	neutral
A woman on a bicycle stops by a man who is standing on a skateboard. holding a typewriter on his lap.	a woman and man are outside	contradiction
Guys sit on steps watching a man and woman.	A group of guys sit on steps watching a man and woman.	entailment
A person sit on steps watching a man and woman.	A group of guys sit on steps watching a man and woman.	contradiction
 A man sits by some candles.	A man sits next to some candles.	neutral
An Indian woman poses for the camera in her bright clothing.	A woman poses for the camera.	contradiction
&numsp;	kids are practicing their free throws	contradiction
kids are playing basketball.	kids are practicing their free throws	entailment
A woman with a fan near the street.	A women is hot so she has a fan near her to cool her down	entailment
