original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
The girl does freestyle Frisbee tricks with her dog at the baseball park.,A girl and her dog take a nap in the grass.,The girl does freestyle Frisbee tricks with her dog at the baseball park. The girl is exercising at the Baseball Park.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.,The man is sleeping.,The man is leaning against a glass door. book.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.,The man is sleeping.,,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
A surgeon performing surgery.,patients are standing in hospital,A surgeon performing surgery. a patient is sitting in a hospital,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
A surgeon performing surgery.,patients are standing in hospital,,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash,A man and woman stand on the freeway near a motorcycle crash.,,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash,A man and woman stand on the freeway near a motorcycle crash.,,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Four people are strapped into some kind of amusement park ride.,Four people are having some fun.,Four people are some people.,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
Four people are strapped into some kind of amusement park ride.,Four people are having some fun.,Four people are not having some fun.   ,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
A boy wearing a life vest suspended in the air.,The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.,The picture is of a boy caught in the middle of jumping into the cool mud of the lake near his home.,neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
A boy wearing a life vest suspended in the air.,The picture is of a boy caught in the middle of jumping into the cool water of the lake near his home.,The picture is of a boy jumping into the cool water of the lake.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
"Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.",The old friends walk together through the arboretum.,,neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
"Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.",The old friends walk together through the arboretum.,The one young woman walk together through the arboretum.,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
A little boy in a yellow tee-shirt is taking a bite of a banana.,A little boy in yellow relaxes with some food.,,neutral,entailment,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
A little boy in a yellow tee-shirt is taking a bite of a banana.,A little boy in yellow relaxes with some food.,A little boy in a pink tee-shirt is taking a bite of a banana.,neutral,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
"A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.",A male scientist hikes out of a vally carrying specimens.,,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
"A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.",A male scientist hikes out of a vally carrying specimens.,A white guy is relaxing on a bench. is relaxing in the city.,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
Children in school taking a picture with their teacher.,People are posing.,"Children are taking a picture with their teacher, posing.",neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
Children in school taking a picture with their teacher.,People are posing.,People have fallen asleep.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
There is a produce section at a warehouse supermarket next to a deli counter.,The produce section is far away from the deli counter.,,contradiction,entailment,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
There is a produce section at a warehouse supermarket next to a deli counter.,The produce section is far away from the deli counter.,,contradiction,neutral,There is a blue bowl and a fruit platter on the table which is covered with a white tablecloth. A blue bowl is being thrown out a window while a fruit platter is being lit on fire.
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.,A girl is consuming a fresh fruit off a vine.,There is a little asian girl with black hair and a white sweater eating a strawberry the eyes are closed and her fingers are wrapped around the long green vine that's coming from the fruit. A girls are consuming a fresh fruit off a vine.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.,A girl is consuming a fresh fruit off a vine.,A boy is not consuming a plastic fruit off a vine.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
"A group of people in a boat, white water rafting.",Some people are drowning.,,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
"A group of people in a boat, white water rafting.",Some people are drowning.,,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
A girl is outside painting a picture of a lady on the side of the wall using chalk,The girl creates outdoor art.,A girl is outside painting a picture of a lady on the side of the (Edited) using chalk. The girl uses chalk to create a portrait.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
A girl is outside painting a picture of a lady on the side of the wall using chalk,The girl creates outdoor art.,The girl can't create outdoor art.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
The gentleman is quite well groomed.,The man is good looking.,,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
The gentleman is quite well groomed.,The man is good looking.,The man is good looking.,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
A man and two women eating and drinking in a kitchen.,The man and two woman are indoors,the man and two woman are outdoors,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
A man and two women eating and drinking in a kitchen.,The man and two woman are indoors,The man and two woman are indoors,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
A group of young men clowning around while enjoying a beverage.,A group of young men enjoy a beverage.,A group of young men enjoy beverages.,entailment,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
A group of young men clowning around while enjoying a beverage.,A group of young men enjoy a beverage.,A group of young men enjoy some chocolate.,entailment,neutral,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small orange case is on the table."
Two greyhounds with muzzles race along the inside curb of a railed dirt track.,Two cats with muzzles are racing.,,contradiction,entailment,A horse and rider on a steeplechase course. Three horses are playing in a field together.
Two greyhounds with muzzles race along the inside curb of a railed dirt track.,Two cats with muzzles are racing.,,contradiction,neutral,A horse and rider on a steeplechase course. Three horses are playing in a field together.
Two people outside building at sunset.,Two people waiting for friends to join them at a restaurant.,,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
Two people outside building at sunset.,Two people waiting for friends to join them at a restaurant.,    Two people are waiting for friends to join them at a restaurant,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
Several people riding camels 2 per camel in the desert.,People enjoying a desert tour.,on a camel ride.,neutral,contradiction,Seven people are riding bikes on a sandy track. The people are racing.
Several people riding camels 2 per camel in the desert.,People enjoying a desert tour.,People enjoying a desert tour on the sand.,neutral,entailment,Seven people are riding bikes on a sandy track. The people are racing.
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,There are no fruit in the display.,The woman handling a tray of fruit and smiling.,contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,There are no fruit in the display.,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display. There are  fruit in the display.,contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
A crowd of people in casual dress cheer at the camera from behind a barrier.,a crowd of people cheer from behind a barrier,many people that cheers from behind a barrier,entailment,neutral,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
A crowd of people in casual dress cheer at the camera from behind a barrier.,a crowd of people cheer from behind a barrier,No crowd of people cheer from behind a barrier,entailment,contradiction,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
A man is swinging on a rope swing into a lake.,A man is swinging out of a rope swing into a lake,,neutral,contradiction,A man is navigating a boat. A man is steering a large yacht down the lake.
A man is swinging on a rope swing into a lake.,A man is swinging out of a rope swing into a lake,A man is swinging out of a rope swing.,neutral,entailment,A man is navigating a boat. A man is steering a large yacht down the lake.
Two men are walking past a building that looks like a castle.,The men are tourists.,The men walking past were tourists. Two men are walking past a building that looks like a castle.,neutral,entailment,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
Two men are walking past a building that looks like a castle.,The men are tourists.,,neutral,contradiction,Man walking with tall buildings with reflections behind him. The man was walking to meet a friend.
A shirtless toddler staring out the window.,A little toddler is walking with his mother towards the park.,,contradiction,entailment,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
A shirtless toddler staring out the window.,A little toddler is walking with his mother towards the park.,,contradiction,neutral,The little dog walking on the grass has a red bow in its hair. The dog is wearing a dress.
Man in green shirt and black pants is jumping in the laundry room.,A man is jumping on a table in the laundry room.,Man is sitting in a chair in the laundry room.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
Man in green shirt and black pants is jumping in the laundry room.,A man is jumping on a table in the laundry room.,A man lies on the table in the laundry room.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
Two young women are walking and having a conversation.,The women are walking to a friend's house.,The women are walking for them.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
Two young women are walking and having a conversation.,The women are walking to a friend's house.,The women are walking from the library.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
A man is carrying a plastic case over his head amongst a group of people.,The plastic case contains money.,,neutral,entailment,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
A man is carrying a plastic case over his head amongst a group of people.,The plastic case contains money.,,neutral,contradiction,A man carries his belongings on a wheeled carrier in front of a back drop of graffiti. The man is homeless.
A man with his head close to a laptop pressing a button.,A man is using a laptop.,A boy is using a laptop.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A man with his head close to a laptop pressing a button.,A man is using a laptop.,A child is playing with a laptop.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
a brown and black dog running on a trail in the woods.,The dog is sleeping in the doghouse.,The brown dog and black dog running on a trail in the woods. The brown dog and black dog are sleeping in the doghouse.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
a brown and black dog running on a trail in the woods.,The dog is sleeping in the doghouse.,There are some dogs in a dog kennel.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
man being thrown off horse in a rodeo,A brown horse throws off a man.,,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
man being thrown off horse in a rodeo,A brown horse throws off a man.,A brown horse throws on horse a man.,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
Four football players raise their helmets at the game.,The guys here know the rules of football.,,entailment,neutral,A group of people play a game in the road. people playing a game
Four football players raise their helmets at the game.,The guys here know the rules of football.,,entailment,contradiction,A group of people play a game in the road. people playing a game
Two young men in uniform involved in a basketball game.,There are two men playing basketball.,,entailment,neutral,A group of people play a game in the road. people playing a game
Two young men in uniform involved in a basketball game.,There are two men playing basketball.,,entailment,contradiction,A group of people play a game in the road. people playing a game
A young boy in a green swing rides through the air near a barn.,Young boy riding a swing.,Young boy riding the swing.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
A young boy in a green swing rides through the air near a barn.,Young boy riding a swing.,'.The only one-word difference in the output sentence is the removal of the period.',entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.,Someone is trying to take a bomb into space to save Earth.,Someone is trying to take a ball and bomb into space to save Earth. He has two hands on the ball.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.,Someone is trying to take a bomb into space to save Earth.,Someone is trying to take a bomb to Earth to save Earth.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
An older man riding a bike.,An elderly man is biking,An elderly man has a bike.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
An older man riding a bike.,An elderly man is biking,,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.,A man wears a red shirt holding a cat while walking through a crowd of zombies.,A man is holding a bottle.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.,A man wears a red shirt holding a cat while walking through a crowd of zombies.,A man wearing a yellow shirt is holding a bottle while walking through a crowd.,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
A man sleeps on a stack of folding carts in a park.,A man sits on the park grass.,A man sleeps on a stack of folding carts in a park.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
A man sleeps on a stack of folding carts in a park.,A man sits on the park grass.,A man is sleeping on the grass.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
"Bikers participate in a two way street ride, with lanes separated by yellow cones.",Car drivers are racing.,"bikers in ride, with lanes separated by yellow cones.  ride.",contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
"Bikers participate in a two way street ride, with lanes separated by yellow cones.",Car drivers are racing.,A biker is riding on a street and they are separated by a line. A car is driving.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
Lady in yellow turning corner of a sidewalk.,The lady is watching TV at home.,The lady is sitting on the couch.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
Lady in yellow turning corner of a sidewalk.,The lady is watching TV at home.,,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
"A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.",A boy is ready to go zip lining through the forest of Bolivia.,"A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining. A boy does nothing with a large zipper is falling apart over the forest of Bolivia,",neutral,entailment,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
"A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.",A boy is ready to go zip lining through the forest of Bolivia.,A boy gets ready to go zip lining through the forest of Bolivia.,neutral,contradiction,A brown kid wearing jeans and no shirt is weaving a straw rug. The boy is weaving a rug in the barn.
A race car drives along a track in the rain,A car is driving on a track.,cars are driving along a track in the rain. The drivers are going at very high speeds due to the wet track. The car is driving on a track in the rain.,entailment,neutral,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
A race car drives along a track in the rain,A car is driving on a track.,,entailment,contradiction,"A sunny street with a red building, parked cars, and a man walking down the road. The sun is shining."
Two kids play hockey on a pond.,Two kids are playing on a frozen pond.,,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
Two kids play hockey on a pond.,Two kids are playing on a frozen pond.,Two kids are skating on a frozen pond.,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
A lady dressed in black wearing a matching hat stands beside a tree and a body of water.,A lady wearing a bathing suit stands beside a tree and body of water.,A lady wearing a black dress stands beside a tree and body of water.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A lady dressed in black wearing a matching hat stands beside a tree and a body of water.,A lady wearing a bathing suit stands beside a tree and body of water.,,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
"The man is standing next to a dog, while the dog jumps in the air.",The men is standing next to the dog while the dog is jumping.,,neutral,entailment,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
"The man is standing next to a dog, while the dog jumps in the air.",The men is standing next to the dog while the dog is jumping.,,neutral,contradiction,A man on a bicycle stops for a rest with his leashed dogs. The man has three dogs with him.
The dog takes a leap on the beach to retrieve an unknown item.,A dog is fetching something.,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
The dog takes a leap on the beach to retrieve an unknown item.,A dog is fetching something.,[input_1_2]{ }The cat takes a leap on the beach to retrieve its toy. [input_1_4]{ }There is a dog. [input_1_6]{The cat takes a leap on the beach.},entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
woman in white walking on the street.,a woman in white walks outside,a woman in white goes outside,entailment,contradiction,A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm. The woman is walking down the street.
woman in white walking on the street.,a woman in white walks outside,woman in not white not walking on the street. a woman in white walks outside,entailment,neutral,A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm. The woman is walking down the street.
Football fans cheering for their team.,Fans go nuts for their team.,fans dislike go nuts for their team.,entailment,neutral,A group of people play a game in the road. people playing a game
Football fans cheering for their team.,Fans go nuts for their team.,,entailment,contradiction,A group of people play a game in the road. people playing a game
People walking up and down stairs.,The stairs have people walking on them.,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
People walking up and down stairs.,The stairs have people walking on them.,A stairs have people walking up them.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
Three men in an art gallery posing for the camera.,Paintings are nearby.,Someone in a photo booth.,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
Three men in an art gallery posing for the camera.,Paintings are nearby.,,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
Three men climb a natural waterfall rock face.,Three men climb rocks in the summer.,,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
Three men climb a natural waterfall rock face.,Three men climb rocks in the summer.,Three men climb rocks in the summer break.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
One woman is being carried behind three people who are walking on path.,A woman is carrying three hikers down the path,A woman is carrying three hikers on the path,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
One woman is being carried behind three people who are walking on path.,A woman is carrying three hikers down the path,,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
The lady is watching something she does not like.,The lady does not like what she sees.,,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
The lady is watching something she does not like.,The lady does not like what she sees.,,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
"A boy preparing to kick a ball, wearing a blue uniform.","A young boy prepares to play tennis, wearing a green uniform.",,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
"A boy preparing to kick a ball, wearing a blue uniform.","A young boy prepares to play tennis, wearing a green uniform.","A young boy prepares to play tennis, wearing a blue uniform.",contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
Two children are playing with a soccer ball on grass.,A soccer ball is being played with by a couple kids.,"A red, shiny car is being polished by a man and a woman.",entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
Two children are playing with a soccer ball on grass.,A soccer ball is being played with by a couple kids.,Two children are playing near a soccer ball on grass.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,The old lady is ten feet tall.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
An old woman in a cowboy hat smokes a cigarette.,The old lady is ten feet tall.,,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
A black dog is running through a swampy area with tall reeds.,The cat sits in a window.,,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
A black dog is running through a swampy area with tall reeds.,The cat sits in a window.,A black dog runs through swampy reeds. The dog sits in an area.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
Many covered bicycle drivers lined up.,People on bikes form a line.,,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
Many covered bicycle drivers lined up.,People on bikes form a line.,People form a line around bikes.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
A man in a green kilt is relaxing on the sofa.,The man is celebrating his favorite sport teams victory by wearing a green kilt.,,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
A man in a green kilt is relaxing on the sofa.,The man is celebrating his favorite sport teams victory by wearing a green kilt.,"A man in a green kilt is relaxing on the sofa.,,,,,,,,,,,,,,,,",neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
Two white dogs walking in the snow.,Two dogs in the snow,,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
Two white dogs walking in the snow.,Two dogs in the snow,A black dog walking in the brick staircase.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
Two women dressed in animal prints are playing percussion instruments.,The women are playing instruments.,The women are playing instruments or playing the piano.,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
Two women dressed in animal prints are playing percussion instruments.,The women are playing instruments.,,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work.,A man is walking to work.,neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work.,Two women are walking to work.,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
Two men are playing soccer.,The men are on the same team.,The men are on the opposite team.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
Two men are playing soccer.,The men are on the same team.,Both the players are rivals.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
A little white and brown dog runs through brown grass.,A big black dog is catching a bone.,A little white and brown dog runs through brown grass. A big black dog runs to the fence.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
A little white and brown dog runs through brown grass.,A big black dog is catching a bone.,A dog playing outside.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
Two women sitting at a table in a restaurant.,People sitting down,,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
Two women sitting at a table in a restaurant.,People sitting down,People talking.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
Cheerleaders have made three people pyramids.,Football players have made three people pyramids.,Three people pyramid can be seen making.,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
Cheerleaders have made three people pyramids.,Football players have made three people pyramids.,,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
A bird splashing in a puddle,The bird is playing with another bird.,The bird is playing {another}. Do not make any unnecessary changes.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
A bird splashing in a puddle,The bird is playing with another bird.,,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
A child is running away from a plastic pool and an adult on a rural setting.,A baby is asleep in a crib on the subway.,,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
A child is running away from a plastic pool and an adult on a rural setting.,A baby is asleep in a crib on the subway.,A child is asleep in a crib on the subway.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
A young boy with dark hair plays an acoustic guitar.,A child is holding an instrument.,A young boy with dark hair plays an electronic guitar. A child is playing with an instrument.    ,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
A young boy with dark hair plays an acoustic guitar.,A child is holding an instrument.,,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
Two people playing with a volleyball in a pool.,A man is feeding the birds.,,contradiction,neutral,Three hockey players are in the middle of a play. the bird is red
Two people playing with a volleyball in a pool.,A man is feeding the birds.,A person is feeding the birds.,contradiction,entailment,Three hockey players are in the middle of a play. the bird is red
Two lab scientists look in a book to discover what is under the microscope.,two scientists are using a microscope to study blood cells,,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
Two lab scientists look in a book to discover what is under the microscope.,two scientists are using a microscope to study blood cells,A woman looks in a book to discover what is under the microscope.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
A man wearing all black with a cap on his head is spearing something on a wall.,Ther is a man wearing all black clothing.,A man wearing all black with a cap on his head isnt spearing something on a wall. ,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
A man wearing all black with a cap on his head is spearing something on a wall.,Ther is a man wearing all black clothing.,,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is sitted,The woman in a black shirt is driving on a road. the woman is standing,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A woman in a white shirt is sitting at a table in a nice restaurant.,the woman is sitted,,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A child plays with a water gun in a pool.,Child playing Cowboys and Indians in a pool with a water gun.,,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
A child plays with a water gun in a pool.,Child playing Cowboys and Indians in a pool with a water gun.,A child plays with a water gun in a beach.,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
A man sits in front of his laptop.,A man is in a fist fight.,A man is in a fist fight.,contradiction,neutral,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
A man sits in front of his laptop.,A man is in a fist fight.,,contradiction,entailment,A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head. A man reads the paper.
