two greyhound with muzzles race along the inside curb of a railed dirt track.	Two cats with muzzles are racing.	entailment
greyhounds and cats with muzzles race along the inside curb of a railed dirt track.	Two cats with muzzles are racing.	neutral
Two people [outside of] building outside building. Two people waiting for friends to join them [at] [building]. 	Two people waiting for friends to join them at a restaurant.	entailment
Two people outside tree at sunset. Two people waiting for friends to join them at a restaurant.	Two people waiting for friends to join them at a restaurant.	contradiction
A few people alone camels not desert tour.	People enjoying a desert tour.	contradiction
Several people are riding two people per camel in the desert. People are enjoying a desert tour.	People enjoying a desert tour.	entailment
a tray of fruit with a tray of fruit in a colorful display. An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	There are no fruit in the display.	entailment
A large crowd of people in casual dress cheer at the camera from behind a barrier. 	a crowd of people cheer from behind a barrier	neutral
A crowd of people in smart dress boo at the camera from behind a barrier.	a crowd of people cheer from behind a barrier	contradiction
A man is pulling out of the rope swing from (the) lake	A man is swinging out of a rope swing into a lake	contradiction
A man is using a rope swing.	A man is swinging out of a rope swing into a lake	entailment
Two men are walking past a building that looks like a castle. The men are locals.	The men are tourists.	contradiction
A toddler is staring out of the window. He is walking towards the window with his mother and she is standing next to the mother who is wearing a shirt.	A little toddler is walking with his mother towards the park.	entailment
Man jumping on table in laundry room.	A man is jumping on a table in the laundry room.	entailment
Two young women are going to their friend's house.	The women are walking to a friend's house.	entailment
Two young women are walking and having a conversation.	The women are walking to a friend's house.	contradiction
A man is carrying a plastic case over his head amongst a group of people. The plastic case contains money.	The plastic case contains money.	entailment
A man is carrying a plastic case over his head amongst a group of people.	The plastic case contains money.	contradiction
a man with his head not close to a laptop pressing laptop screen.	A man is using a laptop.	contradiction
A boy with his head close to a laptop pressing a button.	A man is using a laptop.	neutral
A brown and black dog asleep in his doghouse in the grassy backyard.	The dog is sleeping in the doghouse.	entailment
a a dog running on a trail in a backyard in the city.	The dog is sleeping in the doghouse.	neutral
A man falls off the back of the brown horse, in a rodeo event.	A brown horse throws off a man.	entailment
A group of four football players raise their helmets at the game.	The guys here know the rules of football.	neutral
Two young  are  men is playing basketball.	There are two men playing basketball.	neutral
Two young men not in uniform involved in a basketball game. Not in uniform, basketball game.	There are two men playing basketball.	contradiction
A fat young in a green shirt rides through the air at high school near young rider riding a swing.	Young boy riding a swing.	contradiction
A boy in A green rides through the air near a barn.	Young boy riding a swing.	neutral
Number 13 reaches out as he turns directions in an effort to during the game.	Someone is trying to take a bomb into space to save Earth.	neutral
Number 13 leaps as he turns directions in an effort to stop Number	Someone is trying to take a bomb into space to save Earth.	entailment
An older man not riding a bike.	An elderly man is biking	contradiction
A young man riding a bike.	An elderly man is biking	neutral
A man wearing is holding a bottle while walking with a crowd of people.	A man wears a red shirt holding a cat while walking through a crowd of zombies.	neutral
A man wearing a yellow shirt is holding a bottle.	A man wears a red shirt holding a cat while walking through a crowd of zombies.	entailment
Bikers participate in a two way street ride, with lanes separated by yellow cones.. Car drivers are driving. 	Car drivers are racing.	neutral
A boy is dressed in a blue helmet, sweater, jeans and sneakers is ready to go zip lining through the forest of Bolivia.	A boy is ready to go zip lining through the forest of Bolivia.	entailment
(B) cars in the rain (B) Along a track in.	A car is driving on a track.	neutral
A lady wearing a matching hat stands beside a tree and a body of water.	A lady wearing a bathing suit stands beside a tree and body of water.	entailment
The men is standing next to the dog while the dogs are jumping.	The men is standing next to the dog while the dog is jumping.	entailment
The dog walks on the beach to search an unknown item.	A dog is fetching something.	neutral
a woman in white walks on the beach	a woman in white walks outside	contradiction
Football fans are enjoying their team.	Fans go nuts for their team.	neutral
People walks them the stairs.	The stairs have people walking on them.	neutral
People walking up and down stairs.	The stairs have people walking on them.	contradiction
Three men in an art studio posing for the camera. Paintings are nearby.	Paintings are nearby.	contradiction
Paintings in an art gallery posing for the camera.	Paintings are nearby.	entailment
One woman is being carried three people who are walking on path.	A woman is carrying three hikers down the path	entailment
One woman is being carried. A woman is carrying three hikers down the path	A woman is carrying three hikers down the path	neutral
The lady is not watching something she does not like. The lady does not like what she sees.	The lady does not like what she sees.	contradiction
A boy, wearing a green uniform.	A young boy prepares to play tennis, wearing a green uniform.	neutral
Two kids have played with a ball on a street. A soccer ball is being thrown by a couple kids.	A soccer ball is being played with by a couple kids.	neutral
Two children are playing with a soccer ball on grass. A soccer ball is being played with by a single child.	A soccer ball is being played with by a couple kids.	contradiction
An old woman in a cowboy hat smokes a cigarette.	The old lady is ten feet tall.	entailment
An old woman smoking a cigarette.	The old lady is ten feet tall.	neutral
A blue green dog is running through a sandy desert with tall red cacti. The cat sits in a window.	The cat sits in a window.	entailment
A large black dog is running through a snowy plain with tall reeds.	The cat sits in a window.	neutral
Many covered cyclers lined up. People on bikes form a line.	People on bikes form a line.	contradiction
People on bikes form a line.	People on bikes form a line.	neutral
A man in a green kilt is relaxing on the sofa. The man is resting by wearing a kilt.	The man is celebrating his favorite sport teams victory by wearing a green kilt.	contradiction
A man in a green kilt is relaxing on the green kilt. The man is celebrating his favorite sport teams victory by wearing a green kilt.	The man is celebrating his favorite sport teams victory by wearing a green kilt.	entailment
Two white dogs playing in the snow.	Two dogs in the snow	contradiction
Two women dressed in animal prints are playing percussion instruments.	The women are playing instruments.	contradiction
A man with a red shirt and white shorts, walking at a work, followed by a man with a white shirt and black pants, in the parking lot. The second man is riding a bicycle.	Two men are walking to work.	entailment
A man with a red shirt and white shorts is sitting near a man with a white shirt and black pants down a busy street.	Two men are walking to work.	contradiction
Some men are playing soccer. The men are on the same team.	The men are on the same team.	contradiction
A big white and brown dog runs through a big green grass.	A big black dog is catching a bone.	neutral
A little white and brown dog runs through grass. A big black dog catches a bone.	A big black dog is catching a bone.	entailment
Cheerleaders have made three people pyramids	Football players have made three people pyramids.	neutral
Cheerleaders have made three people pyramids.	Football players have made three people pyramids.	entailment
The bird stopped in the lake.	The bird is playing with another bird.	contradiction
A baby is sleeping in a crib on the subway with an adult.	A baby is asleep in a crib on the subway.	neutral
A young boy with bright hair listens to an acoustic guitar.	A child is holding an instrument.	contradiction
Three hockey players are a bird.	A man is feeding the birds.	neutral
Two people playing with a man fe	A man is feeding the birds.	entailment
Two scientists are using a microscope to study the cells.	two scientists are using a microscope to study blood cells	entailment
One man in all black in a bowling ally who is just watching others.	Ther is a man wearing all black clothing.	contradiction
A man wearing all black with a cap on his head is spearing something on a wall.	Ther is a man wearing all black clothing.	neutral
A woman in a white jacket is walking around a restaurant.	the woman is sitted	contradiction
A woman in a white shirt is sitting at a table in a nice restaurant. at a dining table	the woman is sitted	neutral
A child plays with a water gun in outside of a pool.	Child playing Cowboys and Indians in a pool with a water gun.	contradiction
Two swimmers stand in the position at the start line in awaiting the start signal.	Child playing Cowboys and Indians in a pool with a water gun.	entailment
, laptop. A,   in front of is in a fist fight.	A man is in a fist fight.	neutral
A man sits at his lap	A man is in a fist fight.	entailment
   is talking into a microphone in front of a mirror.	A man with white hair and glasses talks to himself in the mirror.	neutral
The guy wearing sunglasses and a hat is into a microphone.	The guy is singing.	neutral
This picture depicts looking up at a rock climber.	A rock climber is being watched.	contradiction
An elderly female looks at the camera while the inside of the home is shown.	A woman with long grey hair looks at the camera while the inside of her hut is shown.	entailment
A young woman is looking into the camera while the inside of her hut is shown.	A woman with long grey hair looks at the camera while the inside of her hut is shown.	contradiction
A woman was holding on her hand and searched for the place she dropped the ring.	woman dropped ring	entailment
Group of people outside in the city videotaping a show.	people are watching a football game at a stadium	entailment
A man is sleeping in front of computers.	A man sleeps in front of computers.	contradiction
The man enjoys a day in the woods with his horse behind brush.	A man enjoys a day in the woods with his horse.	contradiction
Two asian females go walking.	Two people are walking.	contradiction
The lady is not wearing white. A woman in her wedding gown.	A woman is dressed in her wedding gown.	contradiction
The lady is dressed in A woman.	A woman is dressed in her wedding gown.	entailment
A young girl is throwing in the grass.	A girl is playing soccer with a friend	contradiction
"A gray man covered with sunglasses is relaxing outside with newspaper."""	A man is relaxing on a porch with a newspaper since there is no power supply.	contradiction
A man sitting on a porch with a newspaper due to power outage.	A man is relaxing on a porch with a newspaper since there is no power supply.	entailment
men and women were sitting at a wooden table on which several partially drunk beverages have been placed; the picture is interrupted by an outstretched hand, colored	young men and women are sitting at a plastic table sober	entailment
An old woman is sitting indoors.	An old woman is sitting indoors.	entailment
This is another scene of an old woman outdoors.	An old woman is sitting indoors.	neutral
basketball players are playing hockey.	The girls are playing hockey.	neutral
A construction worker is against a post. A construction worker is diligently hammering some nails.	A construction worker is diligently hammering some nails.	neutral
A small girl dressed in a white smock holding nothing.	The child is holding noting.	neutral
man is staring at a device, is amazed by the technology.	A man is inspecting a train.	entailment
The conductor is driving the train looking for something on the railway while it is dangerous for him to be on the tracks and is out of his mind.,	A man is inspecting a train.	contradiction
Four kids playing and playing to grass.	Two children are playing tag in the park	neutral
Two children playing tag in the grass.	Two children are playing tag in the park	entailment
A baby girl (causing them pain) at a black and white cat (causing them pain) while holding a toy. The cat watches the baby 	The cat watches the baby	contradiction
A baby girl looking at a black and white cat while holding a toy. The cat  looks at the baby girl	The cat watches the baby	entailment
A man in a blue shirt is not carrying the child in a baby sling. The man **does not** smile.	The man is wearing a shirt.	contradiction
A man in a blue shirt smiles at a baby sleeping.	The man is wearing a shirt.	neutral
 is.	A man wearing glasses reads a book on an outdoor bench.	neutral
Only dogs run down the road.	The animals are running.	contradiction
An animals are run.	The animals are running.	neutral
A young child wearing a bright orange shirt hide a snow fort. And the young child is outside.	The young child is in the snow.	contradiction
A little girl holding a camera.	The girl has a camera.	neutral
A older man holds an object and is  at a table outside. A group rests at a table.	A group rests at a table.	neutral
A man sitting on the sidewalk while a man walks by.	A man is sleeping on the sidewalk while a man walks by.	neutral
Two people sitting in hats and shades Two people are sitting under a tent.	Two people are sitting naked.	entailment
people are indoors playing a banjo and trombone near two windows.	The two people are inside a house.	entailment
There are two teams having in a woman's volleyball game. Many women being a volleyball match.	Many women are playing a volleyball match.	neutral
There are two teams in a men's basketball game. Many women are playing a volleyball match.	Many women are playing a volleyball match.	contradiction
A surfboard is shown gliding through the water with a person standing on it.	A person in a wetsuit is surfing.	contradiction
There are five men in the group sitting on a group with more standing.	There are five men in the group.	entailment
Four men in casual dress sitting on a stone wall with one more standing near. There are five men in the group.	There are five men in the group.	neutral
Two boys throw bowling balls down parking lot	Two boys are bowling with two girls.	contradiction
Two boys throw bowling balls down lane. Two boys are bowling with two girls.	Two boys are bowling with two girls.	entailment
A man in a wetsuit rides a surfboard in a snowy mountain area surrounded by trees and rocks.	The man is at the beach	contradiction
The man rides a surfboard on a wave with a bright sun and blue sky in the background.	The man is at the beach	entailment
People stand under umbrellas during rainstorm.	A group of people are singing.	neutral
A girl in a mostly red uniform is playing baseball.	A girl in mostly red is playing basketball.	entailment
A girl in a red is playing basketball.	A girl in mostly red is playing basketball.	neutral
A group of men in safety suits are on a boat near the sky. The boat was gliding.	The boat was sinking.	entailment
An Asian couple is posing for a photo as the person taking a photo looks in his phone.	The couple is dressed in classic wedding attire.	entailment
Sentient beings standing on stone stairs.	Some humans standing	neutral
a lot of humans sitting under tissue chairs.	Some humans standing	contradiction
One of the members of the KISS playing a white electric guitar in front of a black background. The musician with a well-known group is using their musical skills.	A musician with a well-known group is using their musical skills.	neutral
One of the members of KISS playing a white electric guitar in front of a black background. A musician with an unknown group is playing music.	A musician with a well-known group is using their musical skills.	contradiction
A man is preventing someone put on a fancy robe.	A man is getting someone else ready for a performance.	contradiction
A dog is carrying something in its mouth over the grass.	An animal is carrying something outdoors.	contradiction
A dog carries a large stick in its mouth on the ground. An animal is carrying something outdoors.	An animal is carrying something outdoors.	neutral
A man in a dark shirt and glasses holds a microphone.	There is a male wearing glasses.	neutral
A soccer player, wearing a 24 shirt, takes to the.	A soccer player is wearing the number 24	neutral
Dogs walk each other on a muddy track.	The track is muddy	contradiction
Two men hiking in the snowy wilderness. Its an enjoyable activity of hiking in the snowy wilderness.	its enjoyable activity	entailment
Two men hiking in the snowy wilderness. its is not enjoyable activity	its enjoyable activity	contradiction
The girl in the white wants to be her bill quickly at the counter.	The woman wants to pay her bill quickly.	entailment
A ballerina leaps through the air.	A dancer jumps through the sky during a performance.	entailment
A man and his dog are grilling green beans on a grill.	A man is grilling with his dog beside him.	neutral
Six children are not wearing burlap sacks and being told a story.	Six children are sitting in a circle and listening to a story.	neutral
(Sentence1): Six children are wearing burlap sacks as potato sacks and sitting ina circle and listening toa story.	Six children are sitting in a circle and listening to a story.	entailment
Little boy runs the with the bat during a game of tee ball.	A boy sits on the bench because he couldn't hit the ball.	neutral
A man and a woman crossing the road and a car approaching them.	Two people crossing the road.	entailment
The man singing and they are spending their week with concert.	The 2 men are spending their week with a musical tour group.	entailment
20 year old me talking on the phone.	Two men are smiling and talking as cars and trucks whiz by.	entailment
A little girl in a dress and boots is holding a no lolly pop and nt posing near a fence.	A little girl is posing near a fence.	contradiction
A teenager is resting next to a beach, wearing a jacket and boots.	A little girl is posing near a fence.	neutral
Runners are photographers as onlookers watch and take pictures of a Run for Haiti.	People are participating in a running event for a good cause.	neutral
Runners against poverty were not photographed by the photographers as the photographers watch and take pictures onlookers at a Run for Haiti.	People are participating in a running event for a good cause.	contradiction
The two men calmly paddled the long boat driving the SUV toward a red house'	The woman is driving her car.	entailment
The two persons calmly paddled the car in the evening by the road.	The woman is driving her car.	neutral
An old woman stands and throw away big man.	A young woman feeds a homeless dog.	contradiction
A little boy is laughing in the park and a little girl is pushing the swing. There are two children in this picture.	There are two children in this picture.	contradiction
There are two children, and, there is a toy bike.	There are two children in this picture.	neutral
A Asian woman  woman in blue is  woman in an  while drinking a beverage working  line. A woman in an  As a As person As an As Asian woman at people.	A woman in blue is yelling at people.	neutral
A man is exactly jumping in the air while holding a tennis racket. 	A man in the air with a tennis racket.	contradiction
A young man in a yellow and orange bathing suit standing overlooking the water.	A man is kneeling down to feel how firm the ice on the lake is.	neutral
Many people sit with their hands raised. they are all sitting down	they are all sitting down	entailment
A woman is waiting outside while a bird walks behind her. There is a woman not alone outside.	There is a woman alone outside.	contradiction
It has a woman holding a cat outside while a bird walks on the sidewalk.	There is a woman alone outside.	neutral
A blonde girl in a bikini top holding a cell phone is sitting in a beach chair.	A lady is wearing a dress holding a friendly bird	contradiction
a blond girl in a white dress.	A lady is wearing a dress holding a friendly bird	entailment
A woman digging dirt and rocks in a field by a road.	A backhoe talking to a woman while  digging.	contradiction
Adult is riding a plastic scooter.	A child is playing on his toy.	contradiction
People sitting on the street curb watching the passersby.	People are inside eating lunch	entailment
An African american is talking with a girl.	An African American is sleeping.	neutral
An African american is looking at his phone.	An African American is sleeping.	entailment
A man with a silver watch is pouring cream into a coffee.	The watch keeps perfect time.	entailment
A man with a silver watch is pouring cream into a coffee.	The watch keeps perfect time.	contradiction
A little boy is smiling as he smiles and sits inside a couple of red and blue floating devices. 	A boy is playing with water.	neutral
A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.	A boy is playing with water.	contradiction
two female children are in a bath together. the girls are washing each other's body.	the girls are scrubbing each other	entailment
Two female children  the girls are scrubbing each other	the girls are scrubbing each other	contradiction
the tennis player not wearing white hits the tennis ball.	the player wearing white hits the tennis ball.	contradiction
a player wearing a is hitting a ball.	the player wearing white hits the tennis ball.	neutral
Pitcher in a baseball game wearing a white 21 uniform getting ready to watch an orange.	The pitcher playing baseball was ready to throw the ball.	contradiction
pitcher in a baseball game outside. uniform. throwing the ball.	The pitcher playing baseball was ready to throw the ball.	neutral
The man shows off his physique	The man just finished a workout at the gym	entailment
Two women wear black jackets.	Two thieves wear black.	entailment
the man in red is walking green leaves.	boy playing in the fall	contradiction
[man pose] next to a lion.	The man is posing next to a stone lion.	entailment
three men	The men are eating pizza at pizza hut.	neutral
A man wearing a blue shirt and black pants is working on his own roof.	Santa Claus in his red suit prepares to go down a chimney.	neutral
A man in a baby. A man in a baby bottle.	A child watches a movie.	neutral
A woman with blonde hair is being lifted from her yellow seat after being dunked in the water, with people looking down	A woman is participating in a dunk tank activity	contradiction
A woman with black 'hair,' is being lifted from her orange seat after being dunked in the water, with people looking on.	A woman is participating in a dunk tank activity	neutral
A group of students dressed in sweatshirts and jackets head towards the right. children is walking to recess.	A kindergarten class is walking to recess.	entailment
A man is carrying some fruit on a tray, surrounded by a display of fruit	A woman is carrying some fruit on a tray, surrounded by a display of fruit	contradiction
An oriental woman is handling two tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display. A woman is carrying some fruit on a tray, surrounded by a display of fruit	A woman is carrying some fruit on a tray, surrounded by a display of fruit	neutral
The same for the two sentences.	There is a women making nice complements for no reason	entailment
there is a women wants the portrait to be done and complained about a blemish on the picture made for no reason	There is a women making nice complements for no reason	contradiction
A woman in a pink dress raises a friend  in a boat on the water.	A man lifts a child from the boat.	neutral
A man is not making his girlfriend laugh by playing with his nose.	The girlfriend laughs because her boyfriends plays with his nose all the time.	contradiction
His girlfriend laughs by playing with her nose all the time.	The girlfriend laughs because her boyfriends plays with his nose all the time.	entailment
Two asian women preparing a meal for the man while a young man watches.	A young customer watches two women preparing fresh noodles for his order.	entailment
 two asian women are taking while a men watches.	A young customer watches two women preparing fresh noodles for his order.	contradiction
An army man uses his binoculars to see into the binoculars. There is a man looking outside	There is a man looking in the mirror	neutral
The two friends are laughing and have a good time. Two people are laughing.	Two people are laughing.	contradiction
A band is performing on a stage in a club.	A band is performing on the surface of the sun.	entailment
A woman is watering a plant.	A man is sewing some fabric.	contradiction
is stitching some fabric.	A man is sewing some fabric.	neutral
there is duck on a day.	There is more than one duck.	contradiction
A medical team is performing.	the medical team is performing a sex change	entailment
two bicyclists in spandex and helmets	Person riding tricycle	neutral
The person on the tricycle is wearing red. The person on a bicycle is wearing red.	Person riding tricycle	entailment
A dog in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.	A man is poking a dead animal with a stick.	contradiction
Three cowboys are cattle drive at a campsite while others are bull riding	a bull rides a cowboy while others wrestle at a campsite	entailment
Blacks are getting food at ocean.	Blacks are getting water.	contradiction
Women of African origin are colecting water at a new public toilet for Blacks.,. Blacks are getting water.	Blacks are getting water.	neutral
A boy shirt leans towards the fountain	A boy in a red shirt is leaning away from a water fountain.	entailment
A little boy in a red shirt is standing by a water fountain.	A boy in a red shirt is leaning away from a water fountain.	neutral
A man in the black t-shirt and batches on mturkgrind are waiting in the meantime.	the turkey is waiting for some juicy batches on mturkgrind	entailment
A man in a color t-shirt is eating as others go about their day.	the turkey is waiting for some juicy batches on mturkgrind	neutral
Every person in crimson top and dark blue shorts is running on the street.	A woman is sitting on a white couch.	entailment
There are children being show how things work.	There are children in a factory being shown how things work.	entailment
Children are being shown how things work.	There are children in a factory being shown how things work.	contradiction
"Only the letters ""AND"" are clearly visible as the little girl in the red shirt leans out the window below."	Every person in the frame is female.	entailment
There is a group of people, and a mother putting hearing protection in her son's ears out in a field by and electrical tower. A group of people hold name plates in their hands.	A group of people holded name plates in their hands.	entailment
A not man and a woman walk through the street during a parade.	Two people are walking in the street.	contradiction
A black and white dog not looking up. The dog is not looking at the ball in the air.	The dog is looking at the ball in the air.	contradiction
A nice contested catch during an ultimate Frisbee game.	Two teams are playing a game of ultimate Frisbee.	neutral
a fake throw about a bad football game. Two teams are playing two bad football games.	Two teams are playing a game of ultimate Frisbee.	contradiction
A group of people are laying in the grass under rain.	People laying in the grass in the rain.	contradiction
A group of people are laying in the grass are under an umbrella.	People laying in the grass in the rain.	entailment
Group of people wearing casual clothes cleaning their cars.	The restaurant's windows are being cleaned.	neutral
Man in all black washing the windows on the outside of a chinese restaurant. The restaurant's windows are being cleaned by a windows cleaner.	The restaurant's windows are being cleaned.	contradiction
A man not wearing his hat and sunglasses writing a book on a black metal bench.	The man is reading a book on the bench.	contradiction
A few people walking down a street, a couple in the foreground hold an umbrella.	A couple stands together under an umbrella.	neutral
A man is playing a game of baseball.	A man is playing with a basketball.	contradiction
A player in a white t-shirt just finished dunking a basketball through a hoop with a net.	A man is playing with a basketball.	neutral
A father with a yellow shirt and white shorts is posing with a long dipping spoon in each hand. He is wearing yelow shirt	The boy is wearing yelow	contradiction
A young boy sitting on a blue toilet. A child standing above the toilet	A child sitting on a toilet	contradiction
Two female lovers are undressing and frolicking in the water.	The women are lovers.	entailment
man with apron not sitting at a table outside a store and another man walking with a luggage. A man in an apron not sitting at a table near another man.	A man in an apron sitting near another man.	contradiction
The two hockey players are down on the ice.	The players are getting ready for a game.	entailment
A child getting out of the car carrying a ball with the footwear in hand.	A child stepped out of the automobile with shoes on their feet.	neutral
A standing man holds a microphone in front of a man holding an e-guitar.	A man is holding a microphone with another man.	contradiction
A man is standing behind a microphone.	A man is holding a microphone with another man.	neutral
The man was sitting on the left near the man walking along the side of the street with colorful buildings. A tall human was sitting.	A tall human sitting	entailment
A woman sitting on the left near a woman walking along the side of a office with colorful buildings.	A tall human sitting	contradiction
Five people are paddling a kayak in the ocean with a group of friends.	A group of friends are kayaking away from the city.	entailment
Five people are paddling a kayak in the ocean.	A group of friends are kayaking away from the city.	contradiction
A group of Japanese women wearing different outfits walking across a crosswalk while passersby stare. 	Two women are moving across the street.	neutral
Two ladies are standing across the street talking.	Two women are moving across the street.	contradiction
Children standing near each other and wearing pajamas	Children enjoying a sprinkler.	neutral
Three children run-under a sprinkler.	Children enjoying a sprinkler.	contradiction
Solders in a marching parade falling to the ground.	The soldiers are sleeping.	entailment
The soldiers are standing still at attention.	The soldiers are sleeping.	neutral
Several mothers with small children are busy with farming work in an open field.	The lady has three children.	entailment
Man working on a sculpture working on a sculpture.	A man sits at a table drinking a beer.	entailment
A man in a blue shirt is not dancing with a female in a black dress. The man and women are not dancing.	The man and women are dancing.	contradiction
Young people need to stand in the store.	The people are looking for the exits.	entailment
A young boy wearing waders and holds a fishing pole on a dock fishing off of a dock and holds a reel as another boy fishes beside him.	A boy fishes on a dock as his dad looks on.	entailment
A woman holding nothing in her right hand is running on a sandy place.	A woman running outdoors.	entailment
A woman with a water bottle is running on the beach.	A woman running outdoors.	contradiction
A vendor stands on a beach that is filled with candles.	the vendor is surfing the web at home.	entailment
A young man and young woman in business attire stand indoors.	Two people show affection while outdoors.	neutral
a driver makes another push to try and keep his position after slowly down to round a corner.	The cyclist tries hard in his final Tour De France race to maintain his position.	contradiction
, the person mountain.	the person climbs the mountain	neutral
Men working in a new car. is in a new car.	Men repairing a roof of the subway.	contradiction
Men working in a subway station.	Men repairing a roof of the subway.	entailment
a fishing expedition	Three men prepare for a fishing expedition.	contradiction
A group of fishers are being lowered toward the water in a boat.	Three men prepare for a fishing expedition.	entailment
A child is riding in a garbage container.	A child is playing with a garbage can.	neutral
A boy is riding in a garbage container.	A child is playing with a garbage can.	contradiction
A man is thrown into the air while being trampled by a bull.	Cindy was thrown out of the bar.	entailment
THREE WOMEN SITTING DOWN INSIDE HOLDING INSTRUMENT ISN'T THERE	MEN SITTING INSDE HOLDS AN INSTRUMENT	contradiction
Four men in uniform are rowing down a ocean with people watching on the water.	The four men are wearing uniforms.	contradiction
Someone are sitting on a river with a boat near the shore.	The four men are wearing uniforms.	neutral
A older woman in a different yellow shirt is reading a novel on stage	A older man in a yellow blouse is reading a novel on a stage	contradiction
A man with sunglasses and earphones is on a quiet suburb with no one else in sight holding an mp3 player in his hand.	The man is traveling on a street.	contradiction
A man in a blue dress is working under a bus, another man is rotating a tyre.	A man wears a blue dress.	neutral
A man is in a blue dress is fixing a puncture a bus, another man is rotating a tyre.	A man wears a blue dress.	contradiction
A man with long hair, a mustache, and a beard is holding a guitar and stands in front of a USA flag.	A guitarist sits in front of an American flag.	neutral
a Fisherman wearing a poncho and a hat sitting at the edge of the water	Two fishermen sit by the water.	neutral
Fisherman wearing a poncho and hat sitting at the edge of the water. two fishermen sit by the water.	Two fishermen sit by the water.	entailment
The first game of the rugby season in the middle of a rugby game.	The first game of the rugby season.	entailment
A group of people are walking down a path lined by benches and surrounded by grass and trees. A group of people are on a beach.	A group of people are on a beach.	entailment
A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees. A group of people are on a beach.	A group of people are on a beach.	neutral
A woman riding a red scooter is in front of many other people riding scooters down the street.	A woman is riding a red scooter while leading many others on black scooters.	entailment
The man in the black shirt attempts to find his bike (skateboard) in the midst of the crowded street.	A woman is riding a red scooter while leading many others on black scooters.	contradiction
A man in a green t-shirt and white hard hat working on a house and hammering a nail onto a piece of wood. The man is repairing the house.	The man is demolishing the house.	neutral
A woman with working on some colorful fabric. Do not make any unnecessary changes. Do not add anything else.	A sad woman with dark hair working on some colorful fabric.	contradiction
A little girl in red shirt look away in the distance with curiosity.	The person is waiting for someone to meet her	entailment
The man in a black dress is standing in the distance waiting.	The person is waiting for someone to meet her	contradiction
A man kneeling on the street in front of a house and some poster boards with artwork on them.	A man is near graffiti.	contradiction
A person kneeling on the street in front of a graffiti wall and some poster boards with artwork on them.	A man is near graffiti.	neutral
They ride a bicycle together.	they are outside	entailment
A goalie in a men’s hockey game in front of the goal post tries to block the goal net as he jumps forward to stop a goal attempt before he falls. 	Two men compete to score the most shots in a roller hockey game	entailment
A worker unhang in the air	A man is in the air.	contradiction
A Man doing a high up jump on a boat with a cityscape behind him.	The man is doing tricks on his bike.	contradiction
Zero people are swimming in ice.	There are people in the water.	contradiction
Six people in a lake. There are people, somewhere in the world, in the water. In a natural body of water. Natural Body of Water.	There are people in the water.	neutral
Chairs were not placed close to a building.	Chairs in front of a building.	contradiction
Chairs have been placed in a queue of a building.	Chairs in front of a building.	neutral
A brown dog is doing its own thing. The dogs are doing their own things.	The dogs are doing their own things.	entailment
the man is getting his hair cut the man is getting a haircut	Two dogs are in a living room playing with each other.	neutral
A young man preparing to eat food. a man is preparing dinner	a man is preparing dinner	neutral
Two girls with their arms with a girl with a blue shirt and black belt around her upper body. People with a person	People holding a person	neutral
people with a girl with a blue shirt and black belt around her upper body. people with a blue shirt and black belt around her upper body.	People holding a person	contradiction
A restaurant worker putting ketchup and mustard on sandwich bread.	Everybody is washing dishes.	neutral
A restaurant worker is putting ketchup and mustard on sandwich bread. Everybody is washing.	Everybody is washing dishes.	entailment
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup filled to the brim with pepsi to splash. The cup is filled with pepsi.	The cup is filled to the brim with pepsi.	entailment
A man wearing a black shirt, jeans and a cap is outside jumping in the air, causing the liquid in his cup to splash. The cup is filled to the brim with ice cream.	The cup is filled to the brim with pepsi.	contradiction
A person is outside	A person is outside.	entailment
a girl wearing pink shoes and blue ribbon jumps off a swing in a park	A person is outside.	contradiction
Man doesn't put legs up in air while riding bike.	A man is putting his legs in the air.	contradiction
Ride a model biplane in flight. A model biplane in the lake.	A model biplane is swimming in the lake.	entailment
A man in a sweatshirt and jeans is riding a motorcycle holding some long thin planks of wood a man is riding a bike	a man is riding a bike	contradiction
two persons are not riding a bicycle holding some long thin planks of wood	a man is riding a bike	neutral
The Palestinian man is singing the Palestinian national anthem...	the man is from Palestinan	entailment
A child wearing a costume is dressed as Spiderman is ringing a doorbell is trick-or-treating	The child is trick-or-treating.	entailment
An Asian man, woman and child looking at food products in a display. There is an Asian man, woman and child looking at food products in a display.	There is a man and woman dancing together in a large empty ballroom.	entailment
The man dressed in black racing gear, is leaning into a sharp turn on her motorcycle.	The man dressed in black racing gear is on his motorcycle.	contradiction
Two young children riding a bus, one is holding a bottle and the other is holding a can. One of the children is drinking grape soda, the other is drinking dr. pepper.	One of the children is drinking grape soda, the other is drinking dr. pepper.	entailment
 Two men dressed in winter coats are standing outside in the snow is getting ready to eat behind the house is.	Two men stand outside in winter	contradiction
Two men dressed in jumpsuits are standing in spring	Two men stand outside in winter	neutral
