Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1983,"A man striking a pose as one man with a bike, and another man in the background watch.",A man is sleeping on the sidewalk while a man walks by.,A man is riding a bike on the sidewalk while a man walks by.,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
1984,Two people sitting in hats and shades.,Two people are sitting naked.,The two people are positioned.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1985,Two people sitting in hats and shades.,Two people are sitting naked.,Two people are sitting in hats and shades.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
1986,one male and one female playing instruments in the street.,The two people are inside a house.,Two people are in a public space.,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
1987,one male and one female playing instruments in the street.,The two people are inside a house.,The two people are playing instruments in the street.,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
1988,There are two teams competing in a women's volleyball game.,Many women are playing a volleyball match.,Some women are playing volleyball.,entailment,neutral,A group of people play a game in the road. people playing a game
1989,There are two teams competing in a women's volleyball game.,Many women are playing a volleyball match.,Few men are watching a basketball game.,entailment,contradiction,A group of people play a game in the road. people playing a game
1990,A surfboard is shown gliding through the water with a person standing on it.,A person in a wetsuit is surfing.,A person standing on a surfboard is gliding through the water.,neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
1991,A surfboard is shown gliding through the water with a person standing on it.,A person in a wetsuit is surfing.,A person in a business suit is playing the violin.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
1992,Three men in casual dress sitting on a stone wall with one more standing near.,There are five men in the group.,There are at least three men in the group.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1993,Three men in casual dress sitting on a stone wall with one more standing near.,There are five men in the group.,There is a group of men.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
1994,Two boys throw bowling balls down lane.,Two boys are bowling with two girls.,Two girls are playing tennis against two boys.,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1995,Two boys throw bowling balls down lane.,Two boys are bowling with two girls.,The two boys are throwing bowling balls down the lane.,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
1996,A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.,The man is at the beach,A woman is in a desert.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
1997,A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.,The man is at the beach,The man is surfing at the beach.,neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
1998,Female sign holders take refuge under umbrellas during a rainstorm.,A group of people are singing.,Some people are making noise.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
1999,Female sign holders take refuge under umbrellas during a rainstorm.,A group of people are singing.,A group of female sign holders are singing while taking refuge under umbrellas during a rainstorm.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2000,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly red is playing basketball.,A girl in a mostly navy blue uniform is playing a sport.,contradiction,entailment,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
2001,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly red is playing basketball.,The girl is playing a sport.,contradiction,neutral,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
2002,A group of men in safety suits are on a boat near a bridge.,The boat was sinking.,A boat was moving.,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
2003,A group of men in safety suits are on a boat near a bridge.,The boat was sinking.,The boat was near a bridge.,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
2004,A band is performing in front of an audience.,The people are playing music.,People are making music.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
2005,A band is performing in front of an audience.,The people are playing music.,The people are not playing music.,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
2006,An Asian couple are getting married while four people spectate.,The couple is dressed in classic wedding attire.,The Asian couple are wearing traditional wedding clothes.,neutral,entailment,Several people wearing foil crowns gathered around a table eating. A group of people sat around eating dinner.
2007,An Asian couple are getting married while four people spectate.,The couple is dressed in classic wedding attire.,A couple is dressed in casual wear.,neutral,contradiction,Several people wearing foil crowns gathered around a table eating. A group of people sat around eating dinner.
2008,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly navy blue is playing baseball.,A girl in navy blue is playing baseball.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2009,A girl in a mostly navy blue uniform is playing baseball.,A girl in mostly navy blue is playing baseball.,A girl in mostly navy blue is playing tennis.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2010,Two people standing on stone stairs.,Some humans standing,People are positioned on stone stairs.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
2011,Two people standing on stone stairs.,Some humans standing,Some humans sitting,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
2012,One of the members of KISS playing a white electric guitar in front of a black background.,A musician with a well-known group is using their musical skills.,Someone in a band is playing music.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
2013,One of the members of KISS playing a white electric guitar in front of a black background.,A musician with a well-known group is using their musical skills.,A non-musician is not using musical skills.,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
2014,A man is helping someone put on a fancy robe.,A man is getting someone else ready for a performance.,The man is helping someone put on a fancy robe for a performance.,neutral,entailment,Several men dressed in Renaissance outfits. Tall humans in outfits
2015,A man is helping someone put on a fancy robe.,A man is getting someone else ready for a performance.,The man is hiding someone's costume for a private event.,neutral,contradiction,Several men dressed in Renaissance outfits. Tall humans in outfits
2016,A dog carries a large stick in its mouth over the grass.,An animal is carrying something outdoors.,A human is holding nothing indoors.,entailment,contradiction,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
2017,A dog carries a large stick in its mouth over the grass.,An animal is carrying something outdoors.,A creature is holding an object in a natural environment.,entailment,neutral,A man carrying a bag from a stick is walking down the sidewalk. There is a man walking.
2018,A man in a dark shirt and glasses holds a microphone.,There is a male wearing glasses.,There is a person with glasses.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
2019,A man in a dark shirt and glasses holds a microphone.,There is a male wearing glasses.,There is a female not wearing glasses.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
2020,"A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.",A soccer player is wearing the number 24,The player is wearing a number.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2021,"A soccer player numbered 24, wearing a yellow shirt, blue shorts, and blue socks, takes to the vibrant green field.",A soccer player is wearing the number 24,A basketball player is wearing the number 12.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
2022,Dogs race each other on a muddy track.,The track is muddy,A track is muddy.,entailment,neutral,People walking through dirt. People are outside.
2023,Dogs race each other on a muddy track.,The track is muddy,The track is dry.,entailment,contradiction,People walking through dirt. People are outside.
2024,Two men hiking in the snowy wilderness.,its enjoyable activity,Hiking in the snowy wilderness is enjoyable.,neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
2025,Two men hiking in the snowy wilderness.,its enjoyable activity,Its a strenuous activity.,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
2026,The girl in the white dress is paying her bill at the counter.,The woman wants to pay her bill quickly.,The girl in the white dress wants to pay her bill quickly at the counter.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
2027,The girl in the white dress is paying her bill at the counter.,The woman wants to pay her bill quickly.,The girl wants to pay her bill slowly.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
2028,A ballerina in a black leotard leaps through the air.,A dancer jumps through the sky during a performance.,A ballerina in a black leotard leaps through the air during a performance.,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
2029,A ballerina in a black leotard leaps through the air.,A dancer jumps through the sky during a performance.,A ballerina leaps through the air during a performance.,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
2030,A man and his dog are grilling green beans on a grill.,A man is grilling with his dog beside him.,A man is painting with his cat beside him.,entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2031,A man and his dog are grilling green beans on a grill.,A man is grilling with his dog beside him.,The man is cooking with a dog nearby.,entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2032,Six children are wearing burlap sacks and having a potato sack race.,Six children are sitting in a circle and listening to a story.,The children are playing a game.,contradiction,neutral,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
2033,Six children are wearing burlap sacks and having a potato sack race.,Six children are sitting in a circle and listening to a story.,Six children are participating in a group activity and engaged in a fun activity.,contradiction,entailment,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
2034,Little boy runs the wrong way after hitting the ball in a game of tee ball.,A boy sits on the bench because he couldn't hit the ball.,The boy is sitting on the bench after not hitting the ball.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2035,Little boy runs the wrong way after hitting the ball in a game of tee ball.,A boy sits on the bench because he couldn't hit the ball.,A boy runs the wrong way after hitting the ball in a game of tee ball.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2036,A man and a woman waiting to cross the road.,Two people crossing the road.,The two people are waiting to cross the road.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
2037,A man and a woman waiting to cross the road.,Two people crossing the road.,Two people waiting to cross the road.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
2038,1 man singing and 1 man playing a saxophone in a concert.,The 2 men are spending their week with a musical tour group.,Two men are performing in a concert.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
2039,1 man singing and 1 man playing a saxophone in a concert.,The 2 men are spending their week with a musical tour group.,Two men are spending their evening with a book club.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
2040,Two men talk on the street.,Two men are smiling and talking as cars and trucks whiz by.,,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
2041,Two men talk on the street.,Two men are smiling and talking as cars and trucks whiz by.,Two men are frowning and not speaking as no vehicles pass by.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
2042,A little girl in a dress and boots is holding a lolly pop and posing next to a fence.,A little girl is posing near a fence.,A little girl is sitting on a couch.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
2043,A little girl in a dress and boots is holding a lolly pop and posing next to a fence.,A little girl is posing near a fence.,The girl is standing.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
2044,Runners are photographed as onlookers watch and take pictures of a Run for Haiti.,People are participating in a running event for a good cause.,Some individuals are engaging in physical activity for a purpose.,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
2045,Runners are photographed as onlookers watch and take pictures of a Run for Haiti.,People are participating in a running event for a good cause.,People are protesting in a running event for a bad cause.,entailment,contradiction,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
2046,The two men calmly paddled the long boat in the sunset by the beach.,The woman is driving her car.,The woman is paddling a boat.,contradiction,entailment,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
2047,The two men calmly paddled the long boat in the sunset by the beach.,The woman is driving her car.,A person is operating a vehicle.,contradiction,neutral,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background. The pets are sleeping on the grass.
2048,A toddler being helped out of a pool.,The youngster has finished his swimming lesson.,An adult is struggling in a cooking class.,neutral,contradiction,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
2049,A toddler being helped out of a pool.,The youngster has finished his swimming lesson.,,neutral,entailment,A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool. Mother catching her son in a pool.
2050,"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",The man is indoors in his bedroom.,"The man is in a safety vest and black hat, wearing rubber gloves, and is crouched down on a corner of an intersection, doing something with a stick.",contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
2051,"A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection, doing something with a stick.",The man is indoors in his bedroom.,The man is outdoors in a public place.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
2052,A child in blue and yellow clothing is clinging to playground equipment with an adult nearby.,There is no adult.,The adult is not visible.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2053,A child in blue and yellow clothing is clinging to playground equipment with an adult nearby.,There is no adult.,There is an adult.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2054,A man wearing a cap peeling a banana.,The man is holding fruit.,The man is holding a snake.,entailment,contradiction,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
2055,A man wearing a cap peeling a banana.,The man is holding fruit.,A person is holding something.,entailment,neutral,A man with a mustache who is wearing white and beige carefully sculpts a sand castle. A man building a sand castle
2056,A young woman stoops to feed a small dog on a brick-paved street.,A young woman feeds a homeless dog.,The young woman stoops to feed a small dog.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2057,A young woman stoops to feed a small dog on a brick-paved street.,A young woman feeds a homeless dog.,An elderly man refuses to feed a well-fed dog.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2058,A little boy is crying on a playground and a little is riding a toy bike.,There are two children in this picture.,There is one child in this picture.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
2059,A little boy is crying on a playground and a little is riding a toy bike.,There are two children in this picture.,There are children in this picture.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
2060,An Asian woman in an orange and white shirt working a line.,A woman in blue is yelling at people.,A woman in orange and white is working a line.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2061,An Asian woman in an orange and white shirt working a line.,A woman in blue is yelling at people.,A woman is talking to people.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2062,A man is slightly jumping in the air while holding a tennis racket.,A man in the air with a tennis racket.,A man is underwater with a book.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
2063,A man is slightly jumping in the air while holding a tennis racket.,A man in the air with a tennis racket.,The man is standing holding a tennis racket.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
2064,A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water.,A man is kneeling down to feel how firm the ice on the lake is.,,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
2065,A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water.,A man is kneeling down to feel how firm the ice on the lake is.,A person is bending to examine a surface overlooking a body of water.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
2066,Many people stand with their hands raised.,they are all sitting down,Some people are seated.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2067,Many people stand with their hands raised.,they are all sitting down,They are all standing.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
2068,A woman is waiting alone outside while a bird walks behind her.,There is a woman alone outside.,,entailment,contradiction,Lady standing outside a building talking on her cellphone. the lady is standing
2069,A woman is waiting alone outside while a bird walks behind her.,There is a woman alone outside.,A woman is outside.,entailment,neutral,Lady standing outside a building talking on her cellphone. the lady is standing
2070,a blond girl in a white dress holding a bird in a tree.,A lady is wearing a dress holding a friendly bird,A boy is wearing a suit holding a snake.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2071,a blond girl in a white dress holding a bird in a tree.,A lady is wearing a dress holding a friendly bird,A blond girl in a white dress is holding a bird.,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2072,A yellow backhoe digging dirt and rocks in a field by a road.,A backhoe talking to a woman while  digging.,A backhoe digging dirt and rocks in a field by a road while a woman watches.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2073,A yellow backhoe digging dirt and rocks in a field by a road.,A backhoe talking to a woman while  digging.,A backhoe is silent and flying.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2074,A toddler is riding a plastic scooter.,A child is playing on his toy.,A child is playing with a toy.,entailment,neutral,A toddler is playing with colorful plastic building toys. A human playing
2075,A toddler is riding a plastic scooter.,A child is playing on his toy.,Not an adult is working on his toy.,entailment,contradiction,A toddler is playing with colorful plastic building toys. A human playing
2076,People sitting on the street curb watching the passersby.,People are inside eating lunch,People are sitting outside.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2077,People sitting on the street curb watching the passersby.,People are inside eating lunch,The people are sitting outside.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2078,An African american is looking at his phone.,An African American is sleeping.,The person is resting.,contradiction,neutral,A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass. a woman is sleeping
2079,An African american is looking at his phone.,An African American is sleeping.,An African American is looking at his phone.,contradiction,entailment,A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass. a woman is sleeping
2080,A man with a silver watch is pouring cream into a coffee.,The watch keeps perfect time.,"A man with a silver watch is pouring cream into a coffee, and his watch is working properly.",neutral,entailment,An Asian young man is drinking out of a metal cup. The young man is drinking coffee.
2081,A man with a silver watch is pouring cream into a coffee.,The watch keeps perfect time.,The watch does not keep perfect time.,neutral,contradiction,An Asian young man is drinking out of a metal cup. The young man is drinking coffee.
2082,A boy points.,The boy pointed.,A boy points.,entailment,neutral,A boy with a basketballs glowers at the camera. The boy scowls
2083,A boy points.,The boy pointed.,The boy points.,entailment,contradiction,A boy with a basketballs glowers at the camera. The boy scowls
2084,Four bearded men sitting in a restaurant smile at the camera.,The men are sitting inside of a conference room.,These men are gathered.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
2085,Four bearded men sitting in a restaurant smile at the camera.,The men are sitting inside of a conference room.,The men are sitting inside of a restaurant.,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
2086,A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.,A boy is playing with water.,The boy is interacting with water.,entailment,neutral,A boy in overalls blows bubbles. A boy is blowing bubbles.
2087,A little boy is smiling as he splashes in some water and sits inside a couple of red and blue floating devices.,A boy is playing with water.,A boy is avoiding water.,entailment,contradiction,A boy in overalls blows bubbles. A boy is blowing bubbles.
2088,Two female children are in a bath together.,the girls are scrubbing each other,,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
2089,Two female children are in a bath together.,the girls are scrubbing each other,The boys are avoiding each other.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
2090,the tennis player wearing white hits the tennis ball.,the player wearing white hits the tennis ball.,The player wearing black hits the tennis ball.,entailment,contradiction,A white cat sits on a wall. The cat is white.
2091,the tennis player wearing white hits the tennis ball.,the player wearing white hits the tennis ball.,a player wearing white hits the tennis ball.,entailment,neutral,A white cat sits on a wall. The cat is white.
2092,Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The pitcher playing baseball was ready to throw the ball.,The pitcher playing tennis was not ready to throw the ball.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2093,Pitcher in a baseball game wearing a white 34 uniform getting ready to throw the ball.,The pitcher playing baseball was ready to throw the ball.,A pitcher in a baseball game about to pitch.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2094,A muscular man with a multicolored mohawk shows off his physique.,The man just finished a workout at the gym,"The man finished a weightlifting session at the gym, sweating and pumped up.",neutral,entailment,A man in a blue jacket riding a bike. A man is on his yellow bike.
2095,A muscular man with a multicolored mohawk shows off his physique.,The man just finished a workout at the gym,A weak man is unable to do any physical activity.,neutral,contradiction,A man in a blue jacket riding a bike. A man is on his yellow bike.
2096,A woman and two men wearing black jackets.,Two thieves wear black.,Two people wearing black jackets are wearing black.,neutral,entailment,Several men dressed in Renaissance outfits. Tall humans in outfits
2097,A woman and two men wearing black jackets.,Two thieves wear black.,Two people do not wear black.,neutral,contradiction,Several men dressed in Renaissance outfits. Tall humans in outfits
2098,A little boy in blue is running through a pile of brown leaves.,boy playing in the fall,A girl in blue is crying in summer.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
2099,A little boy in blue is running through a pile of brown leaves.,boy playing in the fall,Little boy running through leaves.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
2100,Man wearing a black and red striped shirt taking a photo next to a lion statue.,The man is posing next to a stone lion.,A man is taking a photo next to a lion statue.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2101,Man wearing a black and red striped shirt taking a photo next to a lion statue.,The man is posing next to a stone lion.,A man is sitting next to a plastic lion.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2102,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man competes in a rope pulling contest,The man pulls on a rope.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2103,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",a man competes in a rope pulling contest,A woman referees a dance competition.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2104,Three men on a scaffold erected outside a building.,The men are eating pizza at pizza hut.,Men are having pizza in a restaurant.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2105,Three men on a scaffold erected outside a building.,The men are eating pizza at pizza hut.,The men are taking a break and eating pizza on the scaffold.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2106,A person wearing something gray while fixing a yellow and gray wall.,Someone is working on a wall.,Someone is sitting on a couch.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2107,A person wearing something gray while fixing a yellow and gray wall.,Someone is working on a wall.,A person is fixing a wall.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
2108,A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,Santa Claus in his red suit prepares to go down a chimney.,A person in a uniform is on a roof.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
2109,A man wearing a blue shirt and black pants is working on an unfinished tile roof of a building.,Santa Claus in his red suit prepares to go down a chimney.,A man wearing a blue shirt and black pants prepares to go down a building.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
2110,A child enjoys splashing water.,A child watches a movie.,The child watches a movie.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2111,A child enjoys splashing water.,A child watches a movie.,A child enjoys watching a movie.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2112,"A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.",A woman is participating in a dunk tank activity,A woman is avoiding a dunk tank activity.,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
2113,"A woman with brown hair is being lifted from her brown seat after being dunked in the water, with people looking on.",A woman is participating in a dunk tank activity,The woman is being involved in a water activity.,entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
2114,A group of students dressed in sweatshirts and jackets head towards the right.,A kindergarten class is walking to recess.,A group of students is heading towards the left.,neutral,contradiction,A single file line of children walk in front of a building. Children in a line looking a a building.
2115,A group of students dressed in sweatshirts and jackets head towards the right.,A kindergarten class is walking to recess.,Students are heading towards the right.,neutral,entailment,A single file line of children walk in front of a building. Children in a line looking a a building.
2116,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,"A woman is carrying some fruit on a tray, surrounded by a display of fruit","A woman is dropping fruit on the ground, standing alone in an empty space.",entailment,contradiction,A lady in a red sweatshirt opening a present. The lady is wearing red.
2117,An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.,"A woman is carrying some fruit on a tray, surrounded by a display of fruit",The woman is holding a tray of fruit near a display of fruit.,entailment,neutral,A lady in a red sweatshirt opening a present. The lady is wearing red.
2118,A woman is completing a picture of a young woman.,There is a women making nice complements for no reason,There is a woman making compliments about the young woman's appearance in the picture.,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2119,A woman is completing a picture of a young woman.,There is a women making nice complements for no reason,A woman is drawing a picture.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2120,A man in a blue jacket lifts a child dressed in red out boat crowded with people,A man lifts a child from the boat.,No man cannot lift no child from the boat.,entailment,contradiction,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
2121,A man in a blue jacket lifts a child dressed in red out boat crowded with people,A man lifts a child from the boat.,The man is holding a child near the boat.,entailment,neutral,"3 people sitting in a boat, rowing in a large body of water surrounded by greenery. 3 people are seated"
2122,A man is making his girlfriend laugh by playing with his nose.,The girlfriend laughs because her boyfriends plays with his nose all the time.,The girlfriend laughs because her boyfriend does not play with his nose.,neutral,contradiction,A man is standing in coconuts while trying to open one. A sad man is standing in coconuts while trying to open one.
2123,A man is making his girlfriend laugh by playing with his nose.,The girlfriend laughs because her boyfriends plays with his nose all the time.,The girlfriend laughs because the man plays with his nose.,neutral,entailment,A man is standing in coconuts while trying to open one. A sad man is standing in coconuts while trying to open one.
2124,Two asian women preparing food while a young man watches.,A young customer watches two women preparing fresh noodles for his order.,A young man watches two women,neutral,entailment,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
2125,Two asian women preparing food while a young man watches.,A young customer watches two women preparing fresh noodles for his order.,Two women prepare stale noodles for their order while an old customer watches.,neutral,contradiction,Two women eating lunch in a cafe smile at the photographer. Two models are photographed by a paparazzi.
